filename,C_0,tau_0,R_th_0,h_0,T_amp_0,C_1,tau_1,R_th_1,h_1,T_amp_1
11860214159495-r9535192-n911952_cleaned.parquet,401.38783923399996,41.7800145113806,0.1040888896661959,9.607173284362181,7.6847942190414695,276.58394881513055,37.6084327832552,0.13597474815283941,7.354306689915484,9.542026651887218
11983189675432-r8607415-n386398_cleaned.parquet,,,,,,133.60054667015868,66.3406879916561,0.4965600040203586,2.0138553083284587,3.0000000000000004
11902519226081-r1485405-n976057_cleaned.parquet,103.36306030917508,16.703304634194154,0.16159839486400612,6.188180277666462,12.994080130550378,,,,,
12043353552570-r1682297-n911952_cleaned.parquet,57.28941460983556,9.788772251509156,0.17086528668820786,5.85256384946571,28.57233287747918,81.58207239649994,12.942107763667128,0.15863911498554154,6.303615600043789,23.43957110331526
12080819838745-r9192091-n976057_cleaned.parquet,,,,,,162.9539601823589,30.38349991680333,0.18645450459014123,5.363238620585597,17.388695540204793
11764409090132-r9102715-n911952_cleaned.parquet,89.62440327628121,13.477674642514694,0.15037951885679682,6.649841731122165,8.587287059658223,,,,,
12140025358381-r9189566-n43543_cleaned.parquet,,,,,,175.17378183745032,12.33144041350359,0.07039546834095499,14.20545986222547,6.691165050737768
12084974059495-r6760045-n830961_cleaned.parquet,,,,,,406.0582468390951,111.66358458657349,0.2749940075242983,3.636442877438486,26.173506593110496
11998887952133-r9535192-n386398_cleaned.parquet,148.44575947774035,28.9755015096515,0.19519251753362762,5.123147201724681,18.18156316258664,119.35762543586372,21.48270630007909,0.1799860396152295,5.555986465049066,16.337313942007825
12439024788847-r5573787-n386398_cleaned.parquet,,,,,,172.675144625433,9.319839509822001,0.05397325440229746,18.527695079239717,4.592224328314623
12400257813928-r3226521-n911952_cleaned.parquet,,,,,,303.3945539864287,41.37504634161155,0.13637372786679064,7.332790674878349,17.45275062850142
12548017017271-r7217787-n976057_cleaned.parquet,200.7394372378908,11.291172296320644,0.0562479025132455,17.778440711891715,7.5319910740569895,94.55051024694238,5.485905037750617,0.05802089299595316,17.235170787008535,8.571484010215798
12548017017271-r9352821-n851693_cleaned.parquet,163.85742249001,30.776808452736365,0.1878267580744641,5.324055050790735,26.31030771467194,145.88961242476796,32.02403957870412,0.21950870282295257,4.555628032691543,33.008047039349336
12657143383484-r9352821-n43543_cleaned.parquet,,,,,,402.957436937821,106.49651836701378,0.2642872636284087,3.783761601943909,33.64508788031597
1267259370656-r5573787-n851693_cleaned.parquet,,,,,,216.0654255997086,33.07532705336013,0.15308014672665304,6.532525748003404,20.73098312429962
