timestamp,power_draw_gpu_0_W,power_draw_gpu_1_W,temperature_gpu_0,temperature_gpu_1,temperature_memory_0,temperature_memory_1,excited
0,0.09285981308411215,0.09614953271028037,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0001646442542660371,0.09289719626168225,0.09614953271028037,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.00033705455828558767,0.09285981308411215,0.09577570093457945,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0005016991828749167,0.09252336448598131,0.09581308411214953,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0006795458328189141,0.09285981308411215,0.09577570093457945,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0008449666550279734,0.09285981308411215,0.09577570093457945,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0010150472552184575,0.09252336448598131,0.09614953271028037,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0011851282257322334,0.09285981308411215,0.09618691588785047,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0013567623321320537,0.09293457943925233,0.09585046728971963,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.001528396068208582,0.09248598130841121,0.09581308411214953,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0017000301746084023,0.09285981308411215,0.09577570093457945,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0018716642810082226,0.09248598130841121,0.09618691588785047,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.002042521449141729,0.09285981308411215,0.09618691588785047,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0022149317531612793,0.09218691588785047,0.09540186915887851,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0023850123533517634,0.09256074766355141,0.09547663551401869,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0025566468300748757,0.09289719626168225,0.09581308411214953,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.002727503998208382,0.09289719626168225,0.09618691588785047,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0028999143022279323,0.09289719626168225,0.09581308411214953,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.0030715484086277526,0.09289719626168225,0.09577570093457945,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.003243182515027573,0.09222429906542057,0.09551401869158879,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.003413263115218057,0.09252336448598131,0.09618691588785047,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.003589556999599302,0.09289719626168225,0.09622429906542056,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.003758084463903742,0.09289719626168225,0.09618691588785047,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.003932824471752359,0.09256074766355141,0.09618691588785047,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
0.004100575738437068,0.09256074766355141,0.09581308411214953,-5.029191141228525,-5.318965804618506,-3.7053151737601917,-4.252646273038193,0
