timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, power.draw [W]
2026/04/03 22:22:15.757, 0 %, 0 %, 12984 MiB, 84, 119.71 W
2026/04/03 22:22:20.758, 100 %, 100 %, 12984 MiB, 86, 197.93 W
2026/04/03 22:22:25.758, 100 %, 100 %, 12984 MiB, 86, 190.95 W
2026/04/03 22:22:30.759, 100 %, 100 %, 12984 MiB, 86, 186.09 W
2026/04/03 22:22:35.760, 25 %, 1 %, 12984 MiB, 84, 124.62 W
2026/04/03 22:22:40.760, 0 %, 0 %, 12984 MiB, 85, 148.76 W
2026/04/03 22:22:45.863, 100 %, 100 %, 12984 MiB, 86, 196.65 W
2026/04/03 22:22:51.107, 100 %, 100 %, 12984 MiB, 86, 190.30 W
2026/04/03 22:22:56.277, 100 %, 100 %, 12984 MiB, 86, 185.37 W
2026/04/03 22:23:01.536, 17 %, 2 %, 12984 MiB, 83, 115.98 W
2026/04/03 22:23:06.536, 100 %, 100 %, 12984 MiB, 85, 198.63 W
2026/04/03 22:23:11.537, 100 %, 100 %, 12984 MiB, 86, 193.25 W
2026/04/03 22:23:16.537, 100 %, 100 %, 12984 MiB, 86, 188.27 W
2026/04/03 22:23:21.538, 100 %, 100 %, 12984 MiB, 86, 184.34 W
2026/04/03 22:23:26.663, 16 %, 2 %, 12984 MiB, 84, 136.85 W
2026/04/03 22:23:31.664, 100 %, 100 %, 12984 MiB, 85, 196.42 W
2026/04/03 22:23:36.665, 100 %, 100 %, 12984 MiB, 85, 193.15 W
2026/04/03 22:23:41.665, 100 %, 100 %, 12984 MiB, 85, 187.44 W
2026/04/03 22:23:46.666, 100 %, 100 %, 12984 MiB, 85, 183.06 W
2026/04/03 22:23:51.804, 19 %, 18 %, 12984 MiB, 83, 116.78 W
2026/04/03 22:23:56.804, 100 %, 100 %, 12984 MiB, 85, 197.95 W
2026/04/03 22:24:01.805, 100 %, 100 %, 12984 MiB, 85, 190.48 W
2026/04/03 22:24:06.805, 100 %, 100 %, 12984 MiB, 85, 186.29 W
2026/04/03 22:24:11.952, 35 %, 1 %, 12984 MiB, 84, 126.23 W
2026/04/03 22:24:16.953, 100 %, 100 %, 12984 MiB, 85, 182.08 W
2026/04/03 22:24:21.953, 100 %, 100 %, 12984 MiB, 85, 197.23 W
2026/04/03 22:24:26.954, 100 %, 100 %, 12984 MiB, 85, 190.58 W
2026/04/03 22:24:31.954, 100 %, 100 %, 12984 MiB, 85, 185.10 W
2026/04/03 22:24:36.955, 15 %, 2 %, 12984 MiB, 84, 132.59 W
2026/04/03 22:24:41.956, 100 %, 100 %, 12984 MiB, 85, 197.61 W
2026/04/03 22:24:46.956, 100 %, 100 %, 12984 MiB, 85, 196.01 W
2026/04/03 22:24:51.957, 100 %, 100 %, 12984 MiB, 85, 189.64 W
2026/04/03 22:24:56.957, 100 %, 100 %, 12984 MiB, 85, 184.05 W
2026/04/03 22:25:01.958, 16 %, 2 %, 12984 MiB, 82, 130.88 W
2026/04/03 22:25:06.959, 100 %, 100 %, 12984 MiB, 85, 196.43 W
2026/04/03 22:25:11.959, 100 %, 100 %, 12984 MiB, 85, 192.70 W
2026/04/03 22:25:16.960, 100 %, 100 %, 12984 MiB, 85, 187.31 W
2026/04/03 22:25:21.960, 100 %, 100 %, 12984 MiB, 85, 183.56 W
2026/04/03 22:25:27.077, 0 %, 0 %, 12984 MiB, 84, 136.84 W
2026/04/03 22:25:32.078, 100 %, 100 %, 12984 MiB, 85, 195.12 W
2026/04/03 22:25:37.078, 100 %, 100 %, 12984 MiB, 85, 187.81 W
2026/04/03 22:25:42.079, 35 %, 38 %, 12984 MiB, 84, 176.42 W
2026/04/03 22:25:47.080, 13 %, 0 %, 12984 MiB, 83, 130.95 W
2026/04/03 22:25:52.198, 0 %, 0 %, 12984 MiB, 82, 123.94 W
2026/04/03 22:25:57.198, 4 %, 0 %, 12984 MiB, 81, 117.01 W
2026/04/03 22:26:02.422, 100 %, 100 %, 12984 MiB, 84, 199.52 W
2026/04/03 22:26:07.644, 100 %, 100 %, 12984 MiB, 84, 196.64 W
2026/04/03 22:26:12.816, 100 %, 100 %, 12984 MiB, 84, 184.85 W
2026/04/03 22:26:18.081, 18 %, 2 %, 12984 MiB, 82, 130.95 W
2026/04/03 22:26:23.082, 100 %, 100 %, 12984 MiB, 85, 197.23 W
2026/04/03 22:26:28.082, 100 %, 100 %, 12984 MiB, 85, 192.19 W
2026/04/03 22:26:33.083, 100 %, 100 %, 12984 MiB, 85, 187.15 W
2026/04/03 22:26:38.084, 100 %, 100 %, 12984 MiB, 85, 183.35 W
2026/04/03 22:26:43.276, 17 %, 2 %, 12984 MiB, 84, 136.95 W
2026/04/03 22:26:48.276, 100 %, 100 %, 12984 MiB, 85, 196.26 W
2026/04/03 22:26:53.277, 100 %, 100 %, 12984 MiB, 86, 192.19 W
2026/04/03 22:26:58.277, 100 %, 100 %, 12984 MiB, 86, 187.10 W
2026/04/03 22:27:03.278, 100 %, 100 %, 12984 MiB, 85, 177.13 W
2026/04/03 22:27:08.279, 0 %, 0 %, 12984 MiB, 85, 155.90 W
2026/04/03 22:27:13.279, 100 %, 100 %, 12984 MiB, 86, 197.15 W
2026/04/03 22:27:18.280, 100 %, 100 %, 12984 MiB, 86, 190.59 W
2026/04/03 22:27:23.280, 100 %, 100 %, 12984 MiB, 86, 186.14 W
2026/04/03 22:27:28.281, 8 %, 0 %, 12984 MiB, 84, 123.63 W
2026/04/03 22:27:33.281, 100 %, 100 %, 12984 MiB, 85, 186.03 W
2026/04/03 22:27:38.282, 100 %, 100 %, 12984 MiB, 86, 196.24 W
2026/04/03 22:27:43.283, 100 %, 100 %, 12984 MiB, 86, 190.68 W
2026/04/03 22:27:48.283, 100 %, 100 %, 12984 MiB, 86, 184.73 W
2026/04/03 22:27:53.284, 16 %, 2 %, 12984 MiB, 83, 123.85 W
2026/04/03 22:27:58.284, 100 %, 100 %, 12984 MiB, 85, 197.97 W
2026/04/03 22:28:03.285, 100 %, 100 %, 12984 MiB, 85, 194.10 W
2026/04/03 22:28:08.286, 100 %, 100 %, 12984 MiB, 85, 188.95 W
2026/04/03 22:28:13.286, 100 %, 100 %, 12984 MiB, 85, 181.37 W
2026/04/03 22:28:18.287, 16 %, 2 %, 12984 MiB, 83, 128.32 W
2026/04/03 22:28:23.287, 100 %, 100 %, 12984 MiB, 85, 197.15 W
2026/04/03 22:28:28.288, 100 %, 100 %, 12984 MiB, 85, 191.80 W
2026/04/03 22:28:33.289, 100 %, 100 %, 12984 MiB, 85, 187.59 W
2026/04/03 22:28:38.289, 100 %, 100 %, 12984 MiB, 85, 183.14 W
2026/04/03 22:28:43.290, 16 %, 2 %, 12984 MiB, 84, 135.43 W
2026/04/03 22:28:48.461, 100 %, 100 %, 12984 MiB, 85, 196.82 W
2026/04/03 22:28:53.563, 100 %, 100 %, 12984 MiB, 85, 191.23 W
2026/04/03 22:28:58.762, 100 %, 100 %, 12984 MiB, 85, 186.45 W
2026/04/03 22:29:03.975, 36 %, 1 %, 12984 MiB, 84, 126.83 W
2026/04/03 22:29:08.975, 100 %, 100 %, 12984 MiB, 85, 157.08 W
2026/04/03 22:29:13.976, 100 %, 100 %, 12984 MiB, 85, 196.90 W
2026/04/03 22:29:18.976, 100 %, 100 %, 12984 MiB, 85, 190.21 W
2026/04/03 22:29:23.977, 100 %, 100 %, 12984 MiB, 85, 186.18 W
2026/04/03 22:29:28.978, 5 %, 0 %, 12984 MiB, 84, 127.60 W
2026/04/03 22:29:33.978, 100 %, 100 %, 12984 MiB, 85, 197.70 W
2026/04/03 22:29:38.979, 100 %, 100 %, 12984 MiB, 85, 194.39 W
2026/04/03 22:29:43.979, 100 %, 100 %, 12984 MiB, 85, 189.78 W
2026/04/03 22:29:48.980, 100 %, 100 %, 12984 MiB, 86, 186.16 W
2026/04/03 22:29:53.981, 16 %, 2 %, 12984 MiB, 84, 135.35 W
2026/04/03 22:29:58.982, 100 %, 100 %, 12984 MiB, 85, 196.43 W
2026/04/03 22:30:03.982, 100 %, 100 %, 12984 MiB, 85, 194.00 W
2026/04/03 22:30:08.983, 100 %, 100 %, 12984 MiB, 85, 188.88 W
2026/04/03 22:30:13.983, 100 %, 100 %, 12984 MiB, 85, 183.97 W
2026/04/03 22:30:18.984, 16 %, 2 %, 12984 MiB, 83, 117.28 W
2026/04/03 22:30:23.985, 100 %, 100 %, 12984 MiB, 85, 197.69 W
2026/04/03 22:30:28.985, 100 %, 100 %, 12984 MiB, 85, 191.85 W
2026/04/03 22:30:33.986, 100 %, 100 %, 12984 MiB, 85, 187.20 W
2026/04/03 22:30:38.987, 100 %, 100 %, 12984 MiB, 85, 178.71 W
2026/04/03 22:30:43.987, 16 %, 2 %, 12984 MiB, 84, 137.86 W
2026/04/03 22:30:48.988, 100 %, 100 %, 12984 MiB, 85, 196.18 W
2026/04/03 22:30:53.988, 100 %, 100 %, 12984 MiB, 85, 191.47 W
2026/04/03 22:30:58.989, 100 %, 100 %, 12984 MiB, 85, 186.41 W
2026/04/03 22:31:03.989, 20 %, 1 %, 12984 MiB, 84, 153.25 W
2026/04/03 22:31:08.990, 100 %, 100 %, 12984 MiB, 84, 158.84 W
2026/04/03 22:31:13.991, 100 %, 100 %, 12984 MiB, 85, 192.30 W
2026/04/03 22:31:18.991, 100 %, 100 %, 12984 MiB, 85, 186.08 W
2026/04/03 22:31:23.992, 15 %, 0 %, 12984 MiB, 84, 133.33 W
2026/04/03 22:31:28.992, 20 %, 1 %, 12984 MiB, 81, 100.93 W
2026/04/03 22:31:33.993, 12 %, 0 %, 12984 MiB, 80, 113.45 W
2026/04/03 22:31:39.082, 100 %, 100 %, 12984 MiB, 83, 199.81 W
2026/04/03 22:31:44.082, 100 %, 100 %, 12984 MiB, 84, 199.57 W
2026/04/03 22:31:49.083, 100 %, 100 %, 12984 MiB, 84, 194.91 W
2026/04/03 22:31:54.185, 100 %, 100 %, 12984 MiB, 84, 183.46 W
2026/04/03 22:31:59.453, 16 %, 2 %, 12984 MiB, 83, 136.87 W
2026/04/03 22:32:04.454, 100 %, 100 %, 12984 MiB, 84, 196.75 W
2026/04/03 22:32:09.454, 100 %, 100 %, 12984 MiB, 85, 191.78 W
2026/04/03 22:32:14.455, 100 %, 100 %, 12984 MiB, 85, 186.84 W
2026/04/03 22:32:19.456, 100 %, 100 %, 12984 MiB, 85, 183.14 W
2026/04/03 22:32:24.497, 16 %, 2 %, 12984 MiB, 84, 137.94 W
2026/04/03 22:32:29.497, 100 %, 100 %, 12984 MiB, 85, 196.17 W
2026/04/03 22:32:34.498, 100 %, 100 %, 12984 MiB, 86, 192.26 W
2026/04/03 22:32:39.498, 100 %, 100 %, 12984 MiB, 85, 186.57 W
2026/04/03 22:32:44.499, 3 %, 0 %, 12984 MiB, 84, 161.74 W
2026/04/03 22:32:49.500, 100 %, 100 %, 12984 MiB, 85, 159.90 W
2026/04/03 22:32:54.500, 100 %, 100 %, 12984 MiB, 86, 195.87 W
2026/04/03 22:32:59.501, 100 %, 100 %, 12984 MiB, 86, 190.75 W
2026/04/03 22:33:04.501, 100 %, 100 %, 12984 MiB, 86, 185.90 W
2026/04/03 22:33:09.502, 22 %, 1 %, 12984 MiB, 84, 129.83 W
2026/04/03 22:33:14.503, 100 %, 100 %, 12984 MiB, 85, 196.03 W
2026/04/03 22:33:19.574, 100 %, 100 %, 12984 MiB, 86, 196.40 W
2026/04/03 22:33:24.785, 100 %, 100 %, 12984 MiB, 86, 190.31 W
2026/04/03 22:33:29.928, 100 %, 100 %, 12984 MiB, 86, 185.01 W
2026/04/03 22:33:35.155, 16 %, 2 %, 12984 MiB, 84, 133.89 W
2026/04/03 22:33:40.155, 100 %, 100 %, 12984 MiB, 86, 196.51 W
2026/04/03 22:33:45.156, 100 %, 100 %, 12984 MiB, 86, 193.26 W
2026/04/03 22:33:50.156, 100 %, 100 %, 12984 MiB, 86, 187.97 W
2026/04/03 22:33:55.157, 100 %, 100 %, 12984 MiB, 86, 183.85 W
2026/04/03 22:34:00.160, 5 %, 1 %, 12984 MiB, 84, 132.63 W
2026/04/03 22:34:05.161, 100 %, 100 %, 12984 MiB, 85, 197.67 W
2026/04/03 22:34:10.161, 100 %, 100 %, 12984 MiB, 85, 193.89 W
2026/04/03 22:34:15.162, 100 %, 100 %, 12984 MiB, 85, 188.16 W
2026/04/03 22:34:20.162, 100 %, 100 %, 12984 MiB, 85, 183.77 W
2026/04/03 22:34:25.163, 18 %, 2 %, 12984 MiB, 83, 114.56 W
2026/04/03 22:34:30.164, 100 %, 100 %, 12984 MiB, 85, 197.52 W
2026/04/03 22:34:35.165, 100 %, 100 %, 12984 MiB, 85, 191.93 W
2026/04/03 22:34:40.165, 100 %, 100 %, 12984 MiB, 85, 186.74 W
2026/04/03 22:34:45.166, 58 %, 65 %, 12984 MiB, 85, 182.80 W
2026/04/03 22:34:50.167, 16 %, 2 %, 12984 MiB, 83, 132.45 W
2026/04/03 22:34:55.167, 100 %, 100 %, 12984 MiB, 85, 196.40 W
2026/04/03 22:35:00.168, 100 %, 100 %, 12984 MiB, 85, 190.43 W
2026/04/03 22:35:05.171, 100 %, 100 %, 12984 MiB, 85, 186.05 W
2026/04/03 22:35:10.171, 8 %, 0 %, 12984 MiB, 84, 150.68 W
2026/04/03 22:35:15.172, 100 %, 100 %, 12984 MiB, 84, 157.10 W
2026/04/03 22:35:20.426, 100 %, 100 %, 12984 MiB, 85, 197.43 W
2026/04/03 22:35:25.648, 100 %, 100 %, 12984 MiB, 85, 190.12 W
2026/04/03 22:35:30.881, 100 %, 100 %, 12984 MiB, 85, 184.54 W
2026/04/03 22:35:36.068, 15 %, 2 %, 12984 MiB, 84, 136.54 W
2026/04/03 22:35:41.069, 100 %, 100 %, 12984 MiB, 85, 196.46 W
2026/04/03 22:35:46.070, 100 %, 100 %, 12984 MiB, 85, 195.32 W
2026/04/03 22:35:51.070, 100 %, 100 %, 12984 MiB, 85, 188.52 W
2026/04/03 22:35:56.071, 100 %, 100 %, 12984 MiB, 85, 183.94 W
2026/04/03 22:36:01.071, 15 %, 2 %, 12984 MiB, 84, 136.21 W
2026/04/03 22:36:06.072, 100 %, 100 %, 12984 MiB, 85, 196.19 W
2026/04/03 22:36:11.073, 100 %, 100 %, 12984 MiB, 85, 192.70 W
2026/04/03 22:36:16.073, 100 %, 100 %, 12984 MiB, 85, 187.91 W
2026/04/03 22:36:21.074, 100 %, 100 %, 12984 MiB, 85, 182.32 W
2026/04/03 22:36:26.075, 0 %, 0 %, 12984 MiB, 83, 135.75 W
2026/04/03 22:36:31.075, 100 %, 100 %, 12984 MiB, 85, 197.42 W
2026/04/03 22:36:36.076, 100 %, 100 %, 12984 MiB, 85, 191.79 W
2026/04/03 22:36:41.076, 100 %, 100 %, 12984 MiB, 85, 187.03 W
2026/04/03 22:36:46.077, 100 %, 100 %, 12984 MiB, 85, 181.66 W
2026/04/03 22:36:51.078, 0 %, 0 %, 12984 MiB, 83, 133.80 W
2026/04/03 22:36:56.078, 100 %, 100 %, 12984 MiB, 85, 195.46 W
2026/04/03 22:37:01.079, 100 %, 100 %, 12984 MiB, 85, 186.42 W
2026/04/03 22:37:06.079, 15 %, 0 %, 12984 MiB, 84, 136.22 W
2026/04/03 22:37:11.080, 20 %, 1 %, 12984 MiB, 81, 108.13 W
2026/04/03 22:37:16.127, 31 %, 1 %, 12984 MiB, 80, 120.29 W
2026/04/03 22:37:21.128, 100 %, 100 %, 12984 MiB, 83, 195.80 W
2026/04/03 22:37:26.396, 100 %, 100 %, 12984 MiB, 84, 199.32 W
2026/04/03 22:37:31.624, 100 %, 100 %, 12984 MiB, 84, 192.22 W
2026/04/03 22:37:36.689, 100 %, 100 %, 12984 MiB, 84, 183.54 W
2026/04/03 22:37:41.898, 15 %, 2 %, 12984 MiB, 83, 137.18 W
2026/04/03 22:37:46.898, 100 %, 100 %, 12984 MiB, 84, 196.76 W
2026/04/03 22:37:51.899, 100 %, 100 %, 12984 MiB, 85, 191.49 W
2026/04/03 22:37:56.899, 100 %, 100 %, 12984 MiB, 85, 187.29 W
2026/04/03 22:38:01.970, 100 %, 100 %, 12984 MiB, 85, 182.08 W
2026/04/03 22:38:07.033, 16 %, 2 %, 12984 MiB, 82, 106.99 W
2026/04/03 22:38:12.033, 100 %, 100 %, 12984 MiB, 85, 196.95 W
2026/04/03 22:38:17.034, 100 %, 100 %, 12984 MiB, 85, 191.42 W
2026/04/03 22:38:22.034, 100 %, 100 %, 12984 MiB, 85, 186.14 W
2026/04/03 22:38:27.035, 0 %, 0 %, 12984 MiB, 85, 158.63 W
2026/04/03 22:38:32.036, 100 %, 100 %, 12984 MiB, 85, 159.34 W
2026/04/03 22:38:37.036, 100 %, 100 %, 12984 MiB, 86, 196.61 W
2026/04/03 22:38:42.037, 100 %, 100 %, 12984 MiB, 86, 193.30 W
2026/04/03 22:38:47.038, 100 %, 100 %, 12984 MiB, 86, 186.44 W
2026/04/03 22:38:52.038, 7 %, 0 %, 12984 MiB, 84, 125.59 W
2026/04/03 22:38:57.039, 100 %, 100 %, 12984 MiB, 85, 198.71 W
2026/04/03 22:39:02.039, 100 %, 100 %, 12984 MiB, 85, 195.07 W
2026/04/03 22:39:07.042, 100 %, 100 %, 12984 MiB, 85, 190.22 W
2026/04/03 22:39:12.043, 100 %, 100 %, 12984 MiB, 85, 184.55 W
2026/04/03 22:39:17.043, 0 %, 0 %, 12984 MiB, 82, 112.43 W
2026/04/03 22:39:22.044, 100 %, 100 %, 12984 MiB, 85, 198.41 W
2026/04/03 22:39:27.045, 100 %, 100 %, 12984 MiB, 86, 194.27 W
2026/04/03 22:39:32.045, 100 %, 100 %, 12984 MiB, 86, 188.87 W
2026/04/03 22:39:37.046, 100 %, 100 %, 12984 MiB, 86, 183.82 W
2026/04/03 22:39:42.046, 16 %, 2 %, 12984 MiB, 84, 134.69 W
2026/04/03 22:39:47.047, 100 %, 100 %, 12984 MiB, 85, 197.89 W
2026/04/03 22:39:52.371, 100 %, 100 %, 12984 MiB, 86, 192.83 W
2026/04/03 22:39:57.412, 100 %, 100 %, 12984 MiB, 86, 187.71 W
2026/04/03 22:40:02.672, 100 %, 100 %, 12984 MiB, 85, 180.58 W
2026/04/03 22:40:07.673, 0 %, 0 %, 12984 MiB, 85, 127.91 W
2026/04/03 22:40:12.673, 100 %, 100 %, 12984 MiB, 85, 196.92 W
2026/04/03 22:40:17.674, 100 %, 100 %, 12984 MiB, 85, 189.93 W
2026/04/03 22:40:22.675, 100 %, 100 %, 12984 MiB, 85, 186.40 W
2026/04/03 22:40:27.764, 7 %, 1 %, 12984 MiB, 84, 127.70 W
2026/04/03 22:40:32.765, 100 %, 100 %, 12984 MiB, 85, 183.05 W
2026/04/03 22:40:37.765, 100 %, 100 %, 12984 MiB, 85, 196.56 W
2026/04/03 22:40:42.766, 100 %, 100 %, 12984 MiB, 85, 190.21 W
2026/04/03 22:40:47.766, 100 %, 100 %, 12984 MiB, 85, 184.79 W
2026/04/03 22:40:52.767, 15 %, 2 %, 12984 MiB, 83, 129.35 W
2026/04/03 22:40:57.768, 100 %, 100 %, 12984 MiB, 85, 197.95 W
2026/04/03 22:41:02.768, 100 %, 100 %, 12984 MiB, 85, 194.87 W
2026/04/03 22:41:07.769, 100 %, 100 %, 12984 MiB, 85, 188.72 W
2026/04/03 22:41:12.769, 100 %, 100 %, 12984 MiB, 85, 181.54 W
2026/04/03 22:41:17.770, 16 %, 2 %, 12984 MiB, 83, 115.66 W
2026/04/03 22:41:22.771, 100 %, 100 %, 12984 MiB, 85, 197.17 W
2026/04/03 22:41:27.771, 100 %, 100 %, 12984 MiB, 85, 194.82 W
2026/04/03 22:41:32.772, 100 %, 100 %, 12984 MiB, 85, 188.14 W
2026/04/03 22:41:37.772, 100 %, 100 %, 12984 MiB, 85, 183.40 W
2026/04/03 22:41:42.773, 16 %, 2 %, 12984 MiB, 84, 136.70 W
2026/04/03 22:41:47.774, 100 %, 100 %, 12984 MiB, 85, 195.93 W
2026/04/03 22:41:52.974, 100 %, 100 %, 12984 MiB, 85, 192.41 W
2026/04/03 22:41:58.244, 100 %, 100 %, 12984 MiB, 85, 186.98 W
2026/04/03 22:42:03.383, 0 %, 0 %, 12984 MiB, 84, 160.28 W
2026/04/03 22:42:08.384, 16 %, 2 %, 12984 MiB, 83, 139.01 W
2026/04/03 22:42:13.384, 100 %, 100 %, 12984 MiB, 85, 196.06 W
2026/04/03 22:42:18.385, 100 %, 100 %, 12984 MiB, 85, 190.15 W
2026/04/03 22:42:23.386, 100 %, 100 %, 12984 MiB, 85, 185.67 W
2026/04/03 22:42:28.386, 30 %, 1 %, 12984 MiB, 84, 127.00 W
2026/04/03 22:42:33.387, 100 %, 100 %, 12984 MiB, 85, 170.68 W
2026/04/03 22:42:38.718, 100 %, 100 %, 12984 MiB, 85, 191.11 W
2026/04/03 22:42:43.909, 100 %, 100 %, 12984 MiB, 85, 184.88 W
2026/04/03 22:42:49.182, 24 %, 3 %, 12984 MiB, 82, 112.59 W
2026/04/03 22:42:54.182, 0 %, 0 %, 12984 MiB, 81, 116.01 W
2026/04/03 22:42:59.295, 18 %, 2 %, 12984 MiB, 79, 98.96 W
2026/04/03 22:43:04.296, 100 %, 100 %, 12984 MiB, 83, 199.44 W
2026/04/03 22:43:09.296, 100 %, 100 %, 12984 MiB, 84, 199.50 W
2026/04/03 22:43:14.297, 100 %, 100 %, 12984 MiB, 84, 195.62 W
2026/04/03 22:43:19.298, 100 %, 100 %, 12984 MiB, 84, 188.70 W
2026/04/03 22:43:24.298, 10 %, 1 %, 12984 MiB, 81, 121.20 W
2026/04/03 22:43:29.299, 100 %, 100 %, 12984 MiB, 84, 198.88 W
2026/04/03 22:43:34.299, 100 %, 100 %, 12984 MiB, 85, 197.25 W
2026/04/03 22:43:39.300, 100 %, 100 %, 12984 MiB, 85, 186.90 W
2026/04/03 22:43:44.300, 100 %, 100 %, 12984 MiB, 85, 183.03 W
2026/04/03 22:43:49.301, 10 %, 1 %, 12984 MiB, 83, 134.41 W
2026/04/03 22:43:54.302, 100 %, 100 %, 12984 MiB, 85, 197.71 W
2026/04/03 22:43:59.302, 100 %, 100 %, 12984 MiB, 85, 194.57 W
2026/04/03 22:44:04.303, 100 %, 100 %, 12984 MiB, 85, 190.08 W
2026/04/03 22:44:09.449, 100 %, 100 %, 12984 MiB, 85, 184.21 W
2026/04/03 22:44:14.677, 17 %, 2 %, 12984 MiB, 84, 134.54 W
2026/04/03 22:44:19.677, 100 %, 100 %, 12984 MiB, 86, 198.73 W
2026/04/03 22:44:24.678, 100 %, 100 %, 12984 MiB, 86, 194.12 W
2026/04/03 22:44:29.678, 100 %, 100 %, 12984 MiB, 86, 187.97 W
2026/04/03 22:44:34.679, 100 %, 100 %, 12984 MiB, 86, 182.43 W
2026/04/03 22:44:39.680, 14 %, 16 %, 12984 MiB, 84, 137.81 W
2026/04/03 22:44:44.680, 100 %, 100 %, 12984 MiB, 86, 197.64 W
2026/04/03 22:44:49.681, 100 %, 100 %, 12984 MiB, 86, 191.72 W
2026/04/03 22:44:54.681, 100 %, 100 %, 12984 MiB, 86, 186.33 W
2026/04/03 22:44:59.683, 0 %, 0 %, 12984 MiB, 84, 147.76 W
2026/04/03 22:45:04.683, 100 %, 100 %, 12984 MiB, 85, 163.95 W
2026/04/03 22:45:09.684, 100 %, 100 %, 12984 MiB, 86, 196.51 W
2026/04/03 22:45:14.685, 100 %, 100 %, 12984 MiB, 86, 190.23 W
2026/04/03 22:45:19.685, 100 %, 100 %, 12984 MiB, 86, 185.50 W
2026/04/03 22:45:24.686, 15 %, 2 %, 12984 MiB, 84, 127.68 W
2026/04/03 22:45:29.686, 100 %, 100 %, 12984 MiB, 85, 194.10 W
2026/04/03 22:45:34.687, 100 %, 100 %, 12984 MiB, 86, 195.19 W
2026/04/03 22:45:39.688, 100 %, 100 %, 12984 MiB, 86, 190.13 W
2026/04/03 22:45:44.688, 100 %, 100 %, 12984 MiB, 86, 185.02 W
2026/04/03 22:45:49.689, 17 %, 2 %, 12984 MiB, 83, 120.63 W
2026/04/03 22:45:54.689, 100 %, 100 %, 12984 MiB, 85, 197.43 W
2026/04/03 22:45:59.690, 100 %, 100 %, 12984 MiB, 85, 196.36 W
2026/04/03 22:46:04.691, 100 %, 100 %, 12984 MiB, 85, 188.39 W
2026/04/03 22:46:09.691, 100 %, 100 %, 12984 MiB, 85, 183.95 W
2026/04/03 22:46:14.692, 16 %, 2 %, 12984 MiB, 84, 136.94 W
2026/04/03 22:46:19.692, 100 %, 100 %, 12984 MiB, 85, 198.27 W
2026/04/03 22:46:24.693, 100 %, 100 %, 12984 MiB, 85, 192.97 W
2026/04/03 22:46:29.694, 100 %, 100 %, 12984 MiB, 85, 188.11 W
2026/04/03 22:46:34.695, 100 %, 100 %, 12984 MiB, 85, 182.56 W
2026/04/03 22:46:39.695, 15 %, 2 %, 12984 MiB, 83, 119.39 W
2026/04/03 22:46:44.696, 100 %, 100 %, 12984 MiB, 85, 196.67 W
2026/04/03 22:46:49.696, 100 %, 100 %, 12984 MiB, 85, 190.95 W
2026/04/03 22:46:54.697, 100 %, 100 %, 12984 MiB, 85, 186.12 W
2026/04/03 22:46:59.698, 100 %, 100 %, 12984 MiB, 84, 155.28 W
2026/04/03 22:47:04.698, 16 %, 2 %, 12984 MiB, 83, 134.19 W
2026/04/03 22:47:09.699, 100 %, 100 %, 12984 MiB, 85, 196.49 W
2026/04/03 22:47:15.053, 100 %, 100 %, 12984 MiB, 85, 190.32 W
2026/04/03 22:47:20.257, 100 %, 100 %, 12984 MiB, 85, 185.85 W
2026/04/03 22:47:25.475, 7 %, 0 %, 12984 MiB, 84, 133.12 W
2026/04/03 22:47:30.475, 100 %, 100 %, 12984 MiB, 85, 198.10 W
2026/04/03 22:47:35.476, 100 %, 100 %, 12984 MiB, 85, 195.31 W
2026/04/03 22:47:40.476, 100 %, 100 %, 12984 MiB, 85, 188.96 W
2026/04/03 22:47:45.477, 100 %, 100 %, 12984 MiB, 85, 184.01 W
2026/04/03 22:47:50.478, 16 %, 2 %, 12984 MiB, 83, 118.21 W
2026/04/03 22:47:55.478, 100 %, 100 %, 12984 MiB, 85, 197.97 W
2026/04/03 22:48:00.479, 100 %, 100 %, 12984 MiB, 85, 193.98 W
2026/04/03 22:48:05.479, 100 %, 100 %, 12984 MiB, 85, 187.90 W
2026/04/03 22:48:10.480, 100 %, 100 %, 12984 MiB, 85, 183.87 W
2026/04/03 22:48:15.481, 15 %, 1 %, 12984 MiB, 84, 134.86 W
2026/04/03 22:48:20.481, 100 %, 100 %, 12984 MiB, 85, 195.31 W
2026/04/03 22:48:25.482, 100 %, 100 %, 12984 MiB, 85, 187.93 W
2026/04/03 22:48:30.482, 100 %, 100 %, 12984 MiB, 85, 180.71 W
2026/04/03 22:48:35.483, 18 %, 1 %, 12984 MiB, 83, 135.06 W
2026/04/03 22:48:40.483, 0 %, 0 %, 12984 MiB, 81, 110.98 W
2026/04/03 22:48:45.484, 100 %, 100 %, 12984 MiB, 83, 177.14 W
2026/04/03 22:48:50.931, 100 %, 100 %, 12984 MiB, 84, 198.02 W
2026/04/03 22:48:56.281, 100 %, 100 %, 12984 MiB, 85, 197.00 W
2026/04/03 22:49:01.435, 100 %, 100 %, 12984 MiB, 84, 189.37 W
2026/04/03 22:49:06.697, 0 %, 0 %, 12984 MiB, 83, 136.24 W
2026/04/03 22:49:11.697, 100 %, 100 %, 12984 MiB, 84, 196.54 W
2026/04/03 22:49:16.698, 100 %, 100 %, 12984 MiB, 85, 196.26 W
2026/04/03 22:49:21.699, 100 %, 100 %, 12984 MiB, 85, 186.29 W
