Epoch,Train_Loss_Total,Train_Loss_Data,Train_Loss_Phys,Val_Loss_Total,Val_Loss_Data,Val_Loss_Phys,Lambda_Data,Lambda_Phys,C0,C1,h0,h1,k01,k10,q0,q1,T_amb
1,0.009177941400585574,0.004723582872005956,0.004453991342638762,0.0020156300907186826,0.0012308069135209406,0.0007845503267686751,1.000611420508217,0.9993885794917817,173.360595703125,168.29820251464844,5.553689002990723,6.057105541229248,0.06594229489564896,0.02446630783379078,33.23619842529297,33.35495376586914,26.434730529785156
2,0.0013446840259297719,0.0007850773963619164,0.0005594537210796142,0.002889820960464949,0.0017287270357253944,0.0011605832792182939,1.0008987963264713,0.9991012036735292,178.56866455078125,174.69345092773438,5.534555435180664,5.968398094177246,0.06402662396430969,0.024006716907024384,32.48944854736328,32.6582145690918,25.740373611450195
