timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/03/27 18:29:39.345, 76 %, 53 %, 9381 MiB, 85
2026/03/27 18:29:44.346, 70 %, 49 %, 9381 MiB, 85
2026/03/27 18:29:49.347, 78 %, 57 %, 9381 MiB, 84
2026/03/27 18:29:54.347, 89 %, 62 %, 9381 MiB, 85
2026/03/27 18:29:59.348, 80 %, 55 %, 9381 MiB, 84
2026/03/27 18:30:04.349, 80 %, 58 %, 9381 MiB, 85
2026/03/27 18:30:09.350, 71 %, 49 %, 9381 MiB, 84
2026/03/27 18:30:14.351, 97 %, 76 %, 9381 MiB, 84
2026/03/27 18:30:19.351, 83 %, 56 %, 9381 MiB, 85
2026/03/27 18:30:24.352, 74 %, 50 %, 9381 MiB, 85
2026/03/27 18:30:29.353, 98 %, 68 %, 9381 MiB, 84
2026/03/27 18:30:34.354, 79 %, 51 %, 9381 MiB, 85
2026/03/27 18:30:39.355, 70 %, 47 %, 9381 MiB, 85
2026/03/27 18:30:44.404, 70 %, 45 %, 9381 MiB, 85
2026/03/27 18:30:49.404, 71 %, 51 %, 9381 MiB, 84
2026/03/27 18:30:54.405, 71 %, 50 %, 9381 MiB, 84
2026/03/27 18:30:59.406, 73 %, 49 %, 9381 MiB, 84
2026/03/27 18:31:04.407, 98 %, 73 %, 9381 MiB, 85
2026/03/27 18:31:09.408, 86 %, 60 %, 9381 MiB, 85
2026/03/27 18:31:14.408, 72 %, 45 %, 9381 MiB, 85
2026/03/27 18:31:19.409, 89 %, 65 %, 9381 MiB, 85
2026/03/27 18:31:24.410, 100 %, 73 %, 9381 MiB, 85
2026/03/27 18:31:29.411, 71 %, 50 %, 9381 MiB, 85
2026/03/27 18:31:34.412, 81 %, 56 %, 9381 MiB, 84
2026/03/27 18:31:39.412, 98 %, 73 %, 9381 MiB, 85
2026/03/27 18:31:44.413, 89 %, 62 %, 9381 MiB, 85
2026/03/27 18:31:49.414, 71 %, 47 %, 9381 MiB, 85
2026/03/27 18:31:54.415, 86 %, 62 %, 9381 MiB, 85
2026/03/27 18:31:59.415, 97 %, 74 %, 9381 MiB, 85
2026/03/27 18:32:04.416, 97 %, 73 %, 9381 MiB, 85
2026/03/27 18:32:09.417, 98 %, 72 %, 9381 MiB, 85
2026/03/27 18:32:14.418, 84 %, 53 %, 9381 MiB, 85
2026/03/27 18:32:19.419, 71 %, 48 %, 9381 MiB, 85
2026/03/27 18:32:24.419, 97 %, 74 %, 9381 MiB, 85
2026/03/27 18:32:29.420, 100 %, 74 %, 9381 MiB, 84
2026/03/27 18:32:34.421, 69 %, 43 %, 9381 MiB, 85
2026/03/27 18:32:39.422, 73 %, 49 %, 9381 MiB, 85
2026/03/27 18:32:44.422, 97 %, 74 %, 9381 MiB, 84
2026/03/27 18:32:49.423, 97 %, 71 %, 9381 MiB, 85
2026/03/27 18:32:54.424, 72 %, 46 %, 9381 MiB, 85
2026/03/27 18:32:59.425, 70 %, 44 %, 9381 MiB, 85
2026/03/27 18:33:04.425, 85 %, 61 %, 9381 MiB, 85
2026/03/27 18:33:09.426, 97 %, 67 %, 9381 MiB, 84
2026/03/27 18:33:14.427, 70 %, 44 %, 9381 MiB, 85
2026/03/27 18:33:19.428, 80 %, 54 %, 9381 MiB, 85
2026/03/27 18:33:24.429, 98 %, 76 %, 9381 MiB, 85
2026/03/27 18:33:29.429, 84 %, 58 %, 9381 MiB, 85
2026/03/27 18:33:34.430, 72 %, 52 %, 9381 MiB, 85
2026/03/27 18:33:39.431, 98 %, 76 %, 9381 MiB, 84
2026/03/27 18:33:44.432, 71 %, 46 %, 9381 MiB, 86
2026/03/27 18:33:49.433, 71 %, 49 %, 9381 MiB, 85
2026/03/27 18:33:54.433, 98 %, 75 %, 9381 MiB, 85
2026/03/27 18:33:59.434, 97 %, 67 %, 9381 MiB, 85
2026/03/27 18:34:04.435, 79 %, 52 %, 9381 MiB, 85
2026/03/27 18:34:09.436, 78 %, 53 %, 9381 MiB, 85
2026/03/27 18:34:14.436, 98 %, 75 %, 9381 MiB, 84
2026/03/27 18:34:19.437, 97 %, 68 %, 9381 MiB, 84
2026/03/27 18:34:24.438, 96 %, 71 %, 9381 MiB, 85
2026/03/27 18:34:29.439, 58 %, 37 %, 9381 MiB, 85
2026/03/27 18:34:34.440, 84 %, 57 %, 9381 MiB, 85
2026/03/27 18:34:39.440, 100 %, 72 %, 9381 MiB, 85
2026/03/27 18:34:44.441, 88 %, 60 %, 9381 MiB, 85
2026/03/27 18:34:49.442, 71 %, 43 %, 9381 MiB, 85
2026/03/27 18:34:54.442, 70 %, 45 %, 9381 MiB, 85
2026/03/27 18:34:59.510, 70 %, 43 %, 9381 MiB, 85
2026/03/27 18:35:04.779, 94 %, 67 %, 9381 MiB, 84
2026/03/27 18:35:09.780, 71 %, 43 %, 9381 MiB, 85
2026/03/27 18:35:14.781, 97 %, 72 %, 9381 MiB, 85
2026/03/27 18:35:19.782, 99 %, 73 %, 9381 MiB, 85
2026/03/27 18:35:24.784, 100 %, 71 %, 9381 MiB, 85
2026/03/27 18:35:29.785, 72 %, 45 %, 9381 MiB, 86
2026/03/27 18:35:34.785, 84 %, 60 %, 9381 MiB, 86
2026/03/27 18:35:39.786, 95 %, 68 %, 9381 MiB, 85
2026/03/27 18:35:44.787, 71 %, 45 %, 9381 MiB, 85
2026/03/27 18:35:49.788, 80 %, 53 %, 9381 MiB, 86
2026/03/27 18:35:54.789, 71 %, 50 %, 9381 MiB, 86
2026/03/27 18:35:59.789, 97 %, 69 %, 9381 MiB, 84
2026/03/27 18:36:04.790, 79 %, 52 %, 9381 MiB, 86
2026/03/27 18:36:09.791, 70 %, 47 %, 9381 MiB, 85
2026/03/27 18:36:14.792, 98 %, 72 %, 9381 MiB, 85
2026/03/27 18:36:19.793, 82 %, 55 %, 9381 MiB, 86
2026/03/27 18:36:24.793, 72 %, 47 %, 9381 MiB, 85
2026/03/27 18:36:29.794, 80 %, 56 %, 9381 MiB, 85
2026/03/27 18:36:34.795, 97 %, 75 %, 9381 MiB, 85
2026/03/27 18:36:39.796, 99 %, 73 %, 9381 MiB, 85
2026/03/27 18:36:44.797, 71 %, 50 %, 9381 MiB, 85
2026/03/27 18:36:49.798, 97 %, 75 %, 9381 MiB, 85
2026/03/27 18:36:54.799, 93 %, 66 %, 9381 MiB, 85
2026/03/27 18:36:59.799, 81 %, 54 %, 9381 MiB, 85
2026/03/27 18:37:04.800, 70 %, 47 %, 9381 MiB, 85
2026/03/27 18:37:09.801, 73 %, 49 %, 9381 MiB, 85
2026/03/27 18:37:14.802, 98 %, 75 %, 9381 MiB, 84
2026/03/27 18:37:19.803, 72 %, 45 %, 9381 MiB, 85
2026/03/27 18:37:24.803, 80 %, 55 %, 9381 MiB, 85
2026/03/27 18:37:29.804, 97 %, 72 %, 9381 MiB, 84
2026/03/27 18:37:34.805, 72 %, 46 %, 9381 MiB, 85
2026/03/27 18:37:39.806, 98 %, 72 %, 9381 MiB, 85
2026/03/27 18:37:44.807, 71 %, 44 %, 9381 MiB, 84
2026/03/27 18:37:49.808, 94 %, 69 %, 9381 MiB, 85
2026/03/27 18:37:54.808, 97 %, 67 %, 9381 MiB, 85
2026/03/27 18:37:59.809, 71 %, 47 %, 9381 MiB, 84
2026/03/27 18:38:04.810, 82 %, 50 %, 9381 MiB, 85
2026/03/27 18:38:09.811, 0 %, 0 %, 9381 MiB, 82
2026/03/27 18:38:14.812, 97 %, 67 %, 9381 MiB, 85
2026/03/27 18:38:19.812, 71 %, 44 %, 9381 MiB, 84
2026/03/27 18:38:24.813, 72 %, 49 %, 9381 MiB, 85
2026/03/27 18:38:29.814, 97 %, 70 %, 9381 MiB, 85
2026/03/27 18:38:34.815, 80 %, 53 %, 9381 MiB, 85
2026/03/27 18:38:39.816, 75 %, 54 %, 9381 MiB, 84
2026/03/27 18:38:44.816, 98 %, 73 %, 9381 MiB, 84
2026/03/27 18:38:49.817, 70 %, 44 %, 9381 MiB, 85
2026/03/27 18:38:54.818, 70 %, 48 %, 9381 MiB, 85
2026/03/27 18:38:59.819, 98 %, 76 %, 9381 MiB, 85
2026/03/27 18:39:04.820, 98 %, 67 %, 9381 MiB, 84
2026/03/27 18:39:09.820, 100 %, 74 %, 9381 MiB, 85
2026/03/27 18:39:14.821, 71 %, 44 %, 9381 MiB, 85
