filename,C_0,tau_0,R_th_0,T_amp_0,C_1,tau_1,R_th_1,T_amp_1
16173978461856-r9535192-n976057_cleaned.parquet,227.9352102123848,32.55483463153177,0.14282494837545248,23.21886444910192,173.71961321118266,25.157885125656797,0.14481891054565932,23.61770558306797
1635269393083-r9175025-n851693_cleaned.parquet,,,,,258.4195330641903,15.946847404994584,0.06170914100767086,5.072875199549089
16368169734477-r9352821-n976057_cleaned.parquet,213.232151470721,28.663772307954098,0.13442518921397242,15.011018604974161,202.91128344834007,27.166930183771985,0.13388575402061617,15.277199482270621
13157948250657-r9175025-n911952_cleaned.parquet,,,,,113.35261664181458,39.51543377799388,0.3486062779023405,20.20647639319961
16525909343901-r2652301-n911952_cleaned.parquet,,,,,300.83864836653987,45.29073710215273,0.1505482668136801,21.824083488822083
16420804149540-r7217787-n386398_cleaned.parquet,189.99869354868497,50.63726717246065,0.26651376505115515,31.37748333145368,147.42125498630907,42.08827032511231,0.2854966221052794,37.299416626860214
1669006475119-r9175025-n851693_cleaned.parquet,,,,,122.55986491514962,6.025974165987784,0.04916759797475033,3.7002525807467066
1680979411608-r3741709-n976057_cleaned.parquet,,,,,162.62833603489767,28.544870631751767,0.17552212196050787,28.76617743344513
17143617822218-r8579942-n139058_cleaned.parquet,,,,,157.26404216397134,30.512728361045227,0.19402228215163855,28.77753437264748
17143617822218-r9555635-n139058_cleaned.parquet,162.7623199818893,32.044053670167045,0.1968763634834685,28.207176242379568,136.46421094386528,25.10995644764441,0.18400396905510574,26.161306843444514
17276398714431-r1457839-n386398_cleaned.parquet,,,,,193.2329972241868,27.64758747408325,0.14307901792780672,11.515604647892303
17296238620342-r3879907-n139058_cleaned.parquet,149.15755334625914,30.69826404911711,0.20581099220535734,10.584649370795763,103.99902801494109,22.248377099280344,0.2139287022575251,10.255651499207914
16611639520121-r8937440-n386398_cleaned.parquet,205.06823196930858,48.3270540770386,0.23566328930105296,18.07964996428872,224.85431824472226,57.13735222701161,0.2541083163225073,21.25389691840818
