Epoch,Train_Loss_Total,Train_Loss_Data,Train_Loss_Phys,Val_Loss_Total,Val_Loss_Data,Val_Loss_Phys,C0,C1,h0,h1,k01,k10,q0,q1
1,4059.1398238927723,0.005500324375930253,4059.1343236517996,9399.247035133221,0.01275947056716915,9399.234266771498,136.8516082763672,132.4540252685547,5.050234794616699,5.607731819152832,0.07745038717985153,0.028027690947055817,14.969703674316406,14.97127914428711
