timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/03/24 10:13:45.542, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:13:45.545, 12 %, 7 %, 1597 MiB, 82
2026/03/24 10:13:50.547, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:13:50.547, 91 %, 39 %, 1597 MiB, 83
2026/03/24 10:13:55.548, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:13:55.548, 83 %, 23 %, 1597 MiB, 84
2026/03/24 10:14:00.549, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:00.549, 89 %, 43 %, 1597 MiB, 84
2026/03/24 10:14:05.549, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:05.549, 80 %, 29 %, 1597 MiB, 84
2026/03/24 10:14:10.550, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:10.550, 93 %, 34 %, 1597 MiB, 84
2026/03/24 10:14:15.551, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:15.551, 78 %, 26 %, 1597 MiB, 85
2026/03/24 10:14:20.552, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:20.552, 92 %, 27 %, 1597 MiB, 84
2026/03/24 10:14:25.552, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:25.553, 77 %, 35 %, 1597 MiB, 84
2026/03/24 10:14:30.553, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:30.553, 89 %, 23 %, 1597 MiB, 85
2026/03/24 10:14:35.554, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:35.554, 93 %, 38 %, 1597 MiB, 84
2026/03/24 10:14:40.555, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:40.555, 84 %, 37 %, 1597 MiB, 84
2026/03/24 10:14:45.556, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:45.556, 85 %, 35 %, 1597 MiB, 84
2026/03/24 10:14:50.557, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:50.557, 85 %, 23 %, 1597 MiB, 84
2026/03/24 10:14:55.558, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:14:55.558, 89 %, 24 %, 1597 MiB, 84
2026/03/24 10:15:00.559, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:00.559, 67 %, 24 %, 1597 MiB, 83
2026/03/24 10:15:05.560, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:05.561, 86 %, 41 %, 1597 MiB, 84
2026/03/24 10:15:10.561, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:10.561, 92 %, 25 %, 1597 MiB, 84
2026/03/24 10:15:15.562, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:15.562, 87 %, 35 %, 1597 MiB, 84
2026/03/24 10:15:20.563, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:20.563, 86 %, 23 %, 1597 MiB, 84
2026/03/24 10:15:25.564, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:25.564, 78 %, 27 %, 1597 MiB, 84
2026/03/24 10:15:30.565, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:30.565, 86 %, 37 %, 1597 MiB, 85
2026/03/24 10:15:35.565, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:35.566, 85 %, 23 %, 1597 MiB, 84
2026/03/24 10:15:40.566, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:40.566, 92 %, 35 %, 1597 MiB, 85
2026/03/24 10:15:45.567, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:45.567, 80 %, 34 %, 1597 MiB, 84
2026/03/24 10:15:50.568, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:50.568, 85 %, 41 %, 1597 MiB, 84
2026/03/24 10:15:55.568, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:15:55.569, 80 %, 23 %, 1597 MiB, 85
2026/03/24 10:16:00.569, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:00.570, 83 %, 33 %, 1597 MiB, 84
2026/03/24 10:16:05.570, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:05.570, 92 %, 37 %, 1597 MiB, 84
2026/03/24 10:16:10.571, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:10.571, 77 %, 25 %, 1597 MiB, 84
2026/03/24 10:16:15.572, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:15.572, 92 %, 41 %, 1597 MiB, 84
2026/03/24 10:16:20.573, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:20.573, 86 %, 40 %, 1597 MiB, 84
2026/03/24 10:16:25.573, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:25.574, 77 %, 33 %, 1597 MiB, 84
2026/03/24 10:16:30.574, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:30.574, 89 %, 27 %, 1597 MiB, 84
2026/03/24 10:16:35.575, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:35.575, 86 %, 36 %, 1597 MiB, 84
2026/03/24 10:16:40.576, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:40.576, 85 %, 40 %, 1597 MiB, 85
2026/03/24 10:16:45.577, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:45.577, 86 %, 42 %, 1597 MiB, 84
2026/03/24 10:16:50.578, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:50.578, 77 %, 23 %, 1597 MiB, 84
2026/03/24 10:16:55.578, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:16:55.579, 91 %, 42 %, 1597 MiB, 84
2026/03/24 10:17:00.579, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:00.579, 84 %, 35 %, 1597 MiB, 85
2026/03/24 10:17:05.580, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:05.580, 85 %, 24 %, 1597 MiB, 84
2026/03/24 10:17:10.581, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:10.581, 76 %, 23 %, 1597 MiB, 85
2026/03/24 10:17:15.582, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:15.582, 81 %, 39 %, 1597 MiB, 84
2026/03/24 10:17:20.583, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:20.583, 82 %, 23 %, 1597 MiB, 84
2026/03/24 10:17:25.583, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:25.584, 93 %, 27 %, 1597 MiB, 84
2026/03/24 10:17:30.585, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:30.585, 92 %, 24 %, 1597 MiB, 84
2026/03/24 10:17:35.586, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:35.586, 93 %, 33 %, 1597 MiB, 83
2026/03/24 10:17:40.587, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:40.587, 84 %, 31 %, 1597 MiB, 85
2026/03/24 10:17:45.588, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:45.588, 83 %, 39 %, 1597 MiB, 84
2026/03/24 10:17:50.589, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:50.589, 84 %, 35 %, 1597 MiB, 84
2026/03/24 10:17:55.590, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:17:55.590, 84 %, 24 %, 1597 MiB, 84
2026/03/24 10:18:00.592, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:00.592, 83 %, 40 %, 1597 MiB, 84
2026/03/24 10:18:05.593, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:05.593, 84 %, 30 %, 1597 MiB, 84
2026/03/24 10:18:10.594, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:10.594, 80 %, 33 %, 1597 MiB, 84
2026/03/24 10:18:15.595, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:15.595, 82 %, 28 %, 1597 MiB, 85
2026/03/24 10:18:20.596, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:20.596, 89 %, 31 %, 1597 MiB, 83
2026/03/24 10:18:25.597, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:25.597, 85 %, 27 %, 1597 MiB, 84
2026/03/24 10:18:30.598, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:30.598, 80 %, 31 %, 1597 MiB, 83
2026/03/24 10:18:35.598, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:35.599, 85 %, 36 %, 1597 MiB, 84
2026/03/24 10:18:40.599, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:40.599, 81 %, 31 %, 1597 MiB, 84
2026/03/24 10:18:45.600, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:45.600, 83 %, 24 %, 1597 MiB, 84
2026/03/24 10:18:50.601, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:50.601, 89 %, 43 %, 1597 MiB, 84
2026/03/24 10:18:55.602, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:18:55.602, 81 %, 23 %, 1597 MiB, 84
2026/03/24 10:19:00.603, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:19:00.603, 84 %, 41 %, 1597 MiB, 84
