timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/03/24 09:47:51.843, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:47:51.852, 0 %, 0 %, 223 MiB, 45
2026/03/24 09:47:56.855, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:47:56.855, 76 %, 35 %, 1595 MiB, 52
2026/03/24 09:48:01.856, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:01.856, 90 %, 40 %, 1595 MiB, 54
2026/03/24 09:48:06.857, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:06.857, 86 %, 24 %, 1595 MiB, 56
2026/03/24 09:48:11.858, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:11.858, 84 %, 43 %, 1595 MiB, 59
2026/03/24 09:48:16.859, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:48:16.859, 87 %, 24 %, 1595 MiB, 60
2026/03/24 09:48:21.859, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:21.860, 82 %, 23 %, 1595 MiB, 62
2026/03/24 09:48:26.860, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:26.860, 90 %, 43 %, 1595 MiB, 64
2026/03/24 09:48:31.861, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:31.861, 79 %, 28 %, 1595 MiB, 66
2026/03/24 09:48:36.862, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:36.862, 82 %, 23 %, 1595 MiB, 67
2026/03/24 09:48:41.863, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:41.863, 87 %, 43 %, 1595 MiB, 69
2026/03/24 09:48:46.863, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:46.864, 90 %, 37 %, 1595 MiB, 70
2026/03/24 09:48:51.864, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:51.864, 79 %, 24 %, 1595 MiB, 72
2026/03/24 09:48:56.865, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:48:56.865, 81 %, 23 %, 1595 MiB, 73
2026/03/24 09:49:01.866, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:01.866, 90 %, 40 %, 1595 MiB, 74
2026/03/24 09:49:06.867, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:06.867, 80 %, 25 %, 1595 MiB, 75
2026/03/24 09:49:11.868, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:11.868, 84 %, 38 %, 1595 MiB, 76
2026/03/24 09:49:16.869, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:16.869, 90 %, 24 %, 1595 MiB, 76
2026/03/24 09:49:21.870, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:21.870, 88 %, 24 %, 1595 MiB, 77
2026/03/24 09:49:26.871, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:26.871, 85 %, 41 %, 1595 MiB, 78
2026/03/24 09:49:31.872, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:31.872, 88 %, 36 %, 1595 MiB, 77
2026/03/24 09:49:36.872, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:36.873, 76 %, 24 %, 1595 MiB, 78
2026/03/24 09:49:41.873, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:41.873, 89 %, 43 %, 1595 MiB, 79
2026/03/24 09:49:46.874, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:46.874, 79 %, 23 %, 1595 MiB, 79
2026/03/24 09:49:51.875, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:51.875, 92 %, 38 %, 1595 MiB, 79
2026/03/24 09:49:56.876, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:49:56.876, 91 %, 42 %, 1595 MiB, 80
2026/03/24 09:50:01.877, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:50:01.877, 93 %, 38 %, 1595 MiB, 80
2026/03/24 09:50:06.877, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:50:06.878, 85 %, 41 %, 1595 MiB, 81
2026/03/24 09:50:11.878, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:11.878, 84 %, 29 %, 1595 MiB, 81
2026/03/24 09:50:16.879, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:16.879, 92 %, 45 %, 1595 MiB, 81
2026/03/24 09:50:21.880, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:21.880, 86 %, 41 %, 1595 MiB, 81
2026/03/24 09:50:26.881, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:26.881, 72 %, 29 %, 1595 MiB, 82
2026/03/24 09:50:31.882, 0 %, 0 %, 7432 MiB, 36
2026/03/24 09:50:31.882, 86 %, 23 %, 1595 MiB, 81
2026/03/24 09:50:36.883, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:36.883, 93 %, 27 %, 1595 MiB, 81
2026/03/24 09:50:41.883, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:41.883, 85 %, 29 %, 1595 MiB, 81
2026/03/24 09:50:46.884, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:46.884, 85 %, 39 %, 1595 MiB, 82
2026/03/24 09:50:51.885, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:51.885, 92 %, 44 %, 1595 MiB, 82
2026/03/24 09:50:56.886, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:50:56.886, 92 %, 24 %, 1595 MiB, 81
2026/03/24 09:51:01.887, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:01.887, 83 %, 23 %, 1595 MiB, 82
2026/03/24 09:51:06.888, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:06.888, 93 %, 43 %, 1595 MiB, 82
2026/03/24 09:51:11.889, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:11.889, 77 %, 33 %, 1595 MiB, 82
2026/03/24 09:51:16.889, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:16.890, 83 %, 23 %, 1595 MiB, 82
2026/03/24 09:51:21.890, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:21.890, 80 %, 35 %, 1595 MiB, 82
2026/03/24 09:51:26.891, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:26.891, 75 %, 25 %, 1595 MiB, 82
2026/03/24 09:51:31.892, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:31.892, 93 %, 42 %, 1595 MiB, 83
2026/03/24 09:51:36.893, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:36.893, 93 %, 27 %, 1595 MiB, 83
2026/03/24 09:51:41.893, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:41.894, 80 %, 23 %, 1595 MiB, 82
2026/03/24 09:51:46.894, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:46.895, 73 %, 28 %, 1595 MiB, 82
2026/03/24 09:51:51.896, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:51.897, 87 %, 23 %, 1595 MiB, 83
2026/03/24 09:51:56.898, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:51:56.898, 78 %, 23 %, 1595 MiB, 82
2026/03/24 09:52:01.899, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:01.899, 92 %, 32 %, 1595 MiB, 83
2026/03/24 09:52:06.901, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:06.901, 92 %, 28 %, 1595 MiB, 83
2026/03/24 09:52:11.926, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:11.926, 88 %, 43 %, 1595 MiB, 83
2026/03/24 09:52:16.927, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:16.928, 86 %, 34 %, 1595 MiB, 83
2026/03/24 09:52:21.928, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:21.929, 79 %, 28 %, 1595 MiB, 83
2026/03/24 09:52:26.929, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:26.929, 82 %, 32 %, 1595 MiB, 82
2026/03/24 09:52:31.930, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:31.930, 92 %, 44 %, 1595 MiB, 83
2026/03/24 09:52:36.931, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:36.931, 74 %, 31 %, 1595 MiB, 84
2026/03/24 09:52:41.932, 0 %, 0 %, 7432 MiB, 37
2026/03/24 09:52:41.932, 73 %, 24 %, 1595 MiB, 82
2026/03/24 09:52:46.933, 0 %, 0 %, 7432 MiB, 37
