timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/03/24 10:26:37.419, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:26:37.422, 10 %, 7 %, 1597 MiB, 82
2026/03/24 10:26:42.424, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:26:42.424, 92 %, 37 %, 1597 MiB, 83
2026/03/24 10:26:47.424, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:26:47.424, 78 %, 30 %, 1597 MiB, 85
2026/03/24 10:26:52.425, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:26:52.425, 92 %, 28 %, 1597 MiB, 84
2026/03/24 10:26:57.426, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:26:57.426, 80 %, 29 %, 1597 MiB, 84
2026/03/24 10:27:02.426, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:02.427, 80 %, 23 %, 1597 MiB, 84
2026/03/24 10:27:07.427, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:07.427, 86 %, 23 %, 1597 MiB, 84
2026/03/24 10:27:12.428, 0 %, 0 %, 7432 MiB, 41
2026/03/24 10:27:12.428, 81 %, 24 %, 1597 MiB, 85
2026/03/24 10:27:17.429, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:17.429, 92 %, 34 %, 1597 MiB, 84
2026/03/24 10:27:22.430, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:22.430, 85 %, 27 %, 1597 MiB, 84
2026/03/24 10:27:27.430, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:27.430, 82 %, 38 %, 1597 MiB, 84
2026/03/24 10:27:32.431, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:32.431, 90 %, 44 %, 1597 MiB, 84
2026/03/24 10:27:37.432, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:37.432, 84 %, 40 %, 1597 MiB, 84
2026/03/24 10:27:42.433, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:42.433, 83 %, 38 %, 1597 MiB, 85
2026/03/24 10:27:47.434, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:47.434, 85 %, 25 %, 1597 MiB, 84
2026/03/24 10:27:52.434, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:52.435, 86 %, 43 %, 1597 MiB, 84
2026/03/24 10:27:57.435, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:27:57.435, 83 %, 28 %, 1597 MiB, 84
2026/03/24 10:28:02.436, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:28:02.436, 91 %, 28 %, 1597 MiB, 83
2026/03/24 10:28:07.437, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:28:07.437, 78 %, 29 %, 1597 MiB, 84
2026/03/24 10:28:12.437, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:28:12.437, 92 %, 27 %, 1597 MiB, 84
2026/03/24 10:28:17.438, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:28:17.438, 87 %, 42 %, 1597 MiB, 84
2026/03/24 10:28:22.438, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:28:22.438, 87 %, 32 %, 1597 MiB, 84
2026/03/24 10:28:27.439, 0 %, 0 %, 7432 MiB, 40
2026/03/24 10:28:27.439, 92 %, 33 %, 1597 MiB, 84
2026/03/24 10:28:32.440, 0 %, 0 %, 7432 MiB, 40
