timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, power.draw [W]
2026/04/03 12:31:46.786, 100 %, 100 %, 12983 MiB, 86, 174.81 W
2026/04/03 12:31:51.789, 15 %, 2 %, 12983 MiB, 83, 126.18 W
2026/04/03 12:31:56.789, 100 %, 100 %, 12983 MiB, 86, 194.21 W
2026/04/03 12:32:01.790, 100 %, 100 %, 12983 MiB, 86, 185.93 W
2026/04/03 12:32:06.791, 100 %, 100 %, 12983 MiB, 86, 181.79 W
2026/04/03 12:32:11.917, 2 %, 0 %, 12983 MiB, 85, 155.98 W
2026/04/03 12:32:16.917, 100 %, 100 %, 12983 MiB, 86, 136.39 W
2026/04/03 12:32:21.918, 100 %, 100 %, 12983 MiB, 87, 191.01 W
2026/04/03 12:32:26.918, 100 %, 100 %, 12983 MiB, 86, 183.87 W
2026/04/03 12:32:31.919, 100 %, 100 %, 12983 MiB, 86, 179.92 W
2026/04/03 12:32:36.919, 8 %, 0 %, 12983 MiB, 84, 116.92 W
2026/04/03 12:32:41.920, 30 %, 34 %, 12983 MiB, 86, 164.17 W
2026/04/03 12:32:46.921, 100 %, 100 %, 12983 MiB, 86, 189.77 W
2026/04/03 12:32:51.921, 100 %, 100 %, 12983 MiB, 86, 184.36 W
2026/04/03 12:32:56.922, 100 %, 100 %, 12983 MiB, 86, 178.84 W
2026/04/03 12:33:01.922, 16 %, 2 %, 12983 MiB, 84, 117.42 W
2026/04/03 12:33:06.923, 100 %, 100 %, 12983 MiB, 86, 197.13 W
2026/04/03 12:33:11.925, 100 %, 100 %, 12983 MiB, 86, 187.19 W
2026/04/03 12:33:16.925, 100 %, 100 %, 12983 MiB, 86, 182.05 W
2026/04/03 12:33:21.926, 100 %, 100 %, 12983 MiB, 86, 178.38 W
2026/04/03 12:33:26.926, 17 %, 2 %, 12983 MiB, 84, 108.56 W
2026/04/03 12:33:31.927, 100 %, 100 %, 12983 MiB, 86, 197.18 W
2026/04/03 12:33:37.334, 100 %, 100 %, 12983 MiB, 86, 187.18 W
2026/04/03 12:33:42.609, 100 %, 100 %, 12983 MiB, 86, 182.26 W
2026/04/03 12:33:47.801, 100 %, 100 %, 12983 MiB, 86, 177.89 W
2026/04/03 12:33:52.970, 16 %, 2 %, 12983 MiB, 84, 126.49 W
2026/04/03 12:33:57.970, 100 %, 100 %, 12983 MiB, 86, 191.34 W
2026/04/03 12:34:02.971, 100 %, 100 %, 12983 MiB, 86, 184.58 W
2026/04/03 12:34:07.972, 100 %, 100 %, 12983 MiB, 86, 180.55 W
2026/04/03 12:34:12.973, 0 %, 0 %, 12983 MiB, 85, 147.74 W
2026/04/03 12:34:17.974, 38 %, 43 %, 12983 MiB, 84, 112.65 W
2026/04/03 12:34:22.974, 100 %, 100 %, 12983 MiB, 86, 191.89 W
2026/04/03 12:34:27.975, 100 %, 100 %, 12983 MiB, 86, 185.90 W
2026/04/03 12:34:32.975, 100 %, 100 %, 12983 MiB, 86, 180.62 W
2026/04/03 12:34:37.976, 30 %, 1 %, 12983 MiB, 84, 115.86 W
2026/04/03 12:34:42.977, 100 %, 100 %, 12983 MiB, 86, 167.02 W
2026/04/03 12:34:48.377, 100 %, 100 %, 12983 MiB, 86, 187.23 W
2026/04/03 12:34:53.521, 100 %, 100 %, 12983 MiB, 86, 183.46 W
2026/04/03 12:34:58.851, 100 %, 100 %, 12983 MiB, 86, 179.03 W
2026/04/03 12:35:04.074, 16 %, 2 %, 12983 MiB, 84, 125.94 W
2026/04/03 12:35:09.075, 100 %, 100 %, 12983 MiB, 86, 198.80 W
2026/04/03 12:35:14.076, 100 %, 100 %, 12983 MiB, 86, 187.93 W
2026/04/03 12:35:19.076, 100 %, 100 %, 12983 MiB, 86, 183.10 W
2026/04/03 12:35:24.077, 100 %, 100 %, 12983 MiB, 86, 178.83 W
2026/04/03 12:35:29.078, 18 %, 2 %, 12983 MiB, 83, 105.89 W
2026/04/03 12:35:34.078, 100 %, 100 %, 12983 MiB, 86, 199.05 W
2026/04/03 12:35:39.079, 100 %, 100 %, 12983 MiB, 86, 189.71 W
2026/04/03 12:35:44.079, 100 %, 100 %, 12983 MiB, 86, 183.38 W
2026/04/03 12:35:49.080, 100 %, 100 %, 12983 MiB, 86, 177.58 W
2026/04/03 12:35:54.081, 17 %, 2 %, 12983 MiB, 83, 119.55 W
2026/04/03 12:35:59.113, 100 %, 100 %, 12983 MiB, 86, 195.47 W
2026/04/03 12:36:04.113, 100 %, 100 %, 12983 MiB, 86, 187.34 W
2026/04/03 12:36:09.114, 100 %, 100 %, 12983 MiB, 86, 182.95 W
2026/04/03 12:36:14.239, 100 %, 100 %, 12983 MiB, 86, 178.48 W
2026/04/03 12:36:19.376, 16 %, 13 %, 12983 MiB, 84, 114.11 W
2026/04/03 12:36:24.377, 100 %, 100 %, 12983 MiB, 86, 191.78 W
2026/04/03 12:36:29.377, 100 %, 100 %, 12983 MiB, 86, 183.35 W
2026/04/03 12:36:34.378, 100 %, 100 %, 12983 MiB, 85, 165.84 W
2026/04/03 12:36:39.378, 14 %, 0 %, 12983 MiB, 84, 124.23 W
2026/04/03 12:36:44.379, 0 %, 0 %, 12983 MiB, 84, 126.30 W
2026/04/03 12:36:49.380, 17 %, 2 %, 12983 MiB, 84, 150.45 W
2026/04/03 12:36:54.380, 100 %, 100 %, 12983 MiB, 85, 196.29 W
2026/04/03 12:36:59.381, 100 %, 100 %, 12983 MiB, 86, 192.31 W
2026/04/03 12:37:04.381, 100 %, 100 %, 12983 MiB, 86, 185.80 W
2026/04/03 12:37:09.382, 16 %, 2 %, 12983 MiB, 85, 119.79 W
2026/04/03 12:37:14.383, 100 %, 100 %, 12983 MiB, 86, 199.55 W
2026/04/03 12:37:19.383, 100 %, 100 %, 12983 MiB, 86, 188.87 W
2026/04/03 12:37:24.384, 100 %, 100 %, 12983 MiB, 86, 184.15 W
2026/04/03 12:37:29.384, 100 %, 100 %, 12983 MiB, 86, 179.88 W
2026/04/03 12:37:34.385, 17 %, 2 %, 12983 MiB, 83, 108.37 W
2026/04/03 12:37:39.386, 100 %, 100 %, 12983 MiB, 86, 199.15 W
2026/04/03 12:37:44.386, 100 %, 100 %, 12983 MiB, 86, 190.78 W
2026/04/03 12:37:49.387, 100 %, 100 %, 12983 MiB, 86, 182.42 W
2026/04/03 12:37:54.387, 100 %, 100 %, 12983 MiB, 86, 177.66 W
2026/04/03 12:37:59.388, 17 %, 2 %, 12983 MiB, 83, 103.69 W
2026/04/03 12:38:04.389, 100 %, 100 %, 12983 MiB, 86, 197.22 W
2026/04/03 12:38:09.389, 100 %, 100 %, 12983 MiB, 86, 187.15 W
2026/04/03 12:38:14.390, 100 %, 100 %, 12983 MiB, 86, 183.00 W
2026/04/03 12:38:19.390, 100 %, 100 %, 12983 MiB, 86, 178.85 W
2026/04/03 12:38:24.425, 16 %, 2 %, 12983 MiB, 84, 128.33 W
2026/04/03 12:38:29.426, 100 %, 100 %, 12983 MiB, 86, 193.65 W
2026/04/03 12:38:34.426, 100 %, 100 %, 12983 MiB, 86, 185.65 W
2026/04/03 12:38:39.427, 100 %, 100 %, 12983 MiB, 86, 180.48 W
2026/04/03 12:38:44.428, 100 %, 100 %, 12983 MiB, 87, 176.12 W
2026/04/03 12:38:49.428, 16 %, 2 %, 12983 MiB, 84, 126.85 W
2026/04/03 12:38:54.429, 100 %, 100 %, 12983 MiB, 86, 193.12 W
2026/04/03 12:38:59.429, 100 %, 100 %, 12983 MiB, 86, 183.86 W
2026/04/03 12:39:04.430, 100 %, 100 %, 12983 MiB, 86, 181.28 W
2026/04/03 12:39:09.431, 0 %, 0 %, 12983 MiB, 85, 146.99 W
2026/04/03 12:39:14.431, 0 %, 0 %, 12983 MiB, 84, 129.71 W
2026/04/03 12:39:19.432, 100 %, 100 %, 12983 MiB, 86, 193.59 W
2026/04/03 12:39:24.536, 100 %, 100 %, 12983 MiB, 86, 184.66 W
2026/04/03 12:39:29.820, 100 %, 100 %, 12983 MiB, 86, 179.42 W
2026/04/03 12:39:34.948, 13 %, 2 %, 12983 MiB, 84, 117.49 W
2026/04/03 12:39:39.948, 100 %, 100 %, 12983 MiB, 85, 160.83 W
2026/04/03 12:39:44.949, 100 %, 100 %, 12983 MiB, 86, 191.81 W
2026/04/03 12:39:49.949, 100 %, 100 %, 12983 MiB, 86, 184.29 W
2026/04/03 12:39:54.950, 100 %, 100 %, 12983 MiB, 86, 181.35 W
2026/04/03 12:40:00.053, 13 %, 2 %, 12983 MiB, 85, 124.81 W
2026/04/03 12:40:05.053, 100 %, 100 %, 12983 MiB, 86, 199.57 W
2026/04/03 12:40:10.054, 100 %, 100 %, 12983 MiB, 86, 190.84 W
2026/04/03 12:40:15.054, 100 %, 100 %, 12983 MiB, 86, 184.87 W
