filename,min_temp_0,min_temp_1,idle_events_found
33989094901125-r4229531-n386398_cleaned.parquet,28.0,28.0,8
34770835258624-r629115-n43543_cleaned.parquet,30.0,29.0,4
34827258812788-r1485405-n830961_cleaned.parquet,31.0,31.0,3
34827258812788-r7343737-n830961_cleaned.parquet,30.0,30.0,6
34914980189575-r629115-n911952_cleaned.parquet,29.0,30.0,1
34914980189575-r8333645-n911952_cleaned.parquet,29.0,29.1,1
34964717037327-r629115-n43543_cleaned.parquet,31.6,31.0,1
34914980189575-r9352821-n911952_cleaned.parquet,32.0,29.0,1
34996841817360-r9102715-n911952_cleaned.parquet,27.0,27.0,1
3512613012076-r1485405-n43543_cleaned.parquet,30.0,29.0,5
35133123056980-r8642123-n851693_cleaned.parquet,29.0,27.0,1
35838043962668-r4858666-n976057_cleaned.parquet,31.0,29.0,1
3598017418210-r6760045-n386398_cleaned.parquet,31.0,32.0,1
36237758440082-r5573787-n911952_cleaned.parquet,30.0,29.0,1
36247195716313-r1682297-n386398_cleaned.parquet,29.0,28.0,1
36113070472883-r2100214-n386398_cleaned.parquet,28.0,26.0,1
35992499355190-r4229531-n386398_cleaned.parquet,29.0,30.0,1
36309267508729-r9175025-n386398_cleaned.parquet,34.0,33.0,1
36457578425058-r1457839-n386398_cleaned.parquet,31.0,30.0,1
36457701466578-r629115-n830961_cleaned.parquet,33.77777777777778,32.0,1
36397185961333-r7343737-n976057_cleaned.parquet,31.0,30.0,2
36519339200581-r6272977-n386398_cleaned.parquet,36.0,34.0,1
36825587873561-r6272977-n386398_cleaned.parquet,36.0,34.0,1
3687120227407-r8579942-n208530_cleaned.parquet,32.22222222222222,31.0,1
36905135967323-r8579942-n208530_cleaned.parquet,31.0,29.88888888888889,1
36615433213169-r4858666-n851693_cleaned.parquet,30.0,29.0,3
36988277474179-r8015356-n386398_cleaned.parquet,27.0,27.0,1
37044457959062-r8062914-n139058_cleaned.parquet,29.0,26.0,1
37016596262731-r9189566-n851693_cleaned.parquet,27.0,26.0,15
37145465035047-r3405251-n139058_cleaned.parquet,29.0,28.0,1
34720512818386-r7343737-n43543_cleaned.parquet,31.0,29.0,2
37145845402253-r3041626-n685852_cleaned.parquet,31.0,28.666666666666668,1
36879524027581-r2100214-n976057_cleaned.parquet,29.0,28.0,220
37349404408458-r8015356-n851693_cleaned.parquet,25.0,26.0,1
37397146099627-r6760045-n911952_cleaned.parquet,31.0,30.0,1
3740057138214-r5130449-n139058_cleaned.parquet,32.77777777777778,32.0,1
3740057138214-r8062914-n139058_cleaned.parquet,33.0,30.0,1
37530587805108-r3741709-n43543_cleaned.parquet,33.0,32.0,2
37401013576747-r4179716-n911952_cleaned.parquet,29.0,25.0,1
3756309971692-r1682297-n830961_cleaned.parquet,37.0,35.0,12
37744284250740-r9720335-n911952_cleaned.parquet,33.0,30.0,3
37898563556279-r3226521-n830961_cleaned.parquet,39.0,35.0,1
37488649469681-r629115-n386398_cleaned.parquet,34.0,32.0,3
37936921853237-r9352821-n911952_cleaned.parquet,35.0,32.0,1
37983186248068-r9175025-n976057_cleaned.parquet,36.0,36.0,1
38083573167158-r9535192-n911952_cleaned.parquet,33.0,31.666666666666668,1
38092609309568-r5130449-n208530_cleaned.parquet,37.0,35.0,1
37900966908648-r8937440-n43543_cleaned.parquet,32.0,30.0,7
37900966908648-r3226521-n43543_cleaned.parquet,30.0,31.0,2
38004433785906-r6760045-n851693_cleaned.parquet,30.0,30.0,6
38218927015425-r9189566-n43543_cleaned.parquet,30.22222222222222,32.0,2
38443665990556-r7217787-n851693_cleaned.parquet,33.0,35.0,1
38555282695900-r9192091-n976057_cleaned.parquet,31.0,29.0,1
38218927015425-r2652301-n43543_cleaned.parquet,32.0,31.0,6
38473992112162-r6272977-n386398_cleaned.parquet,29.6,28.0,1
38580812240684-r5189505-n976057_cleaned.parquet,31.0,31.11111111111111,1
38623673825577-r4179716-n386398_cleaned.parquet,31.0,29.0,1
38706842661325-r9352821-n386398_cleaned.parquet,31.77777777777778,28.0,1
3880057490776-r5130449-n139058_cleaned.parquet,29.0,28.0,1
3880057490776-r6760045-n911952_cleaned.parquet,30.0,29.0,1
3880057490776-r9040233-n911952_cleaned.parquet,29.0,28.0,1
3880057490776-r8607415-n911952_cleaned.parquet,30.0,30.0,1
38841479080327-r4229531-n386398_cleaned.parquet,32.0,34.0,1
38921351329806-r8642123-n911952_cleaned.parquet,28.0,28.0,1
38966535057689-r3226521-n386398_cleaned.parquet,26.0,26.0,1
39026899248620-r9102715-n851693_cleaned.parquet,30.0,29.0,1
39243841204148-r6760045-n386398_cleaned.parquet,25.0,26.0,5
39296230232568-r8015356-n386398_cleaned.parquet,25.88888888888889,25.444444444444443,1
3935621269127-r9189566-n976057_cleaned.parquet,29.0,28.0,2
39405519458631-r9555635-n208530_cleaned.parquet,28.0,28.0,3
39459617471074-r9555635-n139058_cleaned.parquet,31.0,29.0,1
3929458441977-r4858666-n386398_cleaned.parquet,27.0,28.0,10
39606723959968-r629115-n911952_cleaned.parquet,31.0,32.0,1
39606723959968-r3741709-n911952_cleaned.parquet,33.0,31.0,1
39606723959968-r7343737-n685852_cleaned.parquet,31.0,31.0,2
39662986738875-r4229531-n976057_cleaned.parquet,32.0,31.0,1
39711313960704-r1485405-n386398_cleaned.parquet,30.0,26.0,23
39725077545878-r2652301-n911952_cleaned.parquet,30.0,29.0,1
39736651417912-r5573787-n386398_cleaned.parquet,28.0,27.0,1
39789114185258-r9555635-n208530_cleaned.parquet,29.0,28.0,1
39606723959968-r9189566-n851693_cleaned.parquet,31.0,30.0,1
39869704388781-r4327055-n208530_cleaned.parquet,25.0,28.0,4
39895079700697-r2998125-n208530_cleaned.parquet,31.0,28.22222222222222,1
39606723959968-r9102715-n851693_cleaned.parquet,32.0,31.333333333333332,1
40078502261553-r5573787-n911952_cleaned.parquet,31.0,29.0,1
40322203258866-r3226521-n685852_cleaned.parquet,34.0,31.666666666666668,1
40322203258866-r3741709-n911952_cleaned.parquet,34.0,32.0,1
40322203258866-r5189505-n976057_cleaned.parquet,33.0,31.0,1
39606723959968-r9352821-n911952_cleaned.parquet,34.0,31.11111111111111,1
40322203258866-r9192091-n976057_cleaned.parquet,35.0,32.888888888888886,1
40322203258866-r9352821-n911952_cleaned.parquet,36.0,33.0,1
40366156145083-r6272977-n976057_cleaned.parquet,32.0,28.88888888888889,1
40322203258866-r9555635-n136082_cleaned.parquet,33.0,31.0,1
40322203258866-r9720335-n851693_cleaned.parquet,35.0,33.888888888888886,1
40411838601868-r629115-n830961_cleaned.parquet,34.0,35.0,1
4040740733045-r1682297-n43543_cleaned.parquet,34.0,33.0,1
36684434973207-r2582019-n851693_cleaned.parquet,31.0,31.0,110
40730285152906-r5130449-n136082_cleaned.parquet,35.0,33.0,1
40578947769511-r2825489-n136082_cleaned.parquet,26.0,24.0,2
40646353041899-r4229531-n911952_cleaned.parquet,34.111111111111114,32.888888888888886,6
40658805810663-r629115-n43543_cleaned.parquet,29.0,28.0,2
40944857712875-r9102715-n386398_cleaned.parquet,33.0,31.0,1
40936439915890-r6272977-n976057_cleaned.parquet,34.0,30.0,7
40967239134537-r1457839-n386398_cleaned.parquet,29.0,28.0,14
41032593348475-r8939293-n136082_cleaned.parquet,29.0,29.0,1
35687073893793-r8015356-n976057_cleaned.parquet,25.0,29.0,8
4123260850703-r8015356-n851693_cleaned.parquet,29.0,29.0,1
41273323906952-r629115-n830961_cleaned.parquet,32.0,31.0,1
40817989162498-r5573787-n911952_cleaned.parquet,29.0,28.0,1
41497320319212-r8939293-n208530_cleaned.parquet,36.0,35.111111111111114,1
41525411029434-r9175025-n976057_cleaned.parquet,26.0,26.0,1
41534320079045-r4858666-n386398_cleaned.parquet,26.0,25.0,1
41595075465038-r1485405-n685852_cleaned.parquet,34.0,32.0,1
41595075465038-r6760045-n830961_cleaned.parquet,31.0,31.0,1
41595075465038-r7343737-n685852_cleaned.parquet,32.0,31.0,1
41420909026903-r3741709-n43543_cleaned.parquet,34.0,33.0,1
41595075465038-r9102715-n685852_cleaned.parquet,34.0,32.888888888888886,1
41595075465038-r9192091-n830961_cleaned.parquet,33.0,31.0,1
41554735028172-r8937440-n976057_cleaned.parquet,29.0,29.0,8
41617539383793-r3226521-n43543_cleaned.parquet,30.0,31.0,5
41615180588084-r8937440-n386398_cleaned.parquet,30.3,31.77777777777778,150
41807241124696-r3879907-n208530_cleaned.parquet,32.0,32.0,1
4193530061462-r4179716-n976057_cleaned.parquet,27.88888888888889,27.0,1
41909846857949-r3117156-n139058_cleaned.parquet,33.0,33.0,1
41762237561220-r1682297-n830961_cleaned.parquet,30.0,28.0,1
41566510550710-r7343737-n43543_cleaned.parquet,31.0,29.0,1
41762237561220-r3041626-n830961_cleaned.parquet,29.0,28.0,1
42073137595118-r5573787-n386398_cleaned.parquet,32.0,31.0,4
4193492786232-r2100214-n976057_cleaned.parquet,27.0,27.0,2
42237840590423-r5189505-n976057_cleaned.parquet,29.0,27.0,1
42038974520046-r4229531-n976057_cleaned.parquet,27.0,28.0,1
41965110057792-r3041626-n685852_cleaned.parquet,30.0,27.77777777777778,1
42332341956241-r4229531-n386398_cleaned.parquet,28.0,28.0,1
42419545182980-r8937440-n386398_cleaned.parquet,30.0,30.0,1
42596584340268-r6760045-n976057_cleaned.parquet,35.0,33.8,1
42752252956556-r9352821-n386398_cleaned.parquet,35.0,32.0,2
42417256945500-r2652301-n386398_cleaned.parquet,28.0,27.0,5
42646848452682-r9189566-n386398_cleaned.parquet,35.0,39.0,4
42944909316946-r8937440-n685852_cleaned.parquet,31.0,30.0,1
43025663888016-r3226521-n851693_cleaned.parquet,35.0,36.0,1
43025663888016-r629115-n830961_cleaned.parquet,33.0,32.0,1
43853700178579-r8333645-n976057_cleaned.parquet,38.0,36.0,1
43945064225171-r3741709-n911952_cleaned.parquet,35.0,33.0,1
43344346435715-r6760045-n43543_cleaned.parquet,34.0,33.0,1
42351308005184-r4858666-n911952_cleaned.parquet,35.0,33.0,4
44034755358382-r3226521-n851693_cleaned.parquet,30.0,31.0,1
44322447173666-r4858666-n386398_cleaned.parquet,26.0,25.0,1
44502539005167-r9102715-n976057_cleaned.parquet,31.0,32.0,1
44275626191894-r3117156-n208530_cleaned.parquet,28.0,28.0,4
44320996069194-r7217787-n911952_cleaned.parquet,31.0,31.0,1
44578006344913-r2100214-n851693_cleaned.parquet,30.75,28.0,1
44578006344913-r629115-n43543_cleaned.parquet,30.0,30.0,1
44578006344913-r8015356-n851693_cleaned.parquet,29.0,29.0,1
44578006344913-r8333645-n43543_cleaned.parquet,30.0,29.0,1
44578006344913-r8642123-n851693_cleaned.parquet,31.0,29.0,1
44578006344913-r9352821-n43543_cleaned.parquet,31.0,30.0,1
44608063583516-r4229531-n386398_cleaned.parquet,27.444444444444443,28.0,1
44578006344913-r9720335-n851693_cleaned.parquet,32.0,30.0,1
43881589642949-r5573787-n911952_cleaned.parquet,36.0,34.0,1
44932963542058-r9352821-n976057_cleaned.parquet,32.22222222222222,29.77777777777778,1
44911195502547-r3741709-n43543_cleaned.parquet,31.0,30.0,1
45121328787059-r9352821-n976057_cleaned.parquet,34.0,31.333333333333332,2
4510884124192-r1682297-n386398_cleaned.parquet,31.0,31.0,3
45191866624977-r629115-n851693_cleaned.parquet,28.0,26.0,1
45076253428548-r629115-n851693_cleaned.parquet,33.0,31.0,1
45070416367696-r9102715-n911952_cleaned.parquet,30.0,30.0,1
45293811679196-r1485405-n851693_cleaned.parquet,35.0,34.0,1
45293811679196-r8015356-n911952_cleaned.parquet,35.0,32.0,1
45293811679196-r8333645-n851693_cleaned.parquet,35.0,33.0,1
45293811679196-r8642123-n911952_cleaned.parquet,35.0,34.0,1
456241584140-r8062914-n139058_cleaned.parquet,28.0,25.0,1
45652134453600-r9720335-n911952_cleaned.parquet,29.0,26.0,1
45689221485438-r9102715-n386398_cleaned.parquet,33.0,31.0,1
4578786255176-r9352821-n43543_cleaned.parquet,33.666666666666664,32.0,1
45820747096313-r1457839-n911952_cleaned.parquet,35.0,34.0,1
45921553109026-r2100214-n976057_cleaned.parquet,33.888888888888886,36.0,1
4488491827774-r9535192-n976057_cleaned.parquet,30.0,29.0,294
45465068534728-r9192091-n685852_cleaned.parquet,33.0,29.0,7
46196754757565-r7217787-n386398_cleaned.parquet,33.0,30.0,2
46371951455420-r8333645-n386398_cleaned.parquet,33.0,32.0,1
46269292523610-r2100214-n911952_cleaned.parquet,27.875,28.0,1
45956463598763-r4822976-n136082_cleaned.parquet,27.88888888888889,26.0,1
46896620079797-r6272977-n386398_cleaned.parquet,34.55555555555556,33.0,1
46667618437351-r9555635-n139058_cleaned.parquet,29.0,28.0,2
45004053700780-r7217787-n386398_cleaned.parquet,32.0,30.0,1
46980887779731-r6760045-n386398_cleaned.parquet,33.0,34.0,1
46934216997157-r6760045-n976057_cleaned.parquet,29.0,28.0,2
46936916723574-r3041626-n386398_cleaned.parquet,26.0,26.0,1
40775182004249-r1457839-n976057_cleaned.parquet,27.0,27.0,1
47242111835791-r9352821-n976057_cleaned.parquet,33.0,30.0,1
47032598627139-r3879907-n139058_cleaned.parquet,30.0,28.0,1
47357262717585-r9555635-n139058_cleaned.parquet,29.0,27.0,1
47630234347579-r3405251-n139058_cleaned.parquet,31.0,30.88888888888889,1
47502994555957-r1485405-n685852_cleaned.parquet,32.22222222222222,31.0,2
47088066968389-r2582019-n851693_cleaned.parquet,33.0,30.0,2
47776856004783-r4327055-n208530_cleaned.parquet,30.0,31.0,1
47863868204468-r3117156-n139058_cleaned.parquet,30.0,30.0,2
48018919145884-r5189505-n685852_cleaned.parquet,31.0,30.0,2
48138078484680-r8333645-n830961_cleaned.parquet,33.0,30.5,1
48208289474722-r4858666-n386398_cleaned.parquet,28.88888888888889,30.0,5
48376829307109-r5573787-n976057_cleaned.parquet,27.555555555555557,26.0,1
48315481359134-r3041626-n976057_cleaned.parquet,26.0,25.0,27
48268124108207-r9102715-n386398_cleaned.parquet,32.0,29.0,4
48431546299156-r7343737-n976057_cleaned.parquet,32.0,30.0,1
48439101174548-r4229531-n851693_cleaned.parquet,32.0,30.0,1
48539348427131-r1485405-n43543_cleaned.parquet,31.0,30.0,1
48709789337513-r3041626-n911952_cleaned.parquet,32.0,33.0,1
48599822614945-r9175025-n851693_cleaned.parquet,26.0,26.0,1
48626260513569-r3741709-n851693_cleaned.parquet,35.0,34.888888888888886,1
48720887225590-r4858666-n976057_cleaned.parquet,34.0,31.0,2
48854681875339-r8642123-n851693_cleaned.parquet,29.0,28.0,1
48978880393296-r8015356-n386398_cleaned.parquet,28.0,28.0,1
4887230789167-r5130449-n136082_cleaned.parquet,30.0,28.0,1
49159400931014-r6760045-n851693_cleaned.parquet,30.0,29.0,1
49195722185290-r5573787-n976057_cleaned.parquet,27.0,25.0,1
49187500211482-r1457839-n386398_cleaned.parquet,26.0,25.0,6
4920615184682-r4179716-n976057_cleaned.parquet,29.7,29.0,1
46195407374287-r9720335-n911952_cleaned.parquet,40.0,40.0,1
49306755916409-r5573787-n976057_cleaned.parquet,33.0,32.0,1
49271893764345-r3041626-n851693_cleaned.parquet,35.0,33.0,1
49320520752645-r9192091-n976057_cleaned.parquet,30.0,28.0,3
49469208941720-r3226521-n685852_cleaned.parquet,33.0,33.0,1
49660820129935-r2582019-n911952_cleaned.parquet,38.0,36.0,1
49775540113783-r9192091-n976057_cleaned.parquet,34.0,31.0,1
49776220240942-r9102715-n911952_cleaned.parquet,34.0,33.0,1
49810907774158-r3041626-n685852_cleaned.parquet,29.5,27.444444444444443,1
49827386523753-r5573787-n386398_cleaned.parquet,27.0,26.0,1
5022036939427-r9175025-n976057_cleaned.parquet,36.77777777777778,37.0,1
50269821548686-r8579942-n136082_cleaned.parquet,35.0,32.111111111111114,1
50294010603361-r5573787-n911952_cleaned.parquet,33.0,32.0,1
49514765543606-r2652301-n830961_cleaned.parquet,37.0,36.0,1
50590983053409-r629115-n851693_cleaned.parquet,31.0,29.0,1
50529011404997-r1457839-n911952_cleaned.parquet,31.0,30.0,2
5050528391790-r8642123-n976057_cleaned.parquet,29.0,28.0,21
50334577123521-r3741709-n911952_cleaned.parquet,26.0,25.0,1
50786775972859-r9352821-n976057_cleaned.parquet,33.0,30.0,1
50694193104724-r1682297-n976057_cleaned.parquet,29.0,27.0,5
51115127258451-r9189566-n830961_cleaned.parquet,30.0,31.88888888888889,1
51138238496461-r3879907-n136082_cleaned.parquet,31.0,32.0,1
51150916665507-r8333645-n976057_cleaned.parquet,37.0,34.0,1
50465792478285-r9189566-n830961_cleaned.parquet,35.0,36.0,1
51418558495192-r9040233-n851693_cleaned.parquet,32.0,29.0,1
51512808588165-r9040233-n976057_cleaned.parquet,33.0,32.0,2
51612022255616-r9192091-n830961_cleaned.parquet,27.11111111111111,26.0,1
51369178943689-r629115-n911952_cleaned.parquet,25.0,26.0,1
51611139869707-r6760045-n43543_cleaned.parquet,27.0,26.0,4
51742883005021-r1485405-n851693_cleaned.parquet,34.0,33.0,1
51831425481023-r9102715-n976057_cleaned.parquet,31.0,32.0,1
5165055071941-r5573787-n386398_cleaned.parquet,30.0,29.0,12
52120585302924-r8579942-n208530_cleaned.parquet,28.0,27.0,1
52204935282461-r7217787-n830961_cleaned.parquet,33.0,30.0,1
52204935282461-r1682297-n43543_cleaned.parquet,31.0,30.0,1
52204935282461-r1682297-n685852_cleaned.parquet,32.0,29.0,1
52204935282461-r9555635-n139058_cleaned.parquet,31.0,29.0,1
52264813552551-r629115-n851693_cleaned.parquet,31.0,29.0,1
52519358650146-r4822976-n139058_cleaned.parquet,28.0,26.0,5
52562481076916-r7343737-n976057_cleaned.parquet,34.77777777777778,33.0,1
5253215591279-r6760045-n976057_cleaned.parquet,29.0,28.0,5
52627006085999-r7343737-n851693_cleaned.parquet,33.0,32.0,1
52568275218737-r1682297-n386398_cleaned.parquet,28.0,25.0,1
52543525219525-r1682297-n685852_cleaned.parquet,27.0,24.0,29
52708541259051-r6760045-n43543_cleaned.parquet,31.0,29.0,1
53046220862176-r2652301-n43543_cleaned.parquet,35.0,34.0,6
53046220862176-r1682297-n43543_cleaned.parquet,34.0,33.0,7
53046220862176-r3041626-n43543_cleaned.parquet,36.0,34.0,1
53049775578636-r2825489-n139058_cleaned.parquet,30.88888888888889,28.0,7
53046220862176-r5189505-n43543_cleaned.parquet,35.0,34.0,7
51508510320486-r1457839-n851693_cleaned.parquet,29.0,27.0,38
53218017770020-r9189566-n830961_cleaned.parquet,28.0,29.666666666666668,1
53160225566853-r3226521-n851693_cleaned.parquet,30.0,30.0,3
53357592529763-r5715171-n139058_cleaned.parquet,31.0,29.0,1
53426836415983-r6272977-n911952_cleaned.parquet,32.0,32.1,1
53551998260789-r1682297-n830961_cleaned.parquet,32.0,30.0,1
53552721664578-r8937440-n386398_cleaned.parquet,26.0,25.0,1
53046220862176-r9189566-n43543_cleaned.parquet,34.0,34.888888888888886,8
53046220862176-r8937440-n43543_cleaned.parquet,37.0,35.0,7
5396587402651-r8642123-n386398_cleaned.parquet,29.0,28.0,6
5406852717506-r1682297-n43543_cleaned.parquet,27.0,26.0,1
54149471790775-r9535192-n911952_cleaned.parquet,31.0,29.0,1
53990826254080-r3741709-n851693_cleaned.parquet,29.0,28.0,1
54111807979969-r8333645-n386398_cleaned.parquet,30.0,28.0,3
54254394130610-r5573787-n976057_cleaned.parquet,26.625,25.0,1
54142916287273-r9189566-n43543_cleaned.parquet,34.0,32.0,1
536926389763-r3879907-n139058_cleaned.parquet,31.0,30.0,1
54349246395451-r6272977-n976057_cleaned.parquet,32.0,28.0,1
5445837242651-r5189505-n976057_cleaned.parquet,28.0,26.0,2
54460226684868-r1457839-n911952_cleaned.parquet,29.0,28.0,1
54586980550972-r8937440-n386398_cleaned.parquet,33.666666666666664,33.0,1
53899852083335-r8939293-n136082_cleaned.parquet,26.77777777777778,26.0,1
54550384736012-r1682297-n386398_cleaned.parquet,24.0,24.0,1
54246991572239-r1457839-n386398_cleaned.parquet,25.0,25.0,1
53046220862176-r9192091-n43543_cleaned.parquet,36.0,34.0,7
54790277022426-r7217787-n386398_cleaned.parquet,33.0,32.888888888888886,4
54900362140093-r9352821-n43543_cleaned.parquet,31.0,28.0,3
5525091788979-r3879907-n139058_cleaned.parquet,33.0,32.0,1
551318316089-r5189505-n386398_cleaned.parquet,32.0,32.888888888888886,2
54595428457080-r3475376-n136082_cleaned.parquet,37.0,31.4,1
55147655792714-r9192091-n911952_cleaned.parquet,30.0,30.0,9
55341688785592-r1485405-n830961_cleaned.parquet,29.0,29.0,1
55341688785592-r3741709-n830961_cleaned.parquet,30.0,30.0,1
55341688785592-r8333645-n830961_cleaned.parquet,31.0,29.0,1
55341688785592-r8937440-n43543_cleaned.parquet,29.77777777777778,28.0,1
55311708775261-r1682297-n976057_cleaned.parquet,28.0,26.0,6
55396833922115-r8939293-n136082_cleaned.parquet,28.0,29.0,4
55736607335479-r2998125-n208530_cleaned.parquet,36.0,33.0,1
55777050164368-r8939293-n208530_cleaned.parquet,29.0,30.0,1
55777050164368-r9555635-n208530_cleaned.parquet,30.0,29.0,1
55904768260856-r8937440-n976057_cleaned.parquet,28.0,28.0,1
56102544644882-r2652301-n685852_cleaned.parquet,31.88888888888889,28.0,1
56154200252460-r1485405-n851693_cleaned.parquet,30.0,29.0,1
56079359671624-r9192091-n43543_cleaned.parquet,34.0,32.0,1
56138311165691-r5573787-n911952_cleaned.parquet,29.0,28.0,1
56305248018805-r9102715-n976057_cleaned.parquet,27.0,28.0,1
56167870448194-r2652301-n830961_cleaned.parquet,30.0,29.0,10
54903138220654-r7217787-n851693_cleaned.parquet,36.0,35.0,1
56264059689347-r9102715-n976057_cleaned.parquet,28.0,29.0,1
56464460191295-r4858666-n386398_cleaned.parquet,28.666666666666668,28.0,1
56396652007398-r1485405-n851693_cleaned.parquet,31.0,31.0,5
56339300484904-r8607415-n386398_cleaned.parquet,30.0,31.0,1
5671077574800-r4179716-n386398_cleaned.parquet,30.77777777777778,28.0,1
56741793977638-r6272977-n851693_cleaned.parquet,28.0,26.0,1
5674863451385-r1457839-n976057_cleaned.parquet,30.0,30.0,1
56776244208298-r6272977-n851693_cleaned.parquet,29.22222222222222,28.0,1
56560009152628-r9102715-n911952_cleaned.parquet,32.888888888888886,32.0,15
56784235222455-r9175025-n851693_cleaned.parquet,32.0,33.0,1
56858287160949-r6272977-n976057_cleaned.parquet,32.0,28.333333333333332,1
56663805218240-r9175025-n976057_cleaned.parquet,32.0,32.0,1
56708172425330-r9175025-n911952_cleaned.parquet,32.0,32.0,1
56920940578874-r8939293-n208530_cleaned.parquet,25.0,25.88888888888889,1
56929929259977-r9040233-n911952_cleaned.parquet,27.88888888888889,27.0,2
57098303478808-r7343737-n976057_cleaned.parquet,33.0,31.0,2
56894251607282-r1457839-n976057_cleaned.parquet,28.0,30.0,3
5731268335817-r3741709-n43543_cleaned.parquet,34.0,33.0,1
5731268335817-r4858666-n43543_cleaned.parquet,34.0,33.0,1
5731268335817-r629115-n43543_cleaned.parquet,33.0,33.0,1
5731268335817-r7343737-n43543_cleaned.parquet,37.0,35.0,1
5731268335817-r8333645-n43543_cleaned.parquet,33.0,32.0,1
5731268335817-r9102715-n43543_cleaned.parquet,35.0,36.625,1
5731268335817-r9352821-n43543_cleaned.parquet,35.0,33.0,1
57357044430240-r3041626-n685852_cleaned.parquet,30.666666666666668,29.0,2
56977122842389-r3041626-n830961_cleaned.parquet,30.88888888888889,31.0,1
57408419998241-r3226521-n976057_cleaned.parquet,28.0,30.0,6
57353434850910-r5130449-n139058_cleaned.parquet,25.0,25.0,1
57408419998241-r9192091-n976057_cleaned.parquet,31.0,29.0,2
57691452568269-r4229531-n976057_cleaned.parquet,34.0,34.0,1
57561365574301-r2652301-n851693_cleaned.parquet,33.0,34.0,1
56713215281940-r9535192-n911952_cleaned.parquet,28.88888888888889,27.0,1
578552804018-r4229531-n851693_cleaned.parquet,29.0,28.0,1
54126566828193-r9040233-n386398_cleaned.parquet,28.0,27.6,5
5811823795065-r1485405-n976057_cleaned.parquet,31.0,29.0,1
58179513618273-r9535192-n911952_cleaned.parquet,28.0,26.0,1
57994958843130-r9352821-n851693_cleaned.parquet,31.0,29.444444444444443,2
58110815329373-r2652301-n685852_cleaned.parquet,32.0,28.0,2
5834973498222-r3041626-n976057_cleaned.parquet,28.0,27.0,1
5884788118235-r9189566-n976057_cleaned.parquet,29.0,27.0,1
58329836150088-r3041626-n830961_cleaned.parquet,31.0,30.0,1
58821727585191-r6272977-n851693_cleaned.parquet,28.11111111111111,27.0,2
58973452071158-r4229531-n851693_cleaned.parquet,32.333333333333336,31.0,1
58983051570120-r1682297-n386398_cleaned.parquet,25.0,25.0,1
5893371878864-r5189505-n685852_cleaned.parquet,31.0,30.0,12
59025977979793-r1457839-n386398_cleaned.parquet,26.22222222222222,26.0,6
59025977979793-r3741709-n851693_cleaned.parquet,34.0,33.0,2
59058586500363-r9102715-n43543_cleaned.parquet,30.0,31.1,1
58758704398257-r3226521-n386398_cleaned.parquet,28.0,29.0,1
59256562408696-r3117156-n136082_cleaned.parquet,36.0,34.0,2
59256562408696-r3041626-n43543_cleaned.parquet,34.0,33.0,2
58564467060702-r3041626-n685852_cleaned.parquet,30.0,26.333333333333332,1
59256562408696-r5715171-n208530_cleaned.parquet,37.0,36.5,1
59413768313574-r3741709-n43543_cleaned.parquet,32.666666666666664,31.0,15
59256562408696-r8062914-n208530_cleaned.parquet,37.0,37.0,2
59413768313574-r8333645-n43543_cleaned.parquet,32.0,30.88888888888889,15
59256562408696-r8579942-n208530_cleaned.parquet,34.0,33.0,2
59519307072715-r8333645-n851693_cleaned.parquet,36.0,33.0,1
59573631544858-r8579942-n139058_cleaned.parquet,31.0,30.0,1
59655049713760-r5715171-n139058_cleaned.parquet,28.0,27.0,1
5959691447879-r8015356-n851693_cleaned.parquet,36.0,35.0,1
59753046626469-r4858666-n43543_cleaned.parquet,33.0,31.625,2
59881764127236-r4229531-n386398_cleaned.parquet,35.0,36.0,1
59884653423251-r2582019-n851693_cleaned.parquet,32.0,29.0,1
59804208630978-r7343737-n851693_cleaned.parquet,27.0,29.0,4
59998503819887-r9189566-n830961_cleaned.parquet,28.77777777777778,30.0,1
59485510802940-r3741709-n830961_cleaned.parquet,33.0,33.0,1
60236646742063-r2998125-n136082_cleaned.parquet,31.0,33.0,1
60276257942-r9720335-n976057_cleaned.parquet,28.0,26.0,1
60285753936455-r6760045-n976057_cleaned.parquet,29.0,28.0,1
59485510802940-r629115-n830961_cleaned.parquet,31.11111111111111,30.0,2
60390316871143-r4229531-n386398_cleaned.parquet,28.0,28.0,1
59485510802940-r4858666-n830961_cleaned.parquet,33.0,30.0,1
60544882807409-r5715171-n139058_cleaned.parquet,27.0,26.0,1
59485510802940-r9352821-n830961_cleaned.parquet,33.0,34.0,1
60798346747052-r1485405-n851693_cleaned.parquet,30.0,29.88888888888889,1
60531453121424-r5130449-n208530_cleaned.parquet,28.0,26.0,3
60642613342357-r629115-n43543_cleaned.parquet,29.0,29.0,1
60920145094881-r1682297-n386398_cleaned.parquet,28.0,30.0,1
60812738911934-r3741709-n851693_cleaned.parquet,32.0,31.0,2
61048048099010-r4229531-n976057_cleaned.parquet,34.0,34.0,1
61048048099010-r9040233-n976057_cleaned.parquet,34.0,33.0,1
6105540016964-r6760045-n911952_cleaned.parquet,31.0,30.0,1
60560459226636-r9352821-n976057_cleaned.parquet,37.0,35.0,1
60782692811627-r4179716-n386398_cleaned.parquet,30.0,28.0,2
61139360971044-r8015356-n851693_cleaned.parquet,32.0,31.88888888888889,1
61223182584619-r1682297-n386398_cleaned.parquet,31.0,30.11111111111111,1
