filename,min_temp_0,min_temp_1,idle_events_found
6118985555359-r4179716-n911952_cleaned.parquet,30.0,28.0,1
61263767158706-r4229531-n386398_cleaned.parquet,29.444444444444443,30.0,1
61349464191484-r629115-n830961_cleaned.parquet,33.0,32.0,1
61708725095726-r5189505-n386398_cleaned.parquet,28.0,29.0,1
61359770185312-r3041626-n830961_cleaned.parquet,27.0,26.0,5
61892735709182-r8062914-n136082_cleaned.parquet,41.0,39.0,1
61892735709182-r8062914-n208530_cleaned.parquet,41.0,40.0,1
61996794518994-r629115-n386398_cleaned.parquet,28.0,29.0,1
6204031890021-r4822976-n139058_cleaned.parquet,28.0,26.0,1
62202643201592-r2998125-n208530_cleaned.parquet,35.0,33.0,1
61893571153120-r9175025-n911952_cleaned.parquet,28.0,30.0,9
62213859914085-r8333645-n976057_cleaned.parquet,31.0,29.0,1
6243839093594-r3741709-n851693_cleaned.parquet,33.0,32.0,2
62447642837259-r629115-n830961_cleaned.parquet,34.0,32.8,1
61636955382208-r4822976-n208530_cleaned.parquet,33.0,30.0,1
61806336365566-r8333645-n386398_cleaned.parquet,26.0,27.0,335
6056984147759-r3041626-n43543_cleaned.parquet,32.0,30.0,2
62651494297104-r7217787-n911952_cleaned.parquet,30.0,30.0,5
62747589824783-r3041626-n43543_cleaned.parquet,26.0,25.0,1
62871459895705-r2582019-n851693_cleaned.parquet,32.0,29.0,1
62696601144526-r2582019-n976057_cleaned.parquet,35.0,34.0,1
6312715221660-r9189566-n911952_cleaned.parquet,31.0,28.444444444444443,1
62879807630065-r4229531-n386398_cleaned.parquet,29.0,28.0,4
63334001687333-r1457839-n976057_cleaned.parquet,35.0,34.0,1
63082821512938-r3041626-n851693_cleaned.parquet,33.77777777777778,33.0,1
6339149563906-r2100214-n911952_cleaned.parquet,26.0,27.0,1
63246255868051-r2652301-n911952_cleaned.parquet,30.0,30.0,1
63345618895480-r9189566-n976057_cleaned.parquet,29.0,28.0,2
63761743752191-r4229531-n911952_cleaned.parquet,33.0,31.0,1
6377697401939-r9102715-n386398_cleaned.parquet,33.0,31.125,1
63740390814408-r1682297-n43543_cleaned.parquet,31.0,30.0,1
63977684293831-r3879907-n139058_cleaned.parquet,32.6,34.0,1
64034938079072-r1485405-n830961_cleaned.parquet,36.0,36.0,1
64034938079072-r3741709-n830961_cleaned.parquet,36.0,36.0,1
64034938079072-r8333645-n830961_cleaned.parquet,37.0,36.0,1
64100882403122-r9189566-n976057_cleaned.parquet,27.0,26.0,3
63739534625170-r9192091-n685852_cleaned.parquet,30.0,28.0,1
64388280131579-r9189566-n685852_cleaned.parquet,27.0,26.0,1
64450375855296-r9189566-n976057_cleaned.parquet,29.0,28.0,1
64453268767451-r9102715-n830961_cleaned.parquet,31.0,30.11111111111111,1
64475711534571-r8937440-n976057_cleaned.parquet,29.0,29.0,1
6389477483930-r2652301-n386398_cleaned.parquet,33.0,31.0,1
64822265019454-r5715171-n139058_cleaned.parquet,28.0,26.666666666666668,1
64080446467840-r6760045-n976057_cleaned.parquet,32.0,30.666666666666668,1
64957309608724-r6760045-n830961_cleaned.parquet,30.0,31.0,3
64992192930336-r9040233-n851693_cleaned.parquet,34.0,31.0,4
65038137379940-r9192091-n976057_cleaned.parquet,28.0,26.0,1
6491727067898-r8015356-n851693_cleaned.parquet,25.0,27.0,4
64905994048590-r6272977-n976057_cleaned.parquet,32.3,29.0,1
65226498763009-r8939293-n139058_cleaned.parquet,33.0,29.0,1
65267311728137-r9189566-n386398_cleaned.parquet,38.0,42.0,1
65342222835636-r7343737-n976057_cleaned.parquet,31.0,30.0,1
65167897881100-r3226521-n911952_cleaned.parquet,29.0,30.0,11
65512600894374-r2100214-n911952_cleaned.parquet,27.77777777777778,29.0,5
65034451302424-r2652301-n976057_cleaned.parquet,28.0,28.555555555555557,1
6555776786375-r6760045-n386398_cleaned.parquet,29.0,30.0,2
64242192168867-r3226521-n830961_cleaned.parquet,31.666666666666668,28.0,1
63849872946423-r3475376-n208530_cleaned.parquet,34.0,32.0,125
65815353122500-r8607415-n976057_cleaned.parquet,26.0,23.0,2
65833860465986-r7217787-n851693_cleaned.parquet,27.0,27.0,5
65962645988121-r9192091-n851693_cleaned.parquet,35.0,33.0,1
65862498744176-r5715171-n208530_cleaned.parquet,32.8,30.0,1
66030777852365-r3475376-n208530_cleaned.parquet,32.0,31.0,1
65896842916804-r2652301-n911952_cleaned.parquet,35.0,33.0,1
66069750984289-r2582019-n386398_cleaned.parquet,37.111111111111114,35.0,1
66113622274072-r2652301-n386398_cleaned.parquet,29.0,27.0,1
65815134001312-r4822976-n139058_cleaned.parquet,29.0,27.0,1
66037875517927-r1682297-n386398_cleaned.parquet,31.0,30.0,4
66149328255061-r2652301-n43543_cleaned.parquet,32.111111111111114,32.0,16
66149328255061-r9189566-n43543_cleaned.parquet,31.0,32.888888888888886,15
6633110175216-r2100214-n851693_cleaned.parquet,33.0,31.0,1
66139753487127-r6760045-n976057_cleaned.parquet,29.0,27.0,13
66451385459339-r9720335-n911952_cleaned.parquet,38.0,37.0,1
66475319380917-r6760045-n830961_cleaned.parquet,29.0,30.0,2
66442881875605-r9189566-n830961_cleaned.parquet,28.0,30.0,1
66572600616818-r9102715-n976057_cleaned.parquet,28.0,29.0,1
66329702504071-r1682297-n685852_cleaned.parquet,33.0,29.77777777777778,1
66492339265054-r1485405-n911952_cleaned.parquet,36.0,34.0,1
66631851473543-r4858666-n911952_cleaned.parquet,36.0,34.0,1
66492339265054-r629115-n43543_cleaned.parquet,31.0,31.0,1
66329702504071-r6760045-n685852_cleaned.parquet,32.0,30.0,6
66353361579872-r3475376-n139058_cleaned.parquet,38.55555555555556,38.0,1
66714095336105-r6272977-n386398_cleaned.parquet,29.0,28.0,1
66807981951218-r8642123-n911952_cleaned.parquet,35.0,34.0,1
66999407963677-r7217787-n386398_cleaned.parquet,32.888888888888886,31.0,3
6700853192152-r8642123-n911952_cleaned.parquet,28.0,28.0,1
6710740835249-r6272977-n976057_cleaned.parquet,34.0,30.0,1
67144140736020-r1457839-n386398_cleaned.parquet,25.0,25.0,1
67199342511781-r1682297-n830961_cleaned.parquet,34.0,32.0,1
6715523594881-r8939293-n139058_cleaned.parquet,25.88888888888889,22.0,1
6715523594881-r5130449-n139058_cleaned.parquet,25.0,25.0,1
67315756730131-r9192091-n830961_cleaned.parquet,32.0,30.0,1
67229780527507-r8939293-n208530_cleaned.parquet,26.0,26.0,2
67440756183240-r5189505-n830961_cleaned.parquet,26.0,26.0,1
67456420299918-r9189566-n976057_cleaned.parquet,28.0,27.0,1
67632843806757-r3475376-n136082_cleaned.parquet,31.0,29.0,1
67692091908834-r3041626-n976057_cleaned.parquet,30.0,28.0,1
67695250656225-r9040233-n851693_cleaned.parquet,28.0,26.0,1
67307316550576-r5573787-n911952_cleaned.parquet,31.0,30.0,1
67827602524527-r9352821-n43543_cleaned.parquet,30.0,29.0,1
6778496862447-r8642123-n976057_cleaned.parquet,31.0,29.555555555555557,2
67511668122191-r1682297-n830961_cleaned.parquet,34.0,32.0,1
6795814857213-r7343737-n685852_cleaned.parquet,31.0,31.0,1
6795814857213-r9102715-n685852_cleaned.parquet,32.0,31.0,6
68208429206638-r8333645-n911952_cleaned.parquet,33.0,33.0,2
68220220016922-r9189566-n976057_cleaned.parquet,28.0,27.0,1
68267070620066-r3879907-n208530_cleaned.parquet,37.0,36.0,2
68288571588268-r9189566-n386398_cleaned.parquet,35.0,39.0,1
68386086936110-r5130449-n208530_cleaned.parquet,25.0,23.11111111111111,1
6811902449892-r8333645-n386398_cleaned.parquet,28.0,29.0,17
68360114972399-r6760045-n851693_cleaned.parquet,37.0,37.0,1
68400697947514-r9352821-n386398_cleaned.parquet,33.0,29.0,1
68567551747427-r8333645-n386398_cleaned.parquet,29.0,28.88888888888889,1
68599350912143-r9189566-n976057_cleaned.parquet,29.0,28.0,1
67865182089817-r9192091-n43543_cleaned.parquet,27.0,25.22222222222222,8
68831671559087-r8015356-n911952_cleaned.parquet,28.0,25.11111111111111,1
68679755764980-r2100214-n976057_cleaned.parquet,31.0,30.0,6
68844552501361-r4327055-n139058_cleaned.parquet,27.0,28.0,4
69024752470231-r9535192-n386398_cleaned.parquet,31.0,30.0,1
69111825844192-r5189505-n386398_cleaned.parquet,28.0,29.0,1
69129162271448-r9175025-n911952_cleaned.parquet,32.888888888888886,32.888888888888886,1
69138388341855-r9040233-n911952_cleaned.parquet,35.0,34.0,1
69434149236512-r5715171-n139058_cleaned.parquet,30.0,29.0,1
69076122896643-r4229531-n976057_cleaned.parquet,28.0,28.0,1
69415824895770-r8642123-n851693_cleaned.parquet,38.0,37.0,1
69596528005748-r2100214-n911952_cleaned.parquet,26.0,27.0,2
69679541386412-r7217787-n43543_cleaned.parquet,33.0,32.0,1
69707351664751-r9720335-n851693_cleaned.parquet,34.0,33.0,6
69741729879603-r9102715-n976057_cleaned.parquet,29.0,30.0,1
69962947222815-r5573787-n386398_cleaned.parquet,33.0,32.0,1
69963599487200-r4822976-n136082_cleaned.parquet,29.0,27.0,2
69452976652322-r6760045-n976057_cleaned.parquet,34.0,32.0,1
70126559947408-r4858666-n911952_cleaned.parquet,33.0,31.6,1
70104482817254-r9535192-n976057_cleaned.parquet,34.0,34.0,1
6844920145438-r8937440-n911952_cleaned.parquet,34.0,31.0,11
70422582738411-r8939293-n208530_cleaned.parquet,29.0,29.0,1
70193097781399-r8939293-n136082_cleaned.parquet,32.0,31.0,6
70503555903287-r5130449-n139058_cleaned.parquet,24.0,24.0,1
70442946324475-r4179716-n851693_cleaned.parquet,30.0,29.0,11
70587551205373-r5573787-n911952_cleaned.parquet,29.0,27.88888888888889,1
70610857125356-r9352821-n386398_cleaned.parquet,35.0,31.0,1
70467320810829-r5189505-n685852_cleaned.parquet,31.88888888888889,31.0,1
71018479723238-r9192091-n43543_cleaned.parquet,32.0,31.0,4
71103730932883-r5715171-n136082_cleaned.parquet,28.11111111111111,27.0,1
71065548652318-r9102715-n911952_cleaned.parquet,30.0,28.0,4
71200927492969-r1457839-n386398_cleaned.parquet,30.0,30.0,4
71291159139896-r3741709-n976057_cleaned.parquet,39.0,36.0,1
71271471946134-r9192091-n851693_cleaned.parquet,32.1,31.0,1
71468636023298-r6272977-n976057_cleaned.parquet,31.0,28.0,1
71474568351568-r3226521-n976057_cleaned.parquet,29.0,31.0,1
71474568351568-r3741709-n830961_cleaned.parquet,33.0,33.0,1
71474568351568-r4858666-n830961_cleaned.parquet,32.0,29.0,1
71474568351568-r5573787-n911952_cleaned.parquet,32.0,31.0,1
71474568351568-r629115-n830961_cleaned.parquet,32.0,31.0,1
71474568351568-r8937440-n976057_cleaned.parquet,32.0,31.0,1
71474568351568-r9352821-n830961_cleaned.parquet,33.0,34.0,1
71474568351568-r9720335-n911952_cleaned.parquet,35.0,32.0,1
7165386621075-r1457839-n976057_cleaned.parquet,28.0,28.0,1
71427999588750-r9040233-n976057_cleaned.parquet,29.0,28.0,1
71734354836925-r4858666-n685852_cleaned.parquet,32.111111111111114,32.0,1
71218341457739-r2100214-n976057_cleaned.parquet,29.0,31.0,421
71715944967493-r7217787-n386398_cleaned.parquet,32.0,30.0,3
72318612230029-r1485405-n911952_cleaned.parquet,30.0,27.0,1
72278878349865-r6272977-n976057_cleaned.parquet,29.0,25.0,1
72476781452376-r2652301-n830961_cleaned.parquet,34.0,33.1,1
72476781452376-r9189566-n830961_cleaned.parquet,31.0,32.55555555555556,1
72572297827149-r8015356-n976057_cleaned.parquet,24.0,26.0,1
72735174731798-r9102715-n685852_cleaned.parquet,35.888888888888886,35.0,1
72818523969761-r8607415-n911952_cleaned.parquet,27.0,27.0,1
71067131182368-r8642123-n976057_cleaned.parquet,30.0,29.0,2
73050340826949-r3226521-n685852_cleaned.parquet,32.0,29.0,3
72947672763096-r8062914-n139058_cleaned.parquet,31.0,26.0,1
73119218170635-r9192091-n830961_cleaned.parquet,34.0,33.0,1
72590246023730-r5189505-n976057_cleaned.parquet,35.0,33.0,1
73235241671597-r1682297-n43543_cleaned.parquet,32.0,32.0,2
73266657991629-r8062914-n139058_cleaned.parquet,28.0,25.0,1
73273791479279-r2652301-n976057_cleaned.parquet,30.22222222222222,29.22222222222222,1
73220853850528-r8937440-n830961_cleaned.parquet,33.0,33.6,6
73373299227106-r4179716-n911952_cleaned.parquet,33.0,31.0,1
73475372093262-r8939293-n139058_cleaned.parquet,31.0,27.0,1
73540497026661-r6272977-n976057_cleaned.parquet,31.0,27.0,1
73553401933628-r2100214-n911952_cleaned.parquet,26.0,27.0,1
73515050786649-r6760045-n43543_cleaned.parquet,32.0,31.0,1
73397227628576-r8333645-n851693_cleaned.parquet,27.0,25.0,1
73548710220830-r8607415-n976057_cleaned.parquet,33.0,30.0,1
73800607327296-r8015356-n911952_cleaned.parquet,34.0,31.0,1
73652922667341-r629115-n386398_cleaned.parquet,28.0,27.0,6
74128788973490-r1682297-n911952_cleaned.parquet,30.0,29.0,1
74198539787437-r4858666-n386398_cleaned.parquet,38.0,33.0,1
74045113699050-r8015356-n851693_cleaned.parquet,26.0,26.0,1
74226191798726-r3041626-n911952_cleaned.parquet,34.0,35.0,1
74377936480066-r9352821-n386398_cleaned.parquet,29.666666666666668,26.0,1
74540371192965-r1485405-n911952_cleaned.parquet,33.0,29.0,2
74413157942739-r4179716-n976057_cleaned.parquet,30.0,29.77777777777778,1
743736854800-r8579942-n208530_cleaned.parquet,30.0,29.0,2
74278928990160-r5573787-n976057_cleaned.parquet,26.0,26.0,1
74842926410703-r1485405-n386398_cleaned.parquet,32.0,29.0,1
75057629622572-r9189566-n976057_cleaned.parquet,30.0,30.11111111111111,1
75120718212305-r8062914-n139058_cleaned.parquet,30.0,29.666666666666668,1
74938182906998-r8642123-n976057_cleaned.parquet,31.0,30.0,1
75420001608639-r2652301-n911952_cleaned.parquet,29.0,28.0,2
75481439214905-r8607415-n386398_cleaned.parquet,30.0,30.666666666666668,1
75510172506776-r2652301-n386398_cleaned.parquet,29.0,27.0,1
75464539822921-r3741709-n851693_cleaned.parquet,35.0,33.0,1
75637362676627-r8937440-n386398_cleaned.parquet,32.0,30.0,1
75727040369415-r6760045-n911952_cleaned.parquet,35.0,34.0,1
75464539822921-r8333645-n851693_cleaned.parquet,33.0,31.0,1
75852605109064-r4179716-n851693_cleaned.parquet,33.0,32.0,1
76116122703486-r1485405-n976057_cleaned.parquet,30.0,29.0,1
7618508736651-r3041626-n43543_cleaned.parquet,32.0,31.0,1
7594414374682-r9352821-n685852_cleaned.parquet,31.0,27.0,5
76276771894694-r629115-n830961_cleaned.parquet,35.0,34.0,1
76346345685754-r9352821-n43543_cleaned.parquet,29.0,28.0,1
76496037359110-r2652301-n685852_cleaned.parquet,35.0,31.0,2
76524255503726-r3475376-n136082_cleaned.parquet,28.0,26.0,1
76282375840442-r9040233-n851693_cleaned.parquet,33.0,30.0,1
76249316756554-r8015356-n911952_cleaned.parquet,30.0,26.77777777777778,1
76616860067627-r8607415-n976057_cleaned.parquet,32.0,28.0,2
76768059096697-r1682297-n685852_cleaned.parquet,30.0,27.0,2
76602875270762-r8333645-n386398_cleaned.parquet,27.0,26.0,1
76908426868746-r9040233-n911952_cleaned.parquet,34.0,33.0,1
76795662563077-r9352821-n830961_cleaned.parquet,33.0,34.0,1
77093109511987-r9720335-n911952_cleaned.parquet,29.0,26.333333333333332,1
77414484470120-r3226521-n43543_cleaned.parquet,33.0,35.0,2
77260968241695-r6272977-n851693_cleaned.parquet,32.0,31.0,6
77491762863923-r629115-n386398_cleaned.parquet,32.0,29.666666666666668,1
77685692909528-r7343737-n976057_cleaned.parquet,31.0,29.88888888888889,1
77813881348407-r8642123-n851693_cleaned.parquet,29.0,28.0,2
76948503565842-r3405251-n139058_cleaned.parquet,27.0,24.0,5
7812041524710-r7217787-n43543_cleaned.parquet,34.4,30.77777777777778,1
7776674445423-r2825489-n208530_cleaned.parquet,29.0,26.0,1
76613905713479-r5189505-n386398_cleaned.parquet,30.444444444444443,29.0,13
78251677333590-r9352821-n43543_cleaned.parquet,30.666666666666668,29.0,1
77871475491235-r9535192-n976057_cleaned.parquet,27.0,28.0,1
78357912217584-r8015356-n851693_cleaned.parquet,25.0,26.0,1
78431405125636-r9720335-n911952_cleaned.parquet,37.0,33.0,1
78117944089251-r629115-n851693_cleaned.parquet,32.0,29.0,1
78546283907759-r9720335-n386398_cleaned.parquet,32.0,27.0,1
78567189799892-r1682297-n43543_cleaned.parquet,32.0,31.0,1
78567189799892-r1682297-n685852_cleaned.parquet,31.0,29.0,1
78477766012136-r4858666-n685852_cleaned.parquet,29.0,28.0,1
78567189799892-r7217787-n830961_cleaned.parquet,35.0,32.0,1
78567189799892-r9555635-n139058_cleaned.parquet,28.0,26.0,1
78617975933661-r2582019-n911952_cleaned.parquet,30.666666666666668,29.0,1
78639747188102-r3041626-n386398_cleaned.parquet,26.0,25.333333333333332,1
78877058541937-r3117156-n139058_cleaned.parquet,26.0,26.0,1
78877058541937-r4229531-n386398_cleaned.parquet,27.0,27.0,1
78252350799027-r1682297-n43543_cleaned.parquet,29.0,28.0,1
78821600643654-r6760045-n43543_cleaned.parquet,30.0,29.0,3
79073093928289-r4327055-n139058_cleaned.parquet,26.0,26.0,1
79133506330422-r3226521-n851693_cleaned.parquet,27.0,28.0,1
78894122104873-r4179716-n911952_cleaned.parquet,37.0,35.0,1
79002018180963-r8939293-n139058_cleaned.parquet,32.0,28.0,1
79167002721617-r1682297-n386398_cleaned.parquet,31.0,30.0,1
78526864222925-r5189505-n976057_cleaned.parquet,28.0,24.0,2
79060473272265-r7343737-n685852_cleaned.parquet,32.0,32.0,1
79346608499842-r3041626-n911952_cleaned.parquet,29.0,30.0,1
79346608499842-r8642123-n911952_cleaned.parquet,31.5,31.0,1
79318296211162-r3741709-n43543_cleaned.parquet,31.0,32.0,1
79427236488936-r7217787-n911952_cleaned.parquet,30.0,30.0,1
79603429157901-r5189505-n851693_cleaned.parquet,34.0,33.0,1
79221214217294-r3226521-n851693_cleaned.parquet,31.0,30.0,1
79644456732580-r1682297-n911952_cleaned.parquet,31.0,30.0,1
79666406644490-r2825489-n208530_cleaned.parquet,31.0,31.11111111111111,1
79587385068543-r629115-n386398_cleaned.parquet,33.0,31.0,6
79574958914093-r9102715-n43543_cleaned.parquet,29.2,33.0,6
79715483505016-r2100214-n851693_cleaned.parquet,30.0,25.0,3
79730108116544-r5715171-n208530_cleaned.parquet,32.0,31.0,1
79730108116544-r5189505-n976057_cleaned.parquet,29.0,27.0,1
79730108116544-r7217787-n911952_cleaned.parquet,30.0,30.0,1
79730108116544-r8062914-n208530_cleaned.parquet,33.0,33.0,1
79730108116544-r8579942-n208530_cleaned.parquet,31.0,30.0,1
79820967154281-r1485405-n911952_cleaned.parquet,30.0,28.0,7
79927651894095-r9555635-n139058_cleaned.parquet,31.0,29.0,1
79730108116544-r9192091-n851693_cleaned.parquet,30.0,29.0,1
79730108116544-r9555635-n208530_cleaned.parquet,31.0,30.0,1
80216465559919-r3117156-n136082_cleaned.parquet,38.0,36.0,1
80260171354386-r9040233-n851693_cleaned.parquet,31.0,28.0,1
80317824034469-r8642123-n911952_cleaned.parquet,32.111111111111114,33.0,2
80501810821325-r3879907-n136082_cleaned.parquet,29.0,29.0,5
80591253494737-r2825489-n139058_cleaned.parquet,31.0,29.0,1
80591253494737-r3117156-n139058_cleaned.parquet,30.0,30.0,1
80591253494737-r3879907-n139058_cleaned.parquet,30.0,29.0,1
80591253494737-r4822976-n139058_cleaned.parquet,30.0,28.0,1
80727740131207-r4858666-n851693_cleaned.parquet,32.0,30.0,1
80791567490367-r2100214-n851693_cleaned.parquet,34.0,32.0,1
80791567490367-r2582019-n911952_cleaned.parquet,34.0,32.0,1
80791567490367-r5189505-n685852_cleaned.parquet,32.0,32.0,1
80791567490367-r8333645-n830961_cleaned.parquet,34.7,33.0,1
80791567490367-r8937440-n386398_cleaned.parquet,33.0,32.0,1
80791567490367-r8937440-n830961_cleaned.parquet,34.0,33.0,1
80791567490367-r9720335-n911952_cleaned.parquet,36.0,33.0,1
80365893031014-r4179716-n911952_cleaned.parquet,31.0,27.0,2
80714850687952-r9040233-n976057_cleaned.parquet,28.0,29.0,3
81235609107367-r3226521-n43543_cleaned.parquet,25.333333333333332,27.0,1
81235609107367-r2825489-n136082_cleaned.parquet,27.0,26.0,1
81235609107367-r1682297-n911952_cleaned.parquet,29.0,28.0,1
81326066726811-r1682297-n386398_cleaned.parquet,30.0,30.0,1
81104210486530-r3879907-n136082_cleaned.parquet,30.0,31.0,1
81235609107367-r9555635-n136082_cleaned.parquet,28.0,25.0,1
81615523004308-r2100214-n386398_cleaned.parquet,27.0,25.0,1
81575429039415-r1682297-n911952_cleaned.parquet,30.0,29.0,1
8163537168358-r9189566-n911952_cleaned.parquet,31.0,28.11111111111111,1
81674715582593-r8015356-n851693_cleaned.parquet,27.0,28.0,1
79891830804157-r6272977-n386398_cleaned.parquet,30.333333333333332,27.0,7
81768146241952-r9040233-n851693_cleaned.parquet,33.77777777777778,29.0,1
81756693476014-r2652301-n830961_cleaned.parquet,31.0,30.0,1
81966152936953-r1682297-n911952_cleaned.parquet,35.0,34.0,1
81990756309914-r1485405-n911952_cleaned.parquet,32.22222222222222,30.0,1
81990756309914-r5573787-n386398_cleaned.parquet,31.0,30.0,1
81990756309914-r7343737-n911952_cleaned.parquet,31.0,29.0,1
81990756309914-r9175025-n386398_cleaned.parquet,33.0,32.0,1
81924905141562-r5189505-n976057_cleaned.parquet,34.0,32.0,6
82055341137523-r2582019-n851693_cleaned.parquet,35.888888888888886,32.2,1
81776826207044-r5189505-n685852_cleaned.parquet,34.0,33.0,1
8230920050546-r3041626-n43543_cleaned.parquet,28.0,28.333333333333332,1
82397825020533-r2582019-n911952_cleaned.parquet,30.0,28.9,1
82525167122278-r9535192-n976057_cleaned.parquet,34.0,34.0,1
82019431833429-r3226521-n976057_cleaned.parquet,27.0,28.0,1
82573312674701-r1485405-n43543_cleaned.parquet,36.0,35.0,1
82594889321508-r5573787-n976057_cleaned.parquet,34.0,32.888888888888886,1
82794627723236-r1682297-n911952_cleaned.parquet,32.0,31.0,1
82935961124762-r1682297-n43543_cleaned.parquet,34.0,33.0,1
82772168613271-r3405251-n136082_cleaned.parquet,23.0,23.0,3
83024437625974-r7343737-n43543_cleaned.parquet,33.0,31.0,1
83054214628310-r8015356-n976057_cleaned.parquet,33.0,34.0,1
83148302631554-r1457839-n386398_cleaned.parquet,30.0,30.0,1
83180791649847-r8333645-n43543_cleaned.parquet,29.0,29.0,1
83183194693885-r9535192-n976057_cleaned.parquet,27.0,26.0,1
83317509386379-r2652301-n830961_cleaned.parquet,31.22222222222222,31.0,1
83364152880543-r8939293-n136082_cleaned.parquet,27.0,27.0,1
82469881824021-r9535192-n386398_cleaned.parquet,24.0,23.0,14
83423148308546-r3041626-n976057_cleaned.parquet,29.0,26.0,2
83016951477193-r3041626-n851693_cleaned.parquet,31.0,29.0,4
83687453908176-r8937440-n976057_cleaned.parquet,29.0,29.0,1
83716399974255-r9189566-n386398_cleaned.parquet,34.0,40.0,3
83849252703174-r3226521-n685852_cleaned.parquet,32.0,29.0,2
83502686525120-r2652301-n43543_cleaned.parquet,28.88888888888889,30.0,7
84099315505639-r9352821-n386398_cleaned.parquet,31.0,28.0,1
84201142102058-r9535192-n976057_cleaned.parquet,34.0,33.0,1
83964015108292-r3226521-n685852_cleaned.parquet,29.0,26.0,14
84281633560318-r7217787-n386398_cleaned.parquet,29.0,28.0,1
84339589351229-r629115-n976057_cleaned.parquet,37.0,35.0,1
8413145177785-r9192091-n830961_cleaned.parquet,31.0,30.0,3
84355782659872-r9720335-n911952_cleaned.parquet,36.0,33.0,1
83214522481574-r1682297-n976057_cleaned.parquet,27.0,25.0,1
84677594024982-r1485405-n911952_cleaned.parquet,36.0,34.0,1
84603640828255-r7217787-n976057_cleaned.parquet,32.0,31.0,1
84355468565760-r8642123-n911952_cleaned.parquet,33.0,32.0,1
84102619529657-r9535192-n386398_cleaned.parquet,25.0,23.666666666666668,1
8503365225067-r9189566-n830961_cleaned.parquet,30.0,31.1,1
84942966236600-r1682297-n976057_cleaned.parquet,32.0,30.0,1
85318029126226-r9189566-n830961_cleaned.parquet,28.88888888888889,30.0,1
85115855245448-r3041626-n830961_cleaned.parquet,27.0,27.0,5
85635690447070-r6760045-n976057_cleaned.parquet,33.0,30.0,1
85484750204221-r1485405-n386398_cleaned.parquet,28.11111111111111,26.0,1
85674971329561-r1682297-n43543_cleaned.parquet,31.0,29.333333333333332,1
85674971329561-r1682297-n685852_cleaned.parquet,30.0,28.0,1
85459561909587-r3117156-n208530_cleaned.parquet,39.0,34.0,1
85674971329561-r7217787-n830961_cleaned.parquet,34.0,31.0,1
85674971329561-r9555635-n139058_cleaned.parquet,27.0,25.0,1
84621085747707-r9352821-n43543_cleaned.parquet,35.0,33.0,1
85708935836312-r629115-n851693_cleaned.parquet,27.88888888888889,26.0,1
85836695409301-r8937440-n911952_cleaned.parquet,33.666666666666664,34.0,3
85837443377282-r4229531-n976057_cleaned.parquet,34.7,34.0,1
85732013490751-r9175025-n851693_cleaned.parquet,32.0,33.0,6
85732013490751-r1485405-n685852_cleaned.parquet,33.0,32.0,1
8591218517843-r3041626-n43543_cleaned.parquet,32.0,30.0,1
86052208404929-r9535192-n976057_cleaned.parquet,28.0,27.0,1
85666246507469-r6760045-n685852_cleaned.parquet,33.0,30.88888888888889,6
8606218130128-r5573787-n386398_cleaned.parquet,26.0,25.0,1
86092155620203-r1682297-n830961_cleaned.parquet,34.0,31.555555555555557,1
86072116680891-r8333645-n685852_cleaned.parquet,33.0,32.0,1
84903676541684-r5189505-n386398_cleaned.parquet,33.0,33.0,1
86161531130644-r3226521-n685852_cleaned.parquet,33.0,30.0,2
86355386338179-r9040233-n976057_cleaned.parquet,31.0,31.0,2
86200445866200-r7217787-n976057_cleaned.parquet,34.0,33.0,1
86476979941007-r5573787-n386398_cleaned.parquet,32.888888888888886,32.0,1
86455478133050-r9189566-n976057_cleaned.parquet,29.0,28.0,1
86542777299026-r9175025-n851693_cleaned.parquet,31.0,32.0,2
86443696154115-r1682297-n911952_cleaned.parquet,29.0,28.0,1
86552561335962-r629115-n830961_cleaned.parquet,30.88888888888889,29.0,2
86540911433155-r2652301-n830961_cleaned.parquet,31.666666666666668,31.0,4
86578237493162-r3741709-n911952_cleaned.parquet,29.0,27.0,1
86578237493162-r629115-n911952_cleaned.parquet,28.0,29.0,1
86795895046639-r7217787-n976057_cleaned.parquet,32.0,31.0,1
86819836172310-r7343737-n685852_cleaned.parquet,31.0,31.0,1
86807769677413-r9352821-n386398_cleaned.parquet,39.0,35.77777777777778,1
84106757794564-r2582019-n386398_cleaned.parquet,27.666666666666668,28.0,2
86902892400725-r5130449-n139058_cleaned.parquet,29.0,28.22222222222222,4
87121486963220-r9720335-n386398_cleaned.parquet,33.0,28.0,1
86902892400725-r3879907-n139058_cleaned.parquet,30.0,28.0,2
87213896923222-r3226521-n911952_cleaned.parquet,32.0,35.0,1
87250520807391-r9192091-n43543_cleaned.parquet,31.0,29.0,7
87359895215825-r9040233-n851693_cleaned.parquet,33.0,30.0,1
87412339762397-r2825489-n208530_cleaned.parquet,32.0,33.0,1
87412339762397-r2998125-n208530_cleaned.parquet,31.0,29.0,1
87074718983285-r3226521-n43543_cleaned.parquet,33.6,35.0,1
87529568518495-r7343737-n685852_cleaned.parquet,31.0,31.0,1
87598216727905-r1485405-n685852_cleaned.parquet,33.0,31.0,1
87598216727905-r3041626-n830961_cleaned.parquet,30.0,30.0,1
87598216727905-r3226521-n830961_cleaned.parquet,33.0,29.0,1
87598216727905-r7343737-n685852_cleaned.parquet,31.2,31.0,1
