timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/03/24 11:43:36.195, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:43:36.207, 0 %, 0 %, 223 MiB, 57
2026/03/24 11:43:41.211, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:43:41.211, 78 %, 24 %, 1595 MiB, 63
2026/03/24 11:43:46.212, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:43:46.212, 90 %, 35 %, 1595 MiB, 66
2026/03/24 11:43:51.213, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:43:51.213, 90 %, 42 %, 1595 MiB, 68
2026/03/24 11:43:56.214, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:43:56.214, 86 %, 23 %, 1595 MiB, 70
2026/03/24 11:44:01.215, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:01.215, 89 %, 43 %, 1595 MiB, 72
2026/03/24 11:44:06.215, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:06.216, 78 %, 23 %, 1595 MiB, 73
2026/03/24 11:44:11.216, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:11.216, 80 %, 33 %, 1595 MiB, 74
2026/03/24 11:44:16.217, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:16.217, 81 %, 23 %, 1595 MiB, 75
2026/03/24 11:44:21.218, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:21.218, 79 %, 25 %, 1595 MiB, 77
2026/03/24 11:44:26.220, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:26.220, 72 %, 23 %, 1595 MiB, 78
2026/03/24 11:44:31.220, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:31.221, 87 %, 43 %, 1595 MiB, 79
2026/03/24 11:44:36.221, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:36.222, 73 %, 23 %, 1595 MiB, 79
2026/03/24 11:44:41.222, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:41.222, 82 %, 23 %, 1595 MiB, 81
2026/03/24 11:44:46.223, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:46.223, 73 %, 29 %, 1595 MiB, 81
2026/03/24 11:44:51.224, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:51.224, 84 %, 39 %, 1595 MiB, 82
2026/03/24 11:44:56.225, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:44:56.225, 89 %, 25 %, 1595 MiB, 82
2026/03/24 11:45:01.226, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:45:01.226, 83 %, 39 %, 1595 MiB, 83
2026/03/24 11:45:06.227, 0 %, 2 %, 7432 MiB, 41
2026/03/24 11:45:06.227, 88 %, 43 %, 1595 MiB, 83
2026/03/24 11:45:11.228, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:45:11.228, 89 %, 24 %, 1595 MiB, 83
2026/03/24 11:45:16.228, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:45:16.229, 86 %, 30 %, 1595 MiB, 83
2026/03/24 11:45:21.230, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:45:21.230, 69 %, 27 %, 1595 MiB, 84
2026/03/24 11:45:26.231, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:45:26.231, 79 %, 34 %, 1595 MiB, 84
2026/03/24 11:45:31.232, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:45:31.232, 80 %, 26 %, 1595 MiB, 84
2026/03/24 11:45:36.233, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:45:36.233, 90 %, 27 %, 1595 MiB, 84
2026/03/24 11:45:41.234, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:45:41.234, 88 %, 37 %, 1595 MiB, 84
2026/03/24 11:45:46.235, 0 %, 4 %, 7432 MiB, 40
2026/03/24 11:45:46.236, 90 %, 38 %, 1595 MiB, 84
2026/03/24 11:45:51.237, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:45:51.237, 80 %, 34 %, 1595 MiB, 85
2026/03/24 11:45:56.238, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:45:56.238, 80 %, 35 %, 1595 MiB, 84
2026/03/24 11:46:01.239, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:01.239, 91 %, 34 %, 1595 MiB, 84
2026/03/24 11:46:06.239, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:06.240, 86 %, 41 %, 1595 MiB, 85
2026/03/24 11:46:11.240, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:11.240, 80 %, 23 %, 1595 MiB, 84
2026/03/24 11:46:16.242, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:16.242, 83 %, 39 %, 1595 MiB, 85
2026/03/24 11:46:21.243, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:21.243, 79 %, 26 %, 1595 MiB, 85
2026/03/24 11:46:26.244, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:26.244, 90 %, 35 %, 1595 MiB, 84
2026/03/24 11:46:31.244, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:31.245, 80 %, 34 %, 1595 MiB, 85
2026/03/24 11:46:36.245, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:36.246, 82 %, 23 %, 1595 MiB, 84
2026/03/24 11:46:41.246, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:41.246, 90 %, 29 %, 1595 MiB, 84
2026/03/24 11:46:46.247, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:46.247, 87 %, 23 %, 1595 MiB, 84
2026/03/24 11:46:51.247, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:51.248, 88 %, 36 %, 1595 MiB, 84
2026/03/24 11:46:56.248, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:46:56.249, 84 %, 39 %, 1595 MiB, 85
2026/03/24 11:47:01.250, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:01.250, 88 %, 42 %, 1595 MiB, 84
2026/03/24 11:47:06.251, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:06.251, 76 %, 23 %, 1595 MiB, 84
2026/03/24 11:47:11.251, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:11.251, 90 %, 37 %, 1595 MiB, 84
2026/03/24 11:47:16.252, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:16.252, 82 %, 23 %, 1595 MiB, 85
2026/03/24 11:47:21.253, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:21.253, 83 %, 39 %, 1595 MiB, 84
2026/03/24 11:47:26.254, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:26.254, 90 %, 35 %, 1595 MiB, 84
2026/03/24 11:47:31.255, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:31.255, 80 %, 34 %, 1595 MiB, 85
2026/03/24 11:47:36.256, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:36.256, 90 %, 31 %, 1595 MiB, 84
2026/03/24 11:47:41.257, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:41.257, 76 %, 24 %, 1595 MiB, 85
2026/03/24 11:47:46.257, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:46.258, 88 %, 43 %, 1595 MiB, 85
2026/03/24 11:47:51.258, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:51.259, 72 %, 29 %, 1595 MiB, 84
2026/03/24 11:47:56.274, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:47:56.274, 90 %, 26 %, 1595 MiB, 84
2026/03/24 11:48:01.275, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:01.275, 84 %, 23 %, 1595 MiB, 84
2026/03/24 11:48:06.276, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:06.276, 80 %, 23 %, 1595 MiB, 84
2026/03/24 11:48:11.278, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:11.278, 90 %, 41 %, 1595 MiB, 84
2026/03/24 11:48:16.279, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:16.279, 90 %, 40 %, 1595 MiB, 85
2026/03/24 11:48:21.280, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:21.280, 90 %, 38 %, 1595 MiB, 85
2026/03/24 11:48:26.281, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:26.281, 82 %, 23 %, 1595 MiB, 84
2026/03/24 11:48:31.283, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:31.284, 89 %, 39 %, 1595 MiB, 84
2026/03/24 11:48:36.284, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:36.285, 88 %, 33 %, 1595 MiB, 84
2026/03/24 11:48:41.286, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:41.286, 83 %, 24 %, 1595 MiB, 84
2026/03/24 11:48:46.287, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:46.287, 90 %, 34 %, 1595 MiB, 84
2026/03/24 11:48:51.288, 0 %, 1 %, 7432 MiB, 40
2026/03/24 11:48:51.288, 80 %, 24 %, 1595 MiB, 84
2026/03/24 11:48:56.288, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:48:56.289, 90 %, 36 %, 1595 MiB, 84
2026/03/24 11:49:01.289, 0 %, 1 %, 7432 MiB, 41
2026/03/24 11:49:01.289, 90 %, 24 %, 1595 MiB, 84
2026/03/24 11:49:06.290, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:49:06.290, 90 %, 43 %, 1595 MiB, 84
2026/03/24 11:49:11.292, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:49:11.292, 90 %, 43 %, 1595 MiB, 85
2026/03/24 11:49:16.293, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:49:16.293, 75 %, 23 %, 1595 MiB, 84
2026/03/24 11:49:21.294, 0 %, 2 %, 7432 MiB, 41
2026/03/24 11:49:21.294, 90 %, 41 %, 1595 MiB, 84
2026/03/24 11:49:26.295, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:49:26.296, 90 %, 24 %, 1595 MiB, 84
2026/03/24 11:49:31.297, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:49:31.297, 82 %, 37 %, 1595 MiB, 85
2026/03/24 11:49:36.297, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:49:36.298, 90 %, 40 %, 1595 MiB, 84
2026/03/24 11:49:41.298, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:49:41.298, 82 %, 40 %, 1595 MiB, 84
2026/03/24 11:49:46.299, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:49:46.299, 90 %, 38 %, 1595 MiB, 84
2026/03/24 11:49:51.300, 0 %, 0 %, 7432 MiB, 40
2026/03/24 11:49:51.300, 83 %, 23 %, 1595 MiB, 84
2026/03/24 11:49:56.301, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:49:56.301, 90 %, 43 %, 1595 MiB, 85
2026/03/24 11:50:01.302, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:01.302, 90 %, 33 %, 1595 MiB, 84
2026/03/24 11:50:06.303, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:06.303, 83 %, 38 %, 1595 MiB, 85
2026/03/24 11:50:11.304, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:11.304, 80 %, 34 %, 1595 MiB, 85
2026/03/24 11:50:16.304, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:16.305, 80 %, 25 %, 1595 MiB, 85
2026/03/24 11:50:21.305, 0 %, 1 %, 7432 MiB, 41
2026/03/24 11:50:21.305, 90 %, 27 %, 1595 MiB, 84
2026/03/24 11:50:26.306, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:26.306, 89 %, 38 %, 1595 MiB, 84
2026/03/24 11:50:31.308, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:31.308, 82 %, 38 %, 1595 MiB, 84
2026/03/24 11:50:36.309, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:36.309, 89 %, 27 %, 1595 MiB, 84
2026/03/24 11:50:41.310, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:41.310, 80 %, 33 %, 1595 MiB, 84
2026/03/24 11:50:46.311, 0 %, 2 %, 7432 MiB, 41
2026/03/24 11:50:46.311, 81 %, 23 %, 1595 MiB, 85
2026/03/24 11:50:51.312, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:51.312, 90 %, 43 %, 1595 MiB, 84
2026/03/24 11:50:56.313, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:50:56.313, 90 %, 31 %, 1595 MiB, 84
2026/03/24 11:51:01.314, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:01.314, 90 %, 24 %, 1595 MiB, 84
2026/03/24 11:51:06.315, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:06.315, 89 %, 42 %, 1595 MiB, 84
2026/03/24 11:51:11.316, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:11.316, 79 %, 24 %, 1595 MiB, 85
2026/03/24 11:51:16.317, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:16.317, 79 %, 23 %, 1595 MiB, 84
2026/03/24 11:51:21.318, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:21.318, 73 %, 29 %, 1595 MiB, 84
2026/03/24 11:51:26.320, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:26.320, 90 %, 30 %, 1595 MiB, 84
2026/03/24 11:51:31.320, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:31.321, 89 %, 41 %, 1595 MiB, 84
2026/03/24 11:51:36.331, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:36.331, 90 %, 37 %, 1595 MiB, 84
2026/03/24 11:51:41.333, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:41.333, 90 %, 43 %, 1595 MiB, 85
2026/03/24 11:51:46.334, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:46.334, 80 %, 33 %, 1595 MiB, 84
2026/03/24 11:51:51.335, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:51.335, 85 %, 40 %, 1595 MiB, 84
2026/03/24 11:51:56.336, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:51:56.336, 75 %, 23 %, 1595 MiB, 84
2026/03/24 11:52:01.337, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:01.337, 90 %, 42 %, 1595 MiB, 84
