timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/03/24 11:52:06.338, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:06.339, 90 %, 43 %, 1595 MiB, 85
2026/03/24 11:52:11.340, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:11.340, 80 %, 25 %, 1595 MiB, 84
2026/03/24 11:52:16.341, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:16.341, 89 %, 29 %, 1595 MiB, 84
2026/03/24 11:52:21.342, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:21.342, 84 %, 39 %, 1595 MiB, 85
2026/03/24 11:52:26.343, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:26.343, 80 %, 23 %, 1595 MiB, 84
2026/03/24 11:52:31.343, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:31.344, 90 %, 42 %, 1595 MiB, 85
2026/03/24 11:52:36.344, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:36.345, 87 %, 23 %, 1595 MiB, 84
2026/03/24 11:52:41.345, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:41.346, 86 %, 41 %, 1595 MiB, 84
2026/03/24 11:52:46.346, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:46.346, 82 %, 23 %, 1595 MiB, 83
2026/03/24 11:52:51.347, 0 %, 2 %, 7432 MiB, 41
2026/03/24 11:52:51.348, 90 %, 24 %, 1595 MiB, 84
2026/03/24 11:52:56.349, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:52:56.349, 83 %, 23 %, 1595 MiB, 84
2026/03/24 11:53:01.350, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:01.351, 87 %, 41 %, 1595 MiB, 84
2026/03/24 11:53:06.351, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:06.352, 90 %, 25 %, 1595 MiB, 84
2026/03/24 11:53:11.353, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:11.353, 80 %, 29 %, 1595 MiB, 84
2026/03/24 11:53:16.354, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:16.354, 82 %, 37 %, 1595 MiB, 84
2026/03/24 11:53:21.355, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:21.355, 82 %, 38 %, 1595 MiB, 84
2026/03/24 11:53:26.356, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:26.356, 79 %, 33 %, 1595 MiB, 85
2026/03/24 11:53:31.358, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:31.358, 83 %, 30 %, 1595 MiB, 84
2026/03/24 11:53:36.359, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:36.359, 90 %, 38 %, 1595 MiB, 84
2026/03/24 11:53:41.360, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:41.360, 90 %, 27 %, 1595 MiB, 84
2026/03/24 11:53:46.362, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:46.362, 81 %, 37 %, 1595 MiB, 84
2026/03/24 11:53:51.363, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:51.363, 90 %, 36 %, 1595 MiB, 85
2026/03/24 11:53:56.363, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:53:56.364, 90 %, 35 %, 1595 MiB, 84
2026/03/24 11:54:01.364, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:54:01.365, 87 %, 41 %, 1595 MiB, 84
2026/03/24 11:54:06.365, 0 %, 2 %, 7432 MiB, 41
2026/03/24 11:54:06.365, 86 %, 41 %, 1595 MiB, 84
2026/03/24 11:54:11.366, 0 %, 2 %, 7432 MiB, 41
2026/03/24 11:54:11.366, 90 %, 34 %, 1595 MiB, 84
2026/03/24 11:54:16.367, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:54:16.367, 90 %, 42 %, 1595 MiB, 84
2026/03/24 11:54:21.368, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:54:21.368, 89 %, 42 %, 1595 MiB, 85
2026/03/24 11:54:26.369, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:54:26.369, 86 %, 23 %, 1595 MiB, 84
2026/03/24 11:54:31.370, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:54:31.370, 82 %, 37 %, 1595 MiB, 85
2026/03/24 11:54:36.371, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:54:36.371, 80 %, 34 %, 1595 MiB, 84
2026/03/24 11:54:41.372, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:54:41.372, 90 %, 38 %, 1595 MiB, 84
2026/03/24 11:54:46.372, 0 %, 2 %, 7432 MiB, 41
2026/03/24 11:54:46.373, 88 %, 43 %, 1595 MiB, 84
2026/03/24 11:54:51.373, 0 %, 1 %, 7432 MiB, 41
2026/03/24 11:54:51.373, 90 %, 33 %, 1595 MiB, 84
2026/03/24 11:54:56.374, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:54:56.374, 90 %, 43 %, 1595 MiB, 85
2026/03/24 11:55:01.375, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:01.375, 88 %, 43 %, 1595 MiB, 85
2026/03/24 11:55:06.376, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:06.376, 88 %, 43 %, 1595 MiB, 85
2026/03/24 11:55:11.376, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:11.377, 84 %, 39 %, 1595 MiB, 84
2026/03/24 11:55:16.377, 0 %, 1 %, 7432 MiB, 41
2026/03/24 11:55:16.378, 73 %, 23 %, 1595 MiB, 84
2026/03/24 11:55:21.378, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:21.378, 87 %, 23 %, 1595 MiB, 84
2026/03/24 11:55:26.379, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:26.379, 90 %, 41 %, 1595 MiB, 85
2026/03/24 11:55:31.380, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:31.380, 80 %, 36 %, 1595 MiB, 84
2026/03/24 11:55:36.381, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:36.381, 65 %, 23 %, 1597 MiB, 84
2026/03/24 11:55:41.382, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:41.382, 86 %, 23 %, 1597 MiB, 84
2026/03/24 11:55:46.383, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:46.383, 87 %, 43 %, 1597 MiB, 84
2026/03/24 11:55:51.384, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:51.384, 82 %, 39 %, 1597 MiB, 85
2026/03/24 11:55:56.385, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:55:56.385, 90 %, 24 %, 1597 MiB, 84
2026/03/24 11:56:01.386, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:01.386, 79 %, 28 %, 1597 MiB, 84
2026/03/24 11:56:06.386, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:06.387, 48 %, 32 %, 1597 MiB, 85
2026/03/24 11:56:11.387, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:11.388, 46 %, 32 %, 1597 MiB, 84
2026/03/24 11:56:16.388, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:16.388, 51 %, 36 %, 1597 MiB, 85
2026/03/24 11:56:21.390, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:21.390, 47 %, 33 %, 1597 MiB, 84
2026/03/24 11:56:26.390, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:26.391, 41 %, 28 %, 1597 MiB, 85
2026/03/24 11:56:31.391, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:31.391, 43 %, 30 %, 1597 MiB, 84
2026/03/24 11:56:36.392, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:36.392, 79 %, 33 %, 1597 MiB, 84
2026/03/24 11:56:41.393, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:41.393, 79 %, 27 %, 1597 MiB, 84
2026/03/24 11:56:46.394, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:46.394, 89 %, 43 %, 1597 MiB, 84
2026/03/24 11:56:51.396, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:51.396, 90 %, 43 %, 1597 MiB, 84
2026/03/24 11:56:56.397, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:56:56.397, 90 %, 24 %, 1597 MiB, 84
2026/03/24 11:57:01.399, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:01.399, 80 %, 33 %, 1597 MiB, 84
2026/03/24 11:57:06.400, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:06.400, 90 %, 43 %, 1597 MiB, 85
2026/03/24 11:57:11.401, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:11.401, 90 %, 43 %, 1597 MiB, 85
2026/03/24 11:57:16.402, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:16.402, 85 %, 35 %, 1597 MiB, 84
2026/03/24 11:57:21.403, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:21.403, 90 %, 29 %, 1597 MiB, 85
2026/03/24 11:57:26.404, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:26.404, 80 %, 34 %, 1597 MiB, 84
2026/03/24 11:57:31.405, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:31.405, 90 %, 25 %, 1597 MiB, 85
2026/03/24 11:57:36.405, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:36.406, 89 %, 24 %, 1597 MiB, 85
2026/03/24 11:57:41.406, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:41.406, 90 %, 38 %, 1597 MiB, 85
2026/03/24 11:57:46.407, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:46.407, 90 %, 26 %, 1597 MiB, 85
2026/03/24 11:57:51.408, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:51.408, 90 %, 27 %, 1597 MiB, 84
2026/03/24 11:57:56.409, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:57:56.409, 90 %, 35 %, 1597 MiB, 85
2026/03/24 11:58:01.410, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:01.411, 90 %, 37 %, 1597 MiB, 85
2026/03/24 11:58:06.412, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:06.412, 86 %, 23 %, 1597 MiB, 84
2026/03/24 11:58:11.413, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:11.413, 90 %, 42 %, 1597 MiB, 84
2026/03/24 11:58:16.430, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:16.431, 90 %, 37 %, 1597 MiB, 85
2026/03/24 11:58:21.432, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:21.432, 79 %, 26 %, 1597 MiB, 84
2026/03/24 11:58:26.433, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:26.433, 80 %, 23 %, 1597 MiB, 84
2026/03/24 11:58:31.433, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:31.434, 80 %, 23 %, 1597 MiB, 84
2026/03/24 11:58:36.434, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:36.434, 90 %, 26 %, 1597 MiB, 84
2026/03/24 11:58:41.435, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:41.435, 89 %, 30 %, 1597 MiB, 84
2026/03/24 11:58:46.436, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:46.436, 83 %, 23 %, 1597 MiB, 84
2026/03/24 11:58:51.437, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:51.437, 76 %, 35 %, 1597 MiB, 84
2026/03/24 11:58:56.438, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:58:56.438, 83 %, 23 %, 1597 MiB, 83
2026/03/24 11:59:01.439, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:59:01.439, 90 %, 25 %, 1597 MiB, 84
2026/03/24 11:59:06.440, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:59:06.440, 84 %, 32 %, 1597 MiB, 84
2026/03/24 11:59:11.441, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:59:11.441, 90 %, 38 %, 1597 MiB, 84
2026/03/24 11:59:16.442, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:59:16.442, 86 %, 39 %, 1597 MiB, 84
2026/03/24 11:59:21.443, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:59:21.443, 87 %, 23 %, 1597 MiB, 84
2026/03/24 11:59:26.444, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:59:26.445, 90 %, 33 %, 1597 MiB, 84
2026/03/24 11:59:31.446, 0 %, 0 %, 7432 MiB, 41
2026/03/24 11:59:31.446, 88 %, 43 %, 1597 MiB, 85
2026/03/24 11:59:36.473, 0 %, 1 %, 7432 MiB, 41
2026/03/24 11:59:36.474, 87 %, 37 %, 1597 MiB, 84
