timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/03/25 14:25:19.635, 100 %, 81 %, 9528 MiB, 85
2026/03/25 14:25:19.642, 0 %, 0 %, 2086 MiB, 62
2026/03/25 14:25:24.646, 99 %, 80 %, 9528 MiB, 85
2026/03/25 14:25:24.646, 87 %, 35 %, 2086 MiB, 68
2026/03/25 14:25:29.647, 100 %, 79 %, 9528 MiB, 85
2026/03/25 14:25:29.647, 79 %, 38 %, 2086 MiB, 72
2026/03/25 14:25:34.647, 98 %, 82 %, 9528 MiB, 85
2026/03/25 14:25:34.648, 71 %, 30 %, 2086 MiB, 74
2026/03/25 14:25:39.648, 100 %, 77 %, 9528 MiB, 85
2026/03/25 14:25:39.648, 81 %, 39 %, 2086 MiB, 77
2026/03/25 14:25:44.649, 97 %, 72 %, 9528 MiB, 85
2026/03/25 14:25:44.649, 77 %, 33 %, 2086 MiB, 78
2026/03/25 14:25:49.650, 97 %, 77 %, 9528 MiB, 85
2026/03/25 14:25:49.650, 84 %, 41 %, 2086 MiB, 80
2026/03/25 14:25:54.651, 100 %, 81 %, 9528 MiB, 85
2026/03/25 14:25:54.651, 78 %, 32 %, 2086 MiB, 81
2026/03/25 14:25:59.652, 100 %, 76 %, 9528 MiB, 85
2026/03/25 14:25:59.683, 80 %, 37 %, 2086 MiB, 83
2026/03/25 14:26:04.684, 100 %, 74 %, 9528 MiB, 85
2026/03/25 14:26:04.684, 73 %, 25 %, 2086 MiB, 82
2026/03/25 14:26:09.685, 98 %, 75 %, 9528 MiB, 85
2026/03/25 14:26:09.685, 80 %, 25 %, 2086 MiB, 84
2026/03/25 14:26:14.686, 98 %, 78 %, 9528 MiB, 85
2026/03/25 14:26:14.686, 86 %, 25 %, 2086 MiB, 84
2026/03/25 14:26:19.687, 100 %, 84 %, 9528 MiB, 86
2026/03/25 14:26:19.687, 78 %, 34 %, 2086 MiB, 85
2026/03/25 14:26:24.688, 100 %, 78 %, 9528 MiB, 86
2026/03/25 14:26:24.688, 86 %, 26 %, 2086 MiB, 86
2026/03/25 14:26:29.689, 97 %, 75 %, 9528 MiB, 86
2026/03/25 14:26:29.689, 74 %, 25 %, 2086 MiB, 86
2026/03/25 14:26:34.690, 97 %, 77 %, 9528 MiB, 85
2026/03/25 14:26:34.690, 75 %, 32 %, 2086 MiB, 86
2026/03/25 14:26:39.691, 100 %, 79 %, 9528 MiB, 86
2026/03/25 14:26:39.691, 84 %, 40 %, 2086 MiB, 87
2026/03/25 14:26:44.691, 100 %, 76 %, 9528 MiB, 86
2026/03/25 14:26:44.692, 78 %, 26 %, 2086 MiB, 86
2026/03/25 14:26:49.692, 100 %, 77 %, 9528 MiB, 86
2026/03/25 14:26:49.692, 81 %, 25 %, 2086 MiB, 87
2026/03/25 14:26:54.693, 99 %, 76 %, 9528 MiB, 86
2026/03/25 14:26:54.693, 78 %, 30 %, 2086 MiB, 86
2026/03/25 14:26:59.694, 98 %, 78 %, 9528 MiB, 86
2026/03/25 14:26:59.694, 80 %, 31 %, 2086 MiB, 86
2026/03/25 14:27:04.695, 100 %, 83 %, 9528 MiB, 86
2026/03/25 14:27:04.695, 76 %, 28 %, 2086 MiB, 86
2026/03/25 14:27:09.696, 100 %, 80 %, 9528 MiB, 86
2026/03/25 14:27:09.696, 83 %, 38 %, 2086 MiB, 87
2026/03/25 14:27:14.697, 100 %, 77 %, 9528 MiB, 86
2026/03/25 14:27:14.697, 81 %, 25 %, 2086 MiB, 87
2026/03/25 14:27:19.698, 100 %, 77 %, 9528 MiB, 86
2026/03/25 14:27:19.698, 88 %, 27 %, 2086 MiB, 86
2026/03/25 14:27:24.699, 98 %, 76 %, 9528 MiB, 86
