timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu
2026/03/25 14:27:24.699, 84 %, 38 %, 2086 MiB, 87
2026/03/25 14:27:29.700, 98 %, 78 %, 9528 MiB, 86
2026/03/25 14:27:29.700, 77 %, 28 %, 2086 MiB, 86
2026/03/25 14:27:34.700, 99 %, 83 %, 9528 MiB, 86
2026/03/25 14:27:34.701, 84 %, 39 %, 2086 MiB, 87
2026/03/25 14:27:39.702, 99 %, 76 %, 9528 MiB, 86
2026/03/25 14:27:39.702, 77 %, 26 %, 2086 MiB, 86
2026/03/25 14:27:44.703, 100 %, 79 %, 9528 MiB, 86
2026/03/25 14:27:44.703, 83 %, 40 %, 2086 MiB, 87
2026/03/25 14:27:49.705, 98 %, 80 %, 9528 MiB, 86
2026/03/25 14:27:49.705, 86 %, 25 %, 2086 MiB, 86
2026/03/25 14:27:54.706, 98 %, 81 %, 9528 MiB, 86
2026/03/25 14:27:54.706, 71 %, 30 %, 2086 MiB, 87
2026/03/25 14:27:59.707, 98 %, 77 %, 9528 MiB, 86
2026/03/25 14:27:59.707, 85 %, 39 %, 2086 MiB, 87
2026/03/25 14:28:04.707, 100 %, 78 %, 9528 MiB, 86
2026/03/25 14:28:04.708, 83 %, 39 %, 2086 MiB, 87
2026/03/25 14:28:09.708, 98 %, 74 %, 9528 MiB, 86
2026/03/25 14:28:09.709, 84 %, 39 %, 2086 MiB, 87
2026/03/25 14:28:14.709, 98 %, 76 %, 9528 MiB, 86
2026/03/25 14:28:14.709, 82 %, 25 %, 2086 MiB, 87
2026/03/25 14:28:19.711, 98 %, 80 %, 9528 MiB, 86
2026/03/25 14:28:19.711, 77 %, 34 %, 2086 MiB, 87
2026/03/25 14:28:24.712, 100 %, 82 %, 9528 MiB, 86
2026/03/25 14:28:24.712, 84 %, 25 %, 2086 MiB, 86
2026/03/25 14:28:29.713, 100 %, 80 %, 9528 MiB, 86
2026/03/25 14:28:29.713, 84 %, 40 %, 2086 MiB, 86
2026/03/25 14:28:34.714, 100 %, 76 %, 9528 MiB, 86
2026/03/25 14:28:34.714, 87 %, 26 %, 2086 MiB, 87
2026/03/25 14:28:39.715, 98 %, 74 %, 9528 MiB, 86
2026/03/25 14:28:39.715, 82 %, 37 %, 2086 MiB, 87
2026/03/25 14:28:44.716, 98 %, 79 %, 9528 MiB, 86
2026/03/25 14:28:44.716, 78 %, 26 %, 2086 MiB, 86
2026/03/25 14:28:49.716, 100 %, 83 %, 9528 MiB, 86
2026/03/25 14:28:49.717, 86 %, 35 %, 2086 MiB, 87
2026/03/25 14:28:54.717, 100 %, 80 %, 9528 MiB, 86
2026/03/25 14:28:54.718, 80 %, 25 %, 2086 MiB, 87
2026/03/25 14:28:59.719, 100 %, 77 %, 9528 MiB, 86
2026/03/25 14:28:59.719, 87 %, 25 %, 2086 MiB, 86
2026/03/25 14:29:04.720, 100 %, 77 %, 9528 MiB, 86
2026/03/25 14:29:04.720, 79 %, 25 %, 2086 MiB, 86
2026/03/25 14:29:09.721, 98 %, 75 %, 9528 MiB, 86
2026/03/25 14:29:09.721, 72 %, 29 %, 2086 MiB, 86
2026/03/25 14:29:14.722, 99 %, 79 %, 9528 MiB, 86
2026/03/25 14:29:14.724, 85 %, 42 %, 2086 MiB, 87
2026/03/25 14:29:19.725, 97 %, 80 %, 9528 MiB, 86
2026/03/25 14:29:19.725, 77 %, 30 %, 2086 MiB, 86
2026/03/25 14:29:24.739, 99 %, 80 %, 9528 MiB, 86
2026/03/25 14:29:24.739, 80 %, 34 %, 2086 MiB, 86
2026/03/25 14:29:29.740, 99 %, 74 %, 9528 MiB, 86
2026/03/25 14:29:29.740, 87 %, 25 %, 2086 MiB, 86
2026/03/25 14:29:34.741, 100 %, 80 %, 9528 MiB, 86
2026/03/25 14:29:34.741, 86 %, 40 %, 2086 MiB, 86
2026/03/25 14:29:39.742, 98 %, 82 %, 9528 MiB, 86
2026/03/25 14:29:39.742, 84 %, 41 %, 2086 MiB, 87
2026/03/25 14:29:44.743, 98 %, 79 %, 9528 MiB, 86
2026/03/25 14:29:44.743, 83 %, 38 %, 2086 MiB, 86
2026/03/25 14:29:49.745, 99 %, 76 %, 9528 MiB, 86
2026/03/25 14:29:49.745, 78 %, 25 %, 2086 MiB, 86
2026/03/25 14:29:54.746, 100 %, 76 %, 9528 MiB, 86
2026/03/25 14:29:54.746, 77 %, 26 %, 2086 MiB, 86
2026/03/25 14:29:59.747, 98 %, 76 %, 9528 MiB, 86
2026/03/25 14:29:59.747, 87 %, 31 %, 2086 MiB, 86
2026/03/25 14:30:04.748, 98 %, 79 %, 9528 MiB, 86
2026/03/25 14:30:04.748, 87 %, 32 %, 2086 MiB, 86
2026/03/25 14:30:09.749, 100 %, 83 %, 9528 MiB, 86
2026/03/25 14:30:09.749, 86 %, 25 %, 2086 MiB, 86
2026/03/25 14:30:14.750, 100 %, 80 %, 9528 MiB, 86
2026/03/25 14:30:14.750, 84 %, 25 %, 2086 MiB, 86
2026/03/25 14:30:19.751, 100 %, 76 %, 9528 MiB, 86
2026/03/25 14:30:19.751, 81 %, 25 %, 2086 MiB, 86
2026/03/25 14:30:24.752, 100 %, 77 %, 9528 MiB, 86
2026/03/25 14:30:24.752, 77 %, 31 %, 2086 MiB, 86
2026/03/25 14:30:29.753, 98 %, 76 %, 9528 MiB, 86
2026/03/25 14:30:29.753, 84 %, 40 %, 2086 MiB, 86
2026/03/25 14:30:34.754, 98 %, 80 %, 9528 MiB, 86
2026/03/25 14:30:34.754, 84 %, 39 %, 2086 MiB, 86
2026/03/25 14:30:39.754, 100 %, 81 %, 9528 MiB, 86
2026/03/25 14:30:39.755, 83 %, 25 %, 2086 MiB, 86
2026/03/25 14:30:44.755, 100 %, 77 %, 9528 MiB, 86
2026/03/25 14:30:44.755, 86 %, 27 %, 2086 MiB, 86
2026/03/25 14:30:49.756, 98 %, 75 %, 9528 MiB, 86
2026/03/25 14:30:49.756, 87 %, 25 %, 2086 MiB, 86
2026/03/25 14:30:54.757, 98 %, 77 %, 9528 MiB, 86
2026/03/25 14:30:54.757, 87 %, 26 %, 2086 MiB, 86
2026/03/25 14:30:59.758, 97 %, 80 %, 9528 MiB, 86
2026/03/25 14:30:59.758, 87 %, 31 %, 2086 MiB, 87
2026/03/25 14:31:04.759, 98 %, 77 %, 9528 MiB, 86
2026/03/25 14:31:04.759, 84 %, 41 %, 2086 MiB, 86
2026/03/25 14:31:09.760, 99 %, 82 %, 9528 MiB, 86
2026/03/25 14:31:09.760, 77 %, 28 %, 2086 MiB, 86
2026/03/25 14:31:14.761, 98 %, 79 %, 9528 MiB, 86
2026/03/25 14:31:14.761, 85 %, 34 %, 2086 MiB, 86
2026/03/25 14:31:19.891, 98 %, 78 %, 9528 MiB, 86
2026/03/25 14:31:19.891, 66 %, 26 %, 2086 MiB, 86
2026/03/25 14:31:24.893, 100 %, 83 %, 9528 MiB, 86
2026/03/25 14:31:24.906, 0 %, 0 %, 2086 MiB, 85
2026/03/25 14:31:29.907, 100 %, 77 %, 9528 MiB, 86
2026/03/25 14:31:29.907, 84 %, 41 %, 2086 MiB, 86
2026/03/25 14:31:34.908, 98 %, 73 %, 9528 MiB, 86
2026/03/25 14:31:34.908, 68 %, 25 %, 2086 MiB, 85
