timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, power.draw [W]
2026/04/02 18:47:48.082, 2 %, 0 %, 13950 MiB, 85, 125.89 W
2026/04/02 18:47:53.083, 100 %, 100 %, 13950 MiB, 86, 187.37 W
2026/04/02 18:47:58.084, 100 %, 100 %, 13950 MiB, 86, 180.89 W
2026/04/02 18:48:03.084, 100 %, 100 %, 13950 MiB, 86, 175.91 W
2026/04/02 18:48:08.291, 100 %, 100 %, 13950 MiB, 85, 151.29 W
2026/04/02 18:48:13.292, 0 %, 0 %, 13950 MiB, 83, 100.23 W
2026/04/02 18:48:18.292, 0 %, 0 %, 13950 MiB, 82, 96.58 W
2026/04/02 18:48:23.293, 25 %, 18 %, 13950 MiB, 83, 139.53 W
2026/04/02 18:48:28.294, 100 %, 100 %, 13950 MiB, 86, 198.58 W
2026/04/02 18:48:33.294, 100 %, 100 %, 13950 MiB, 86, 190.67 W
2026/04/02 18:48:38.295, 100 %, 100 %, 13950 MiB, 86, 183.12 W
2026/04/02 18:48:43.295, 13 %, 1 %, 13950 MiB, 85, 130.16 W
2026/04/02 18:48:48.296, 100 %, 100 %, 13950 MiB, 86, 191.48 W
2026/04/02 18:48:53.296, 100 %, 100 %, 13950 MiB, 86, 182.49 W
2026/04/02 18:48:58.297, 100 %, 100 %, 13950 MiB, 86, 175.24 W
2026/04/02 18:49:03.298, 0 %, 0 %, 13950 MiB, 85, 117.94 W
2026/04/02 18:49:08.298, 0 %, 0 %, 13950 MiB, 82, 96.82 W
2026/04/02 18:49:13.299, 22 %, 3 %, 13950 MiB, 84, 141.09 W
2026/04/02 18:49:18.299, 0 %, 0 %, 13950 MiB, 81, 95.98 W
2026/04/02 18:49:23.300, 0 %, 0 %, 13950 MiB, 79, 93.90 W
2026/04/02 18:49:28.301, 0 %, 0 %, 13950 MiB, 80, 95.42 W
