timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, power.draw [W]
2026/04/01 16:13:50.637, 0 %, 0 %, 193 MiB, 67, 77.62 W
2026/04/01 16:13:55.642, 0 %, 0 %, 193 MiB, 69, 92.14 W
2026/04/01 16:14:00.643, 0 %, 0 %, 193 MiB, 68, 78.49 W
2026/04/01 16:14:05.644, 0 %, 0 %, 199 MiB, 69, 79.89 W
2026/04/01 16:14:10.695, 15 %, 3 %, 4955 MiB, 72, 108.21 W
2026/04/01 16:14:15.696, 100 %, 100 %, 9039 MiB, 77, 199.28 W
2026/04/01 16:14:20.696, 100 %, 100 %, 9039 MiB, 79, 199.40 W
2026/04/01 16:14:25.697, 100 %, 100 %, 9039 MiB, 81, 199.96 W
2026/04/01 16:14:30.698, 19 %, 3 %, 9039 MiB, 81, 130.86 W
2026/04/01 16:14:35.698, 100 %, 100 %, 9993 MiB, 83, 199.38 W
2026/04/01 16:14:40.784, 100 %, 100 %, 9993 MiB, 84, 199.54 W
2026/04/01 16:14:46.056, 100 %, 100 %, 9993 MiB, 84, 186.28 W
2026/04/01 16:14:51.320, 0 %, 0 %, 9993 MiB, 83, 133.34 W
2026/04/01 16:14:56.321, 0 %, 0 %, 9993 MiB, 80, 94.47 W
2026/04/01 16:15:01.321, 13 %, 2 %, 9993 MiB, 81, 113.33 W
2026/04/01 16:15:06.322, 100 %, 100 %, 9993 MiB, 84, 199.71 W
2026/04/01 16:15:11.323, 100 %, 100 %, 9993 MiB, 84, 192.46 W
2026/04/01 16:15:16.323, 100 %, 100 %, 9993 MiB, 85, 189.10 W
2026/04/01 16:15:21.345, 94 %, 24 %, 9993 MiB, 85, 179.22 W
2026/04/01 16:15:26.345, 100 %, 100 %, 9993 MiB, 86, 199.37 W
2026/04/01 16:15:31.375, 100 %, 100 %, 9993 MiB, 86, 189.17 W
2026/04/01 16:15:36.705, 100 %, 100 %, 9993 MiB, 86, 181.97 W
2026/04/01 16:15:41.946, 100 %, 100 %, 9993 MiB, 86, 176.21 W
2026/04/01 16:15:47.028, 0 %, 0 %, 9993 MiB, 83, 115.01 W
2026/04/01 16:15:52.028, 0 %, 0 %, 9993 MiB, 83, 99.30 W
2026/04/01 16:15:57.095, 11 %, 2 %, 9997 MiB, 83, 134.10 W
2026/04/01 16:16:02.096, 100 %, 100 %, 9997 MiB, 85, 198.35 W
2026/04/01 16:16:07.097, 100 %, 100 %, 9997 MiB, 86, 194.28 W
2026/04/01 16:16:12.097, 100 %, 100 %, 9997 MiB, 86, 188.95 W
2026/04/01 16:16:17.098, 100 %, 100 %, 9997 MiB, 86, 180.68 W
2026/04/01 16:16:22.098, 100 %, 100 %, 9997 MiB, 86, 192.44 W
2026/04/01 16:16:27.099, 100 %, 100 %, 9997 MiB, 86, 185.35 W
2026/04/01 16:16:32.100, 100 %, 100 %, 9997 MiB, 86, 180.12 W
2026/04/01 16:16:37.144, 100 %, 100 %, 9997 MiB, 86, 176.49 W
2026/04/01 16:16:42.401, 0 %, 0 %, 9997 MiB, 83, 97.03 W
2026/04/01 16:16:47.402, 0 %, 0 %, 9997 MiB, 82, 123.62 W
2026/04/01 16:16:52.402, 0 %, 0 %, 9997 MiB, 82, 136.21 W
2026/04/01 16:16:57.403, 100 %, 100 %, 9997 MiB, 85, 198.51 W
2026/04/01 16:17:02.404, 100 %, 100 %, 9997 MiB, 86, 193.14 W
2026/04/01 16:17:07.404, 100 %, 100 %, 9997 MiB, 86, 188.16 W
2026/04/01 16:17:12.405, 20 %, 3 %, 9997 MiB, 84, 122.98 W
2026/04/01 16:17:17.405, 100 %, 100 %, 9997 MiB, 86, 191.81 W
2026/04/01 16:17:22.406, 100 %, 100 %, 9997 MiB, 86, 184.67 W
2026/04/01 16:17:27.406, 100 %, 100 %, 9997 MiB, 86, 180.02 W
2026/04/01 16:17:32.464, 0 %, 0 %, 9997 MiB, 85, 121.13 W
2026/04/01 16:17:37.464, 0 %, 0 %, 9997 MiB, 84, 123.56 W
2026/04/01 16:17:42.465, 0 %, 0 %, 9997 MiB, 83, 111.53 W
2026/04/01 16:17:47.465, 100 %, 100 %, 9997 MiB, 85, 199.46 W
2026/04/01 16:17:52.466, 100 %, 100 %, 9997 MiB, 86, 195.61 W
2026/04/01 16:17:57.467, 100 %, 100 %, 9997 MiB, 86, 192.38 W
2026/04/01 16:18:02.635, 100 %, 100 %, 9997 MiB, 86, 183.82 W
2026/04/01 16:18:07.845, 100 %, 100 %, 9997 MiB, 86, 194.42 W
2026/04/01 16:18:12.846, 100 %, 100 %, 9997 MiB, 86, 187.98 W
2026/04/01 16:18:17.854, 100 %, 100 %, 9997 MiB, 86, 182.06 W
2026/04/01 16:18:23.114, 100 %, 100 %, 9997 MiB, 86, 177.94 W
2026/04/01 16:18:28.425, 0 %, 0 %, 9997 MiB, 83, 97.62 W
2026/04/01 16:18:33.426, 0 %, 0 %, 9997 MiB, 82, 101.00 W
2026/04/01 16:18:38.427, 100 %, 100 %, 10951 MiB, 84, 153.78 W
2026/04/01 16:18:43.427, 100 %, 100 %, 10951 MiB, 85, 198.43 W
2026/04/01 16:18:48.428, 100 %, 100 %, 10951 MiB, 86, 193.38 W
2026/04/01 16:18:53.428, 100 %, 100 %, 10951 MiB, 86, 188.42 W
2026/04/01 16:18:58.429, 18 %, 21 %, 10951 MiB, 84, 133.38 W
2026/04/01 16:19:03.430, 100 %, 100 %, 10951 MiB, 86, 190.99 W
2026/04/01 16:19:08.430, 100 %, 100 %, 10951 MiB, 86, 185.97 W
2026/04/01 16:19:13.431, 100 %, 100 %, 10951 MiB, 86, 179.83 W
2026/04/01 16:19:18.431, 0 %, 0 %, 10951 MiB, 85, 126.72 W
2026/04/01 16:19:23.432, 0 %, 0 %, 10951 MiB, 84, 118.98 W
2026/04/01 16:19:28.509, 19 %, 3 %, 10951 MiB, 83, 139.98 W
2026/04/01 16:19:33.509, 100 %, 100 %, 10951 MiB, 85, 198.94 W
2026/04/01 16:19:38.510, 100 %, 100 %, 10951 MiB, 86, 194.35 W
2026/04/01 16:19:43.511, 100 %, 100 %, 10951 MiB, 86, 187.36 W
2026/04/01 16:19:48.511, 0 %, 0 %, 10951 MiB, 84, 119.95 W
2026/04/01 16:19:53.512, 100 %, 100 %, 10951 MiB, 86, 190.44 W
2026/04/01 16:19:58.512, 100 %, 100 %, 10951 MiB, 86, 185.25 W
2026/04/01 16:20:03.635, 0 %, 0 %, 10951 MiB, 85, 161.81 W
2026/04/01 16:20:08.636, 0 %, 0 %, 10951 MiB, 82, 102.85 W
2026/04/01 16:20:13.636, 26 %, 4 %, 10951 MiB, 84, 141.71 W
