timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, power.draw [W]
2026/04/01 16:20:18.637, 0 %, 0 %, 10951 MiB, 83, 125.40 W
2026/04/01 16:20:23.637, 0 %, 0 %, 10951 MiB, 80, 102.09 W
2026/04/01 16:20:28.638, 100 %, 100 %, 10951 MiB, 83, 195.91 W
2026/04/01 16:20:33.639, 100 %, 100 %, 10951 MiB, 84, 197.66 W
2026/04/01 16:20:38.639, 100 %, 100 %, 10951 MiB, 85, 191.38 W
2026/04/01 16:20:43.640, 100 %, 100 %, 10951 MiB, 85, 186.24 W
2026/04/01 16:20:48.640, 29 %, 16 %, 10951 MiB, 85, 156.45 W
2026/04/01 16:20:53.641, 100 %, 100 %, 10951 MiB, 86, 196.14 W
2026/04/01 16:20:58.873, 100 %, 100 %, 10951 MiB, 86, 188.25 W
2026/04/01 16:21:04.179, 100 %, 100 %, 10951 MiB, 86, 181.89 W
2026/04/01 16:21:09.360, 0 %, 0 %, 10951 MiB, 84, 110.15 W
2026/04/01 16:21:14.360, 0 %, 0 %, 10951 MiB, 83, 99.69 W
2026/04/01 16:21:19.361, 19 %, 3 %, 10951 MiB, 83, 138.72 W
2026/04/01 16:21:24.361, 100 %, 100 %, 10951 MiB, 85, 198.51 W
2026/04/01 16:21:29.362, 100 %, 100 %, 10951 MiB, 86, 194.43 W
2026/04/01 16:21:34.363, 100 %, 100 %, 10951 MiB, 86, 187.44 W
2026/04/01 16:21:39.363, 1 %, 0 %, 10951 MiB, 84, 127.20 W
2026/04/01 16:21:44.364, 100 %, 100 %, 10951 MiB, 86, 191.95 W
2026/04/01 16:21:49.364, 100 %, 100 %, 10951 MiB, 86, 185.16 W
2026/04/01 16:21:54.365, 100 %, 100 %, 10951 MiB, 86, 180.53 W
2026/04/01 16:21:59.365, 34 %, 39 %, 10951 MiB, 86, 172.38 W
2026/04/01 16:22:04.366, 0 %, 0 %, 10951 MiB, 84, 106.02 W
2026/04/01 16:22:09.367, 0 %, 0 %, 10951 MiB, 82, 106.15 W
2026/04/01 16:22:14.367, 100 %, 100 %, 10951 MiB, 85, 199.01 W
2026/04/01 16:22:19.368, 100 %, 100 %, 10951 MiB, 86, 196.95 W
2026/04/01 16:22:24.368, 100 %, 100 %, 10951 MiB, 86, 191.94 W
2026/04/01 16:22:29.369, 100 %, 100 %, 10951 MiB, 86, 183.59 W
2026/04/01 16:22:34.369, 100 %, 100 %, 10951 MiB, 86, 177.09 W
2026/04/01 16:22:39.370, 100 %, 100 %, 10951 MiB, 86, 187.98 W
2026/04/01 16:22:44.414, 100 %, 100 %, 10951 MiB, 86, 182.26 W
2026/04/01 16:22:49.610, 100 %, 100 %, 10951 MiB, 86, 177.99 W
2026/04/01 16:22:54.884, 0 %, 0 %, 10951 MiB, 84, 113.47 W
2026/04/01 16:22:59.885, 0 %, 0 %, 10951 MiB, 83, 108.09 W
2026/04/01 16:23:04.942, 17 %, 3 %, 10951 MiB, 83, 129.38 W
2026/04/01 16:23:09.943, 100 %, 100 %, 10951 MiB, 85, 199.06 W
2026/04/01 16:23:14.943, 100 %, 100 %, 10951 MiB, 85, 194.35 W
2026/04/01 16:23:19.944, 100 %, 100 %, 10951 MiB, 86, 189.90 W
2026/04/01 16:23:24.944, 100 %, 100 %, 10951 MiB, 85, 180.52 W
2026/04/01 16:23:29.945, 100 %, 100 %, 10951 MiB, 86, 195.37 W
2026/04/01 16:23:34.946, 100 %, 100 %, 10951 MiB, 86, 188.12 W
2026/04/01 16:23:39.946, 100 %, 100 %, 10951 MiB, 86, 183.15 W
2026/04/01 16:23:45.090, 100 %, 100 %, 10951 MiB, 86, 178.05 W
2026/04/01 16:23:50.108, 0 %, 0 %, 10951 MiB, 83, 105.84 W
2026/04/01 16:23:55.109, 0 %, 0 %, 10951 MiB, 82, 106.41 W
2026/04/01 16:24:00.109, 100 %, 100 %, 10951 MiB, 85, 199.32 W
2026/04/01 16:24:05.110, 100 %, 100 %, 10951 MiB, 86, 196.73 W
2026/04/01 16:24:10.111, 100 %, 100 %, 10951 MiB, 86, 192.62 W
2026/04/01 16:24:15.111, 100 %, 100 %, 10951 MiB, 86, 185.43 W
2026/04/01 16:24:20.121, 100 %, 100 %, 10951 MiB, 86, 186.66 W
2026/04/01 16:24:25.122, 100 %, 100 %, 10951 MiB, 86, 189.08 W
2026/04/01 16:24:30.122, 100 %, 100 %, 10951 MiB, 86, 183.33 W
2026/04/01 16:24:35.123, 100 %, 100 %, 10951 MiB, 86, 179.39 W
2026/04/01 16:24:40.305, 0 %, 0 %, 10951 MiB, 84, 116.61 W
2026/04/01 16:24:45.306, 0 %, 0 %, 10951 MiB, 83, 127.43 W
2026/04/01 16:24:50.306, 18 %, 3 %, 10951 MiB, 83, 139.31 W
2026/04/01 16:24:55.307, 100 %, 100 %, 10951 MiB, 85, 199.10 W
2026/04/01 16:25:00.308, 100 %, 100 %, 10951 MiB, 86, 194.48 W
2026/04/01 16:25:05.308, 100 %, 100 %, 10951 MiB, 86, 188.83 W
2026/04/01 16:25:10.309, 20 %, 3 %, 10951 MiB, 84, 122.13 W
2026/04/01 16:25:15.309, 100 %, 100 %, 10951 MiB, 86, 193.78 W
2026/04/01 16:25:20.502, 100 %, 100 %, 10951 MiB, 86, 186.54 W
2026/04/01 16:25:25.695, 100 %, 100 %, 10951 MiB, 86, 181.18 W
2026/04/01 16:25:30.911, 0 %, 0 %, 10951 MiB, 84, 120.87 W
2026/04/01 16:25:35.911, 0 %, 0 %, 10951 MiB, 83, 102.64 W
2026/04/01 16:25:40.912, 12 %, 2 %, 10951 MiB, 83, 109.79 W
2026/04/01 16:25:45.913, 100 %, 100 %, 10951 MiB, 85, 198.65 W
2026/04/01 16:25:50.913, 100 %, 100 %, 10951 MiB, 86, 194.80 W
2026/04/01 16:25:55.914, 100 %, 100 %, 10951 MiB, 86, 191.56 W
2026/04/01 16:26:00.976, 100 %, 100 %, 10951 MiB, 86, 184.63 W
2026/04/01 16:26:06.199, 100 %, 100 %, 10951 MiB, 86, 193.92 W
2026/04/01 16:26:11.200, 100 %, 100 %, 10951 MiB, 86, 187.15 W
2026/04/01 16:26:16.495, 100 %, 100 %, 10951 MiB, 86, 180.21 W
2026/04/01 16:26:21.719, 0 %, 0 %, 10951 MiB, 85, 120.40 W
2026/04/01 16:26:26.720, 100 %, 3 %, 10951 MiB, 84, 131.85 W
2026/04/01 16:26:31.720, 0 %, 0 %, 10951 MiB, 83, 126.52 W
2026/04/01 16:26:36.721, 0 %, 0 %, 10951 MiB, 81, 106.62 W
2026/04/01 16:26:41.721, 17 %, 3 %, 10951 MiB, 81, 129.13 W
2026/04/01 16:26:46.722, 100 %, 100 %, 10951 MiB, 84, 199.34 W
2026/04/01 16:26:51.722, 100 %, 100 %, 10951 MiB, 84, 193.15 W
2026/04/01 16:26:56.723, 100 %, 100 %, 10951 MiB, 85, 188.02 W
2026/04/01 16:27:01.724, 18 %, 3 %, 10951 MiB, 84, 140.36 W
2026/04/01 16:27:06.724, 100 %, 100 %, 10951 MiB, 86, 199.30 W
2026/04/01 16:27:11.725, 100 %, 100 %, 10951 MiB, 86, 190.82 W
2026/04/01 16:27:16.725, 100 %, 100 %, 10951 MiB, 86, 184.29 W
2026/04/01 16:27:21.726, 100 %, 100 %, 10951 MiB, 86, 173.95 W
2026/04/01 16:27:26.727, 0 %, 0 %, 10951 MiB, 84, 111.20 W
2026/04/01 16:27:31.727, 0 %, 0 %, 10951 MiB, 81, 96.18 W
2026/04/01 16:27:36.728, 18 %, 21 %, 10951 MiB, 84, 158.92 W
2026/04/01 16:27:41.728, 100 %, 100 %, 10951 MiB, 85, 198.69 W
2026/04/01 16:27:46.729, 100 %, 100 %, 10951 MiB, 86, 193.37 W
2026/04/01 16:27:51.729, 100 %, 100 %, 10951 MiB, 86, 188.53 W
2026/04/01 16:27:56.730, 31 %, 20 %, 10951 MiB, 85, 129.20 W
2026/04/01 16:28:01.730, 100 %, 100 %, 10951 MiB, 86, 190.12 W
2026/04/01 16:28:06.731, 100 %, 100 %, 10951 MiB, 86, 183.97 W
2026/04/01 16:28:11.758, 100 %, 100 %, 10951 MiB, 86, 178.44 W
2026/04/01 16:28:17.134, 0 %, 0 %, 10951 MiB, 85, 120.02 W
2026/04/01 16:28:22.135, 0 %, 0 %, 10951 MiB, 84, 97.18 W
2026/04/01 16:28:27.135, 25 %, 2 %, 10951 MiB, 83, 107.83 W
2026/04/01 16:28:32.136, 100 %, 100 %, 10951 MiB, 85, 199.11 W
2026/04/01 16:28:37.136, 100 %, 100 %, 10951 MiB, 86, 195.56 W
2026/04/01 16:28:42.137, 100 %, 100 %, 10951 MiB, 86, 189.11 W
2026/04/01 16:28:47.137, 100 %, 100 %, 10951 MiB, 86, 181.25 W
2026/04/01 16:28:52.138, 100 %, 100 %, 10951 MiB, 86, 191.94 W
2026/04/01 16:28:57.139, 100 %, 100 %, 10951 MiB, 86, 185.51 W
2026/04/01 16:29:02.447, 100 %, 100 %, 10951 MiB, 86, 179.98 W
2026/04/01 16:29:07.690, 100 %, 100 %, 10951 MiB, 86, 176.01 W
2026/04/01 16:29:12.907, 0 %, 0 %, 10951 MiB, 83, 105.64 W
2026/04/01 16:29:17.908, 0 %, 0 %, 10951 MiB, 83, 110.75 W
2026/04/01 16:29:22.909, 100 %, 100 %, 10951 MiB, 85, 198.73 W
2026/04/01 16:29:27.909, 100 %, 100 %, 10951 MiB, 86, 196.04 W
2026/04/01 16:29:32.910, 100 %, 100 %, 10951 MiB, 86, 189.26 W
2026/04/01 16:29:37.910, 100 %, 100 %, 10951 MiB, 86, 182.78 W
2026/04/01 16:29:43.164, 100 %, 100 %, 10951 MiB, 86, 196.23 W
2026/04/01 16:29:48.164, 100 %, 100 %, 10951 MiB, 86, 187.86 W
2026/04/01 16:29:53.165, 100 %, 100 %, 10951 MiB, 86, 183.27 W
2026/04/01 16:29:58.249, 100 %, 100 %, 10951 MiB, 86, 178.24 W
2026/04/01 16:30:03.393, 0 %, 0 %, 10951 MiB, 84, 113.45 W
2026/04/01 16:30:08.393, 0 %, 0 %, 10951 MiB, 84, 127.90 W
2026/04/01 16:30:13.394, 17 %, 3 %, 10951 MiB, 83, 118.53 W
2026/04/01 16:30:18.395, 100 %, 100 %, 10951 MiB, 85, 198.82 W
2026/04/01 16:30:23.395, 100 %, 100 %, 10951 MiB, 86, 194.44 W
2026/04/01 16:30:28.396, 100 %, 100 %, 10951 MiB, 86, 190.80 W
2026/04/01 16:30:33.397, 100 %, 100 %, 10951 MiB, 86, 183.06 W
2026/04/01 16:30:38.397, 100 %, 100 %, 10951 MiB, 86, 193.49 W
2026/04/01 16:30:43.398, 100 %, 100 %, 10951 MiB, 86, 187.11 W
2026/04/01 16:30:48.458, 100 %, 100 %, 10951 MiB, 86, 181.34 W
2026/04/01 16:30:53.655, 100 %, 100 %, 10951 MiB, 86, 176.61 W
2026/04/01 16:30:58.787, 0 %, 0 %, 10951 MiB, 83, 106.18 W
2026/04/01 16:31:03.788, 0 %, 0 %, 10951 MiB, 82, 112.61 W
2026/04/01 16:31:08.788, 100 %, 100 %, 10951 MiB, 84, 199.72 W
2026/04/01 16:31:13.789, 100 %, 100 %, 10951 MiB, 85, 197.37 W
2026/04/01 16:31:18.790, 100 %, 100 %, 10951 MiB, 86, 192.94 W
2026/04/01 16:31:23.790, 100 %, 100 %, 10951 MiB, 86, 186.52 W
2026/04/01 16:31:28.971, 18 %, 21 %, 10951 MiB, 86, 161.80 W
2026/04/01 16:31:33.972, 100 %, 100 %, 10951 MiB, 86, 189.40 W
2026/04/01 16:31:38.982, 100 %, 100 %, 10951 MiB, 86, 183.71 W
2026/04/01 16:31:44.199, 100 %, 100 %, 10951 MiB, 86, 178.94 W
2026/04/01 16:31:49.355, 0 %, 0 %, 10951 MiB, 84, 108.44 W
2026/04/01 16:31:54.356, 0 %, 0 %, 10951 MiB, 84, 118.50 W
2026/04/01 16:31:59.467, 18 %, 3 %, 10951 MiB, 83, 139.22 W
2026/04/01 16:32:04.468, 100 %, 100 %, 10951 MiB, 85, 199.20 W
2026/04/01 16:32:09.468, 100 %, 100 %, 10951 MiB, 86, 194.88 W
2026/04/01 16:32:14.469, 100 %, 100 %, 10951 MiB, 86, 187.49 W
2026/04/01 16:32:19.469, 17 %, 2 %, 10951 MiB, 84, 120.03 W
2026/04/01 16:32:24.470, 100 %, 100 %, 10951 MiB, 86, 190.88 W
2026/04/01 16:32:29.650, 100 %, 100 %, 10951 MiB, 86, 183.07 W
2026/04/01 16:32:34.988, 0 %, 0 %, 10951 MiB, 84, 123.45 W
2026/04/01 16:32:39.989, 0 %, 0 %, 10951 MiB, 82, 96.58 W
2026/04/01 16:32:44.990, 26 %, 4 %, 10951 MiB, 84, 132.61 W
2026/04/01 16:32:49.990, 0 %, 0 %, 10951 MiB, 83, 126.27 W
2026/04/01 16:32:54.991, 0 %, 0 %, 10951 MiB, 81, 98.49 W
2026/04/01 16:32:59.991, 100 %, 100 %, 10951 MiB, 82, 144.27 W
2026/04/01 16:33:04.992, 100 %, 100 %, 10951 MiB, 84, 198.23 W
2026/04/01 16:33:09.993, 100 %, 100 %, 10951 MiB, 85, 190.52 W
2026/04/01 16:33:14.993, 100 %, 100 %, 10951 MiB, 85, 187.53 W
2026/04/01 16:33:19.994, 0 %, 0 %, 10951 MiB, 84, 135.46 W
2026/04/01 16:33:24.994, 100 %, 100 %, 10951 MiB, 86, 194.67 W
2026/04/01 16:33:29.995, 100 %, 100 %, 10951 MiB, 86, 185.63 W
2026/04/01 16:33:34.996, 100 %, 100 %, 10951 MiB, 86, 180.34 W
2026/04/01 16:33:40.048, 0 %, 0 %, 10951 MiB, 85, 124.45 W
2026/04/01 16:33:45.049, 0 %, 0 %, 10951 MiB, 84, 118.84 W
2026/04/01 16:33:50.049, 100 %, 3 %, 10951 MiB, 83, 126.23 W
2026/04/01 16:33:55.050, 100 %, 100 %, 10951 MiB, 85, 199.12 W
2026/04/01 16:34:00.050, 100 %, 100 %, 10951 MiB, 86, 194.26 W
2026/04/01 16:34:05.051, 100 %, 100 %, 10951 MiB, 86, 186.18 W
2026/04/01 16:34:10.051, 100 %, 100 %, 10951 MiB, 86, 179.06 W
2026/04/01 16:34:15.073, 100 %, 100 %, 10951 MiB, 86, 192.57 W
2026/04/01 16:34:20.074, 100 %, 100 %, 10951 MiB, 86, 184.05 W
2026/04/01 16:34:25.180, 100 %, 100 %, 10951 MiB, 86, 178.15 W
2026/04/01 16:34:30.592, 100 %, 100 %, 10951 MiB, 86, 174.26 W
2026/04/01 16:34:35.808, 0 %, 0 %, 10951 MiB, 84, 115.17 W
2026/04/01 16:34:40.808, 0 %, 0 %, 10951 MiB, 82, 114.79 W
2026/04/01 16:34:45.809, 16 %, 3 %, 10951 MiB, 83, 132.01 W
2026/04/01 16:34:50.810, 100 %, 100 %, 10951 MiB, 85, 198.22 W
2026/04/01 16:34:55.810, 100 %, 100 %, 10951 MiB, 86, 194.52 W
2026/04/01 16:35:00.811, 100 %, 100 %, 10951 MiB, 86, 185.29 W
2026/04/01 16:35:05.811, 18 %, 3 %, 10951 MiB, 85, 150.05 W
2026/04/01 16:35:10.812, 100 %, 100 %, 10951 MiB, 86, 190.78 W
2026/04/01 16:35:15.813, 100 %, 100 %, 10951 MiB, 86, 183.69 W
2026/04/01 16:35:20.813, 100 %, 100 %, 10951 MiB, 86, 177.64 W
2026/04/01 16:35:25.814, 100 %, 100 %, 10951 MiB, 86, 174.66 W
2026/04/01 16:35:30.814, 0 %, 0 %, 10951 MiB, 83, 97.98 W
2026/04/01 16:35:35.815, 0 %, 0 %, 10951 MiB, 82, 114.04 W
2026/04/01 16:35:40.816, 100 %, 100 %, 10951 MiB, 84, 126.99 W
2026/04/01 16:35:45.816, 100 %, 100 %, 10951 MiB, 86, 197.81 W
2026/04/01 16:35:50.817, 100 %, 100 %, 10951 MiB, 86, 191.49 W
2026/04/01 16:35:55.817, 100 %, 100 %, 10951 MiB, 86, 184.95 W
2026/04/01 16:36:00.911, 19 %, 3 %, 10951 MiB, 84, 118.02 W
2026/04/01 16:36:05.911, 100 %, 100 %, 10951 MiB, 86, 188.62 W
2026/04/01 16:36:10.912, 100 %, 100 %, 10951 MiB, 86, 182.78 W
2026/04/01 16:36:16.084, 100 %, 100 %, 10951 MiB, 86, 178.00 W
2026/04/01 16:36:21.281, 0 %, 0 %, 10951 MiB, 85, 119.38 W
2026/04/01 16:36:26.282, 0 %, 0 %, 10951 MiB, 83, 111.04 W
2026/04/01 16:36:31.282, 18 %, 3 %, 10951 MiB, 83, 133.75 W
2026/04/01 16:36:36.283, 100 %, 100 %, 10951 MiB, 85, 198.48 W
2026/04/01 16:36:41.284, 100 %, 100 %, 10951 MiB, 86, 194.65 W
2026/04/01 16:36:46.284, 100 %, 100 %, 10951 MiB, 86, 187.00 W
2026/04/01 16:36:51.285, 18 %, 3 %, 10951 MiB, 85, 162.97 W
2026/04/01 16:36:56.285, 100 %, 100 %, 10951 MiB, 86, 192.77 W
2026/04/01 16:37:01.286, 100 %, 100 %, 10951 MiB, 86, 184.32 W
2026/04/01 16:37:06.287, 100 %, 100 %, 10951 MiB, 86, 178.79 W
2026/04/01 16:37:11.287, 100 %, 100 %, 10951 MiB, 86, 175.10 W
2026/04/01 16:37:16.288, 0 %, 0 %, 10951 MiB, 83, 97.11 W
2026/04/01 16:37:21.288, 0 %, 0 %, 10951 MiB, 81, 95.60 W
2026/04/01 16:37:26.289, 100 %, 100 %, 10951 MiB, 84, 186.52 W
2026/04/01 16:37:31.289, 100 %, 100 %, 10951 MiB, 85, 196.62 W
2026/04/01 16:37:36.290, 100 %, 100 %, 10951 MiB, 86, 192.79 W
2026/04/01 16:37:41.291, 100 %, 100 %, 10951 MiB, 86, 187.80 W
2026/04/01 16:37:46.291, 96 %, 100 %, 10951 MiB, 83, 122.08 W
2026/04/01 16:37:51.292, 100 %, 100 %, 10951 MiB, 86, 190.02 W
2026/04/01 16:37:56.292, 100 %, 100 %, 10951 MiB, 86, 183.79 W
2026/04/01 16:38:01.293, 100 %, 100 %, 10951 MiB, 86, 178.25 W
2026/04/01 16:38:06.294, 0 %, 0 %, 10951 MiB, 85, 123.57 W
2026/04/01 16:38:11.294, 0 %, 0 %, 10951 MiB, 82, 96.23 W
2026/04/01 16:38:16.295, 19 %, 3 %, 10951 MiB, 83, 135.83 W
2026/04/01 16:38:21.295, 100 %, 100 %, 10951 MiB, 85, 199.38 W
2026/04/01 16:38:26.296, 100 %, 100 %, 10951 MiB, 86, 194.76 W
2026/04/01 16:38:31.297, 100 %, 100 %, 10951 MiB, 86, 188.99 W
2026/04/01 16:38:36.297, 17 %, 2 %, 10951 MiB, 84, 133.35 W
2026/04/01 16:38:41.298, 100 %, 100 %, 10951 MiB, 86, 191.33 W
2026/04/01 16:38:46.298, 100 %, 100 %, 10951 MiB, 86, 183.32 W
2026/04/01 16:38:51.299, 100 %, 100 %, 10951 MiB, 86, 177.11 W
2026/04/01 16:38:56.300, 0 %, 0 %, 10951 MiB, 82, 96.37 W
2026/04/01 16:39:01.300, 0 %, 0 %, 10951 MiB, 81, 95.09 W
2026/04/01 16:39:06.301, 0 %, 0 %, 10951 MiB, 80, 100.34 W
2026/04/01 16:39:11.301, 0 %, 0 %, 10951 MiB, 79, 92.46 W
2026/04/01 16:39:16.302, 17 %, 3 %, 10951 MiB, 80, 125.82 W
2026/04/01 16:39:21.302, 100 %, 100 %, 10951 MiB, 83, 199.32 W
2026/04/01 16:39:26.303, 100 %, 100 %, 10951 MiB, 84, 196.63 W
2026/04/01 16:39:31.304, 100 %, 100 %, 10951 MiB, 84, 186.67 W
2026/04/01 16:39:36.304, 19 %, 3 %, 10951 MiB, 84, 146.64 W
2026/04/01 16:39:41.305, 100 %, 100 %, 10951 MiB, 86, 199.16 W
2026/04/01 16:39:46.305, 100 %, 100 %, 10951 MiB, 86, 188.72 W
2026/04/01 16:39:51.306, 100 %, 100 %, 10951 MiB, 86, 182.33 W
2026/04/01 16:39:56.307, 0 %, 0 %, 10951 MiB, 85, 163.91 W
2026/04/01 16:40:01.307, 0 %, 0 %, 10951 MiB, 82, 96.38 W
2026/04/01 16:40:06.308, 0 %, 0 %, 10951 MiB, 81, 95.34 W
2026/04/01 16:40:11.308, 100 %, 100 %, 10951 MiB, 84, 199.15 W
2026/04/01 16:40:16.309, 100 %, 100 %, 10951 MiB, 85, 196.64 W
2026/04/01 16:40:21.310, 100 %, 100 %, 10951 MiB, 86, 191.42 W
2026/04/01 16:40:26.310, 100 %, 100 %, 10951 MiB, 86, 181.93 W
2026/04/01 16:40:31.311, 100 %, 100 %, 10951 MiB, 86, 157.14 W
2026/04/01 16:40:36.311, 100 %, 100 %, 10951 MiB, 86, 185.63 W
2026/04/01 16:40:41.312, 100 %, 100 %, 10951 MiB, 86, 179.29 W
2026/04/01 16:40:46.312, 100 %, 100 %, 10951 MiB, 86, 175.03 W
2026/04/01 16:40:51.313, 0 %, 0 %, 10951 MiB, 84, 112.74 W
