timestamp,gpu_index,power_draw_W
1623040656.151,0,56.01
1623040656.254,0,55.93
1623040656.357,0,55.95
1623040656.46,0,55.93
1623040656.563,0,55.88
1623040656.666,0,56.07
1623040656.769,0,56.04
1623040656.874,0,55.91
1623040656.976,0,55.94
1623040657.079,0,55.83
1623040657.182,0,55.85
1623040657.285,0,55.87
1623040657.388,0,55.8
1623040657.491,0,55.89
1623040657.594,0,55.85
1623040657.696,0,55.75
1623040657.799,0,55.85
1623040657.904,0,55.76
1623040658.007,0,55.91
1623040658.11,0,55.81
1623040658.213,0,55.77
1623040658.316,0,55.72
1623040658.419,0,55.63
1623040658.521,0,55.63
1623040658.624,0,55.62
1623040658.727,0,55.68
1623040658.83,0,55.66
1623040658.936,0,55.75
1623040659.039,0,55.68
1623040659.142,0,55.62
1623040659.245,0,55.7
1623040659.348,0,55.61
1623040659.451,0,55.64
1623040659.554,0,55.66
1623040659.657,0,55.65
1623040659.76,0,55.59
1623040659.862,0,55.47
1623040659.965,0,55.51
1623040660.068,0,55.45
1623040660.174,0,55.57
1623040660.277,0,55.5
1623040660.38,0,55.62
1623040660.482,0,55.63
1623040660.585,0,55.52
1623040660.689,0,55.64
1623040660.792,0,55.51
1623040660.895,0,55.5
1623040660.998,0,54.79
1623040661.101,0,54.85
1623040661.204,0,55.35
1623040661.307,0,55.38
1623040661.41,0,55.3
1623040661.513,0,55.34
1623040661.616,0,55.32
1623040661.719,0,55.38
1623040661.822,0,55.46
1623040661.93,0,55.47
1623040662.034,0,55.33
1623040662.137,0,55.37
1623040662.24,0,55.34
1623040662.343,0,55.3
1623040662.446,0,55.36
1623040662.549,0,55.3
1623040662.652,0,55.26
1623040662.755,0,55.26
1623040662.858,0,55.39
1623040662.961,0,55.34
1623040663.064,0,55.34
1623040663.167,0,55.32
1623040663.27,0,55.25
1623040663.373,0,55.24
1623040663.476,0,55.18
1623040663.579,0,55.37
1623040663.682,0,55.38
1623040663.785,0,55.24
1623040663.888,0,55.2
1623040663.991,0,55.24
1623040664.097,0,55.19
1623040664.2,0,55.19
1623040664.303,0,55.24
1623040664.406,0,55.2
1623040664.509,0,55.17
1623040664.612,0,55.2
1623040664.715,0,55.04
1623040664.818,0,55.14
1623040664.921,0,55.04
1623040665.024,0,55.19
1623040665.127,0,55.17
1623040665.23,0,55.05
1623040665.333,0,55.01
1623040665.436,0,55.03
1623040665.539,0,55.03
1623040665.644,0,54.99
1623040665.747,0,55.07
1623040665.85,0,55.09
1623040665.953,0,55.04
1623040666.056,0,55.03
1623040666.159,0,54.94
1623040666.263,0,54.95
1623040666.367,0,55.09
1623040666.47,0,55.03
1623040666.573,0,54.86
1623040666.676,0,55.08
1623040666.779,0,54.96
1623040666.882,0,54.97
1623040666.987,0,54.84
1623040667.09,0,54.98
1623040667.193,0,54.8
1623040667.296,0,54.93
1623040667.399,0,54.81
1623040667.503,0,54.8
1623040667.611,0,54.72
1623040667.714,0,54.9
1623040667.817,0,55.0
1623040667.92,0,54.74
1623040668.023,0,54.89
1623040668.126,0,54.76
1623040668.232,0,54.77
1623040668.335,0,54.78
1623040668.438,0,54.88
1623040668.541,0,54.85
1623040668.644,0,54.7
1623040668.747,0,54.78
1623040668.868,0,54.74
1623040668.974,0,54.76
1623040669.077,0,59.49
1623040669.18,0,54.75
1623040669.283,0,54.72
1623040669.386,0,54.8
1623040669.489,0,54.81
1623040669.595,0,54.83
1623040669.698,0,54.79
1623040669.801,0,54.73
1623040669.904,0,54.62
1623040670.007,0,54.84
1623040670.112,0,54.74
1623040670.216,0,54.65
1623040670.319,0,54.74
1623040670.423,0,54.6
1623040670.526,0,54.55
1623040670.629,0,54.61
1623040670.732,0,54.64
1623040670.838,0,54.65
1623040670.941,0,54.71
1623040671.044,0,54.66
1623040671.147,0,54.69
1623040671.25,0,54.59
1623040671.353,0,54.39
1623040671.456,0,54.59
1623040671.56,0,54.43
1623040671.663,0,54.62
1623040671.766,0,54.64
1623040671.869,0,54.54
1623040671.972,0,54.54
1623040672.075,0,54.49
1623040672.181,0,54.47
1623040672.284,0,54.37
1623040672.387,0,54.53
1623040672.49,0,54.46
1623040672.593,0,54.4
1623040672.696,0,54.55
1623040672.799,0,54.37
1623040672.903,0,54.39
1623040673.006,0,54.35
1623040673.109,0,54.39
1623040673.212,0,54.32
1623040673.315,0,54.37
1623040673.42,0,54.53
1623040673.525,0,54.36
1623040673.628,0,54.47
1623040673.731,0,54.44
1623040673.834,0,54.47
1623040673.937,0,54.37
1623040674.04,0,54.34
1623040674.146,0,54.41
1623040674.25,0,54.3
1623040674.353,0,54.35
1623040674.456,0,54.44
1623040674.559,0,54.48
1623040674.662,0,54.38
1623040674.767,0,54.26
1623040674.871,0,54.13
1623040674.974,0,54.17
1623040675.077,0,54.27
1623040675.18,0,54.28
1623040675.283,0,54.21
1623040675.389,0,54.38
1623040675.492,0,54.3
1623040675.595,0,54.42
1623040675.698,0,54.32
1623040675.801,0,54.33
1623040675.904,0,54.32
1623040676.01,0,54.15
1623040676.113,0,54.22
1623040676.216,0,54.19
1623040676.319,0,54.24
1623040676.424,0,54.25
1623040676.532,0,54.14
1623040676.635,0,54.19
1623040676.738,0,54.25
1623040676.841,0,54.08
1623040676.944,0,54.18
1623040677.047,0,54.15
1623040677.153,0,54.3
1623040677.256,0,54.19
1623040677.359,0,54.03
1623040677.462,0,54.09
1623040677.565,0,54.08
1623040677.668,0,54.08
1623040677.774,0,54.14
1623040677.877,0,54.07
1623040677.981,0,54.07
1623040678.084,0,54.16
1623040678.187,0,54.09
1623040678.29,0,53.99
1623040678.396,0,54.24
1623040678.499,0,54.21
1623040678.602,0,54.13
1623040678.705,0,54.16
1623040678.808,0,54.05
1623040678.911,0,54.03
1623040679.014,0,53.99
1623040679.118,0,54.05
1623040679.221,0,53.95
1623040679.324,0,54.09
1623040679.427,0,54.04
1623040679.531,0,53.99
1623040679.634,0,53.95
1623040679.739,0,53.96
1623040679.842,0,53.97
1623040679.945,0,54.03
1623040680.048,0,53.9
1623040680.151,0,54.02
1623040680.254,0,53.89
1623040680.36,0,53.9
1623040680.463,0,53.91
1623040680.566,0,53.76
1623040680.669,0,53.91
1623040680.772,0,53.75
1623040680.875,0,53.86
1623040680.981,0,53.86
1623040681.085,0,53.9
1623040681.187,0,53.89
1623040681.291,0,53.76
1623040681.393,0,53.89
1623040681.497,0,53.76
1623040681.603,0,53.84
1623040681.706,0,53.78
1623040681.809,0,53.77
1623040681.912,0,53.72
1623040682.015,0,53.66
1623040682.118,0,53.84
1623040682.224,0,53.76
1623040682.327,0,53.75
1623040682.43,0,53.75
1623040682.533,0,53.9
1623040682.637,0,53.79
1623040682.741,0,53.82
1623040682.845,0,53.78
1623040682.948,0,53.64
1623040683.052,0,53.84
1623040683.155,0,53.75
1623040683.258,0,53.77
1623040683.361,0,53.89
1623040683.467,0,53.71
1623040683.57,0,53.83
1623040683.673,0,53.72
1623040683.776,0,53.76
1623040683.879,0,53.71
1623040683.982,0,53.62
1623040684.088,0,53.59
1623040684.191,0,53.64
1623040684.294,0,53.62
1623040684.397,0,53.71
1623040684.5,0,53.69
1623040684.603,0,53.75
1623040684.709,0,53.69
1623040684.812,0,53.63
1623040684.915,0,53.98
1623040685.018,0,53.75
1623040685.121,0,53.7
1623040685.224,0,54.31
1623040685.33,0,53.63
1623040685.433,0,53.71
1623040685.536,0,53.7
1623040685.64,0,65.34
1623040685.743,0,53.8
1623040685.846,0,53.67
1623040685.951,0,197.6
1623040686.054,0,207.93
1623040686.158,0,208.82
1623040686.261,0,192.84
1623040686.364,0,210.35
1623040686.467,0,183.84
1623040686.573,0,218.22
1623040686.676,0,185.95
1623040686.779,0,206.09
1623040686.882,0,217.34
1623040686.985,0,243.57
1623040687.088,0,221.48
1623040687.194,0,88.77
1623040687.297,0,230.62
1623040687.4,0,241.3
1623040687.503,0,200.43
1623040687.606,0,215.07
1623040687.709,0,241.25
1623040687.815,0,223.62
1623040687.918,0,121.08
1623040688.021,0,233.48
1623040688.124,0,245.83
1623040688.228,0,204.45
1623040688.331,0,225.34
1623040688.437,0,244.95
1623040688.54,0,223.76
1623040688.643,0,165.85
1623040688.748,0,239.88
1623040688.851,0,248.98
1623040688.954,0,204.13
1623040689.058,0,222.1
1623040689.161,0,244.36
1623040689.264,0,220.94
1623040689.367,0,164.69
1623040689.471,0,231.93
1623040689.574,0,247.37
1623040689.677,0,217.67
1623040689.781,0,220.56
1623040689.884,0,245.8
1623040689.987,0,223.34
1623040690.09,0,166.23
1623040690.193,0,242.2
1623040690.296,0,251.11
1623040690.399,0,217.2
1623040690.502,0,215.53
1623040690.605,0,244.98
1623040690.708,0,226.66
1623040690.814,0,160.22
1623040690.917,0,235.39
1623040691.02,0,248.48
1623040691.123,0,208.65
1623040691.227,0,219.33
1623040691.33,0,243.82
1623040691.433,0,222.85
1623040691.536,0,166.25
1623040691.639,0,243.86
1623040691.742,0,244.21
1623040691.848,0,200.48
1623040691.956,0,223.45
1623040692.059,0,249.52
1623040692.162,0,222.43
1623040692.265,0,182.78
1623040692.368,0,238.79
1623040692.474,0,245.2
1623040692.577,0,198.54
1623040692.68,0,221.78
1623040692.785,0,247.7
1623040692.889,0,211.49
1623040692.992,0,152.04
1623040693.096,0,228.16
1623040693.199,0,247.92
1623040693.302,0,207.75
1623040693.405,0,221.21
1623040693.508,0,247.61
1623040693.611,0,227.4
1623040693.717,0,157.37
1623040693.82,0,234.69
1623040693.923,0,237.39
1623040694.026,0,205.12
1623040694.129,0,221.07
1623040694.232,0,248.94
1623040694.338,0,221.91
1623040694.441,0,165.76
1623040694.544,0,241.98
1623040694.647,0,249.3
1623040694.751,0,210.44
1623040694.854,0,232.51
1623040694.959,0,241.92
1623040695.063,0,228.71
1623040695.166,0,188.74
1623040695.269,0,242.7
1623040695.372,0,244.69
1623040695.475,0,212.17
1623040695.581,0,225.13
